"","Mcode","A","A_D","E","SA","SD_SC","SE","M"
"1",7,0,0.0175,0.0327,0,0.3494,0.6506,"DE"
"2",7,0,0.0144,0.0356,0,0.2876,0.7124,"DE"
"3",7,0,0.0148,0.0365,0,0.2884,0.7116,"DE"
"4",8,0,0,0.0429,0,0,1,"E"
"5",7,0,0.0209,0.0263,0,0.4435,0.5565,"DE"
"6",8,0,0,0.0465,0,0,1,"E"
"7",8,0,0,0.0452,0,0,1,"E"
"8",8,0,0,0.0506,0,0,1,"E"
"9",8,0,0,0.0548,0,0,1,"E"
"10",7,0,0.0218,0.0272,0,0.4448,0.5552,"DE"
"11",4,0,0,0.046,0,0,1,"E"
"12",4,0,0,0.0473,0,0,1,"E"
"13",8,0,0,0.0508,0,0,1,"E"
"14",8,0,0,0.0453,0,0,1,"E"
"15",8,0,0,0.0432,0,0,1,"E"
"16",7,0,0.0264,0.0244,0,0.5197,0.4803,"DE"
"17",8,0,0,0.0487,0,0,1,"E"
"18",7,0,0.0147,0.0299,0,0.3304,0.6696,"DE"
"19",7,0,0.0174,0.0292,0,0.3731,0.6269,"DE"
"20",7,0,0.0194,0.0321,0,0.377,0.623,"DE"
"21",6,0.0127,0,0.031,0.2909,0,0.7091,"AE"
"22",4,0,0,0.0468,0,0,1,"E"
"23",8,0,0,0.0477,0,0,1,"E"
"24",8,0,0,0.0518,0,0,1,"E"
"25",8,0,0,0.0467,0,0,1,"E"
"26",7,0,0.0172,0.033,0,0.3429,0.6571,"DE"
"27",7,0,0.0122,0.0328,0,0.2714,0.7286,"DE"
"28",8,0,0,0.0424,0,0,1,"E"
"29",8,0,0,0.0568,0,0,1,"E"
"30",8,0,0,0.046,0,0,1,"E"
"31",8,0,0,0.0502,0,0,1,"E"
"32",8,0,0,0.0469,0,0,1,"E"
"33",8,0,0,0.0462,0,0,1,"E"
"34",8,0,0,0.0572,0,0,1,"E"
"35",8,0,0,0.0476,0,0,1,"E"
"36",8,0,0,0.0409,0,0,1,"E"
"37",8,0,0,0.0542,0,0,1,"E"
"38",8,0,0,0.047,0,0,1,"E"
"39",8,0,0,0.0466,0,0,1,"E"
"40",8,0,0,0.05,0,0,1,"E"
"41",8,0,0,0.0477,0,0,1,"E"
"42",4,0,0,0.0462,0,0,1,"E"
"43",8,0,0,0.047,0,0,1,"E"
"44",8,0,0,0.0491,0,0,1,"E"
"45",8,0,0,0.05,0,0,1,"E"
"46",7,0,0.0171,0.0348,0,0.3298,0.6702,"DE"
"47",8,0,0,0.0404,0,0,1,"E"
"48",8,0,0,0.0458,0,0,1,"E"
"49",8,0,0,0.0494,0,0,1,"E"
