"","Mcode","A","A_D","E","SA","SD_SC","SE","M"
"1",7,0,0.0394,0.0404,0,0.4935,0.5065,"DE"
"2",7,0,0.0569,0.0321,0,0.6395,0.3605,"DE"
"3",6,0.0346,0,0.0362,0.4885,0,0.5115,"AE"
"4",6,0.0461,0,0.0269,0.6318,0,0.3682,"AE"
"5",7,0,0.0283,0.0358,0,0.4411,0.5589,"DE"
"6",6,0.0405,0,0.0319,0.5597,0,0.4403,"AE"
"7",7,0,0.0513,0.0268,0,0.657,0.343,"DE"
"8",7,0,0.0397,0.0328,0,0.5476,0.4524,"DE"
"9",7,0,0.0537,0.0323,0,0.6241,0.3759,"DE"
"10",7,0,0.0397,0.032,0,0.5538,0.4462,"DE"
"11",7,0,0.0276,0.0288,0,0.489,0.511,"DE"
"12",6,0.0347,0,0.0328,0.5147,0,0.4853,"AE"
"13",7,0,0.0385,0.0297,0,0.5648,0.4352,"DE"
"14",7,0,0.0398,0.0368,0,0.5195,0.4805,"DE"
"15",7,0,0.0394,0.0361,0,0.5224,0.4776,"DE"
"16",7,0,0.0378,0.0368,0,0.5068,0.4932,"DE"
"17",7,0,0.0379,0.0324,0,0.5391,0.4609,"DE"
"18",2,0.0388,0,0.0278,0.5823,0,0.4177,"AE"
"19",7,0,0.0327,0.0352,0,0.4812,0.5188,"DE"
"20",3,0,0.0261,0.0458,0,0.3632,0.6368,"CE"
"21",7,0,0.0452,0.0287,0,0.6115,0.3885,"DE"
"22",7,0,0.0437,0.0274,0,0.6141,0.3859,"DE"
"23",6,0.0461,0,0.0399,0.5364,0,0.4636,"AE"
"24",2,0.0372,0,0.0384,0.4923,0,0.5077,"AE"
"25",2,0.0376,0,0.0328,0.5346,0,0.4654,"AE"
"26",6,0.0406,0,0.0416,0.4939,0,0.5061,"AE"
"27",6,0.033,0,0.0379,0.4653,0,0.5347,"AE"
"28",7,0,0.0296,0.029,0,0.5051,0.4949,"DE"
"29",2,0.0458,0,0.0297,0.6067,0,0.3933,"AE"
"30",7,0,0.0411,0.0337,0,0.5496,0.4504,"DE"
"31",7,0,0.0563,0.027,0,0.6755,0.3245,"DE"
"32",3,0,0.0319,0.0363,0,0.4681,0.5319,"CE"
"33",7,0,0.048,0.0362,0,0.5699,0.4301,"DE"
