"","Mcode","A","A_D","E","SA","SD_SC","SE","M"
"1",1,0.0016,0,0.0038,0.292,0,0.708,"ACE"
"2",1,0.0013,0,0.0045,0.2184,0,0.7816,"ACE"
"3",1,0.0014,0,0.0043,0.2449,0,0.7551,"ACE"
"4",1,0,5e-04,0.0053,0,0.0866,0.9134,"ACE"
"5",1,9e-04,0,0.0049,0.1516,0,0.8484,"ACE"
"6",1,0.0025,0,0.0037,0.3984,0,0.6016,"ACE"
"7",1,0.0015,0,0.0042,0.2661,0,0.7339,"ACE"
"8",1,0.0021,5e-04,0.0031,0.3662,0.0858,0.548,"ACE"
"9",1,8e-04,2e-04,0.0048,0.1443,0.0317,0.824,"ACE"
"10",1,0.0015,0,0.0047,0.2402,0,0.7598,"ACE"
"11",1,0.0021,0,0.0037,0.359,0,0.641,"ACE"
"12",1,0.0026,0,0.0035,0.4225,0,0.5775,"ACE"
"13",1,0.002,0,0.0037,0.3458,0,0.6542,"ACE"
"14",1,0.0013,3e-04,0.0049,0.197,0.052,0.751,"ACE"
"15",1,0.0018,0,0.0048,0.2697,0,0.7303,"ACE"
"16",1,9e-04,0,0.0047,0.1592,0,0.8408,"ACE"
"17",1,0.0035,0,0.0029,0.5514,0,0.4486,"ACE"
"18",1,0.0021,0,0.0036,0.3617,0,0.6383,"ACE"
"19",1,0.0012,0,0.0046,0.2118,0,0.7882,"ACE"
"20",1,0.0023,0,0.0038,0.3798,0,0.6202,"ACE"
"21",1,0.001,0,0.0046,0.1751,0,0.8249,"ACE"
"22",1,0.0026,0,0.0035,0.4236,0,0.5764,"ACE"
"23",1,0.0016,0,0.0049,0.252,0,0.748,"ACE"
"24",1,0.0021,0,0.0042,0.3293,0,0.6707,"ACE"
"25",1,0.0018,0,0.0049,0.2692,0,0.7308,"ACE"
"26",1,0.0023,0,0.0034,0.406,0,0.594,"ACE"
"27",1,0.0027,0,0.0045,0.3779,0,0.6221,"ACE"
"28",1,0.0014,0,0.0048,0.2234,0,0.7766,"ACE"
"29",1,8e-04,0,0.005,0.143,0,0.857,"ACE"
"30",1,0.0024,0,0.0041,0.3703,0,0.6297,"ACE"
"31",1,0.0022,0,0.0031,0.4094,0,0.5906,"ACE"
"32",1,0.001,0,0.0045,0.1824,0,0.8176,"ACE"
"33",1,0.0019,0,0.0046,0.2962,0,0.7038,"ACE"
"34",1,0.0018,0,0.003,0.3708,0,0.6292,"ACE"
"35",1,0.0016,0,0.0042,0.2704,0,0.7296,"ACE"
"36",1,0.0017,0,0.0044,0.277,0,0.723,"ACE"
"37",1,0.0018,0,0.0046,0.2845,0,0.7155,"ACE"
"38",1,0,0.0016,0.004,0,0.2833,0.7167,"ACE"
"39",1,0.0015,0,0.0046,0.2501,0,0.7499,"ACE"
"40",1,0.002,0,0.004,0.3295,0,0.6705,"ACE"
"41",1,0.0019,0,0.0044,0.2992,0,0.7008,"ACE"
"42",1,0.0022,0,0.0044,0.3316,0,0.6684,"ACE"
"43",1,0.0019,0,0.0036,0.3494,0,0.6506,"ACE"
"44",1,0.0018,0,0.0043,0.2907,0,0.7093,"ACE"
"45",1,0.0029,0,0.0032,0.4772,0,0.5228,"ACE"
"46",1,0.0023,0,0.0036,0.3855,0,0.6145,"ACE"
"47",1,0.0026,0,0.004,0.3975,0,0.6025,"ACE"
"48",1,0.0019,0,0.0039,0.3318,0,0.6682,"ACE"
"49",1,0.0022,0,0.0042,0.342,0,0.658,"ACE"
"50",1,0.0024,0,0.0042,0.3632,0,0.6368,"ACE"
"51",1,0.0014,0,0.0045,0.2372,0,0.7628,"ACE"
"52",1,0.0024,0,0.0043,0.3562,0,0.6438,"ACE"
"53",1,0.0021,0,0.0043,0.3309,0,0.6691,"ACE"
"54",1,0.0027,0,0.0033,0.455,0,0.545,"ACE"
"55",1,8e-04,2e-04,0.0047,0.139,0.0298,0.8312,"ACE"
"56",1,0.0022,0,0.0042,0.3434,0,0.6566,"ACE"
"57",1,7e-04,0,0.0044,0.1437,0,0.8563,"ACE"
"58",1,0.0024,2e-04,0.0034,0.4045,0.03,0.5655,"ACE"
"59",1,0.0023,2e-04,0.0041,0.3455,0.0242,0.6303,"ACE"
"60",1,0.0012,0.0013,0.0033,0.2119,0.2219,0.5661,"ACE"
"61",1,0.0031,0,0.0036,0.4654,0,0.5346,"ACE"
