"","Mcode","A","A_D","E","SA","SD_SC","SE","M"
"1",2,0.0026,0,0.0039,0.4044,0,0.5956,"AE"
"2",3,0,0.0025,0.0037,0,0.4005,0.5995,"CE"
"3",6,0.0045,0,0.0026,0.6363,0,0.3637,"AE"
"4",2,0.0016,0,0.0035,0.3105,0,0.6895,"AE"
"5",2,0.0018,0,0.0028,0.3947,0,0.6053,"AE"
"6",2,0.0037,0,0.0025,0.5969,0,0.4031,"AE"
"7",3,0,0.003,0.0029,0,0.5088,0.4912,"CE"
"8",2,0.004,0,0.0023,0.6343,0,0.3657,"AE"
"9",3,0,0.0031,0.0034,0,0.4786,0.5214,"CE"
"10",2,0.0032,0,0.0031,0.5079,0,0.4921,"AE"
"11",2,0.0025,0,0.0031,0.4458,0,0.5542,"AE"
"12",2,0.0026,0,0.0029,0.4754,0,0.5246,"AE"
"13",3,0,0.0019,0.0038,0,0.3322,0.6678,"CE"
"14",3,0,0.0032,0.0036,0,0.4707,0.5293,"CE"
"15",2,0.0025,0,0.0036,0.4138,0,0.5862,"AE"
"16",2,0.0046,0,0.0021,0.6816,0,0.3184,"AE"
"17",2,0.0031,0,0.0024,0.5674,0,0.4326,"AE"
"18",2,0.0037,0,0.0026,0.5872,0,0.4128,"AE"
"19",2,0.0035,0,0.0026,0.574,0,0.426,"AE"
"20",2,0.0046,0,0.0022,0.6774,0,0.3226,"AE"
"21",2,0.003,0,0.0034,0.4638,0,0.5362,"AE"
"22",2,0.0041,0,0.0021,0.6618,0,0.3382,"AE"
"23",3,0,0.0028,0.0045,0,0.3822,0.6178,"CE"
"24",2,0.0025,0,0.0034,0.428,0,0.572,"AE"
"25",3,0,0.0023,0.0033,0,0.411,0.589,"CE"
"26",3,0,0.0031,0.0036,0,0.4612,0.5388,"CE"
"27",3,0,0.0031,0.0035,0,0.4693,0.5307,"CE"
"28",2,0.0025,0,0.003,0.457,0,0.543,"AE"
"29",3,0,0.0027,0.0038,0,0.4141,0.5859,"CE"
"30",3,0,0.0026,0.0036,0,0.4186,0.5814,"CE"
"31",2,0.0028,0,0.0032,0.4658,0,0.5342,"AE"
"32",2,0.0033,0,0.0029,0.5303,0,0.4697,"AE"
"33",3,0,0.0037,0.003,0,0.5507,0.4493,"CE"
"34",3,0,0.0033,0.0038,0,0.4671,0.5329,"CE"
"35",3,0,0.004,0.0033,0,0.5457,0.4543,"CE"
"36",3,0,0.0027,0.0038,0,0.4123,0.5877,"CE"
"37",3,0,0.0028,0.0033,0,0.4557,0.5443,"CE"
"38",3,0,0.0015,0.0037,0,0.2898,0.7102,"CE"
"39",2,0.0041,0,0.0026,0.6135,0,0.3865,"AE"
"40",3,0,0.002,0.0037,0,0.3477,0.6523,"CE"
"41",3,0,0.0025,0.0027,0,0.4773,0.5227,"CE"
"42",2,0.0026,0,0.0032,0.4504,0,0.5496,"AE"
"43",2,0.0025,0,0.0025,0.4976,0,0.5024,"AE"
"44",3,0,0.0031,0.0032,0,0.4902,0.5098,"CE"
"45",7,0,0.0027,0.0032,0,0.4543,0.5457,"DE"
"46",3,0,0.0022,0.0035,0,0.3904,0.6096,"CE"
"47",3,0,0.0024,0.0034,0,0.4096,0.5904,"CE"
"48",2,0.0025,0,0.0033,0.432,0,0.568,"AE"
"49",2,0.0039,0,0.0025,0.6109,0,0.3891,"AE"
"50",3,0,0.0017,0.0042,0,0.293,0.707,"CE"
"51",2,0.0024,0,0.0036,0.4033,0,0.5967,"AE"
"52",3,0,0.0025,0.0038,0,0.4018,0.5982,"CE"
"53",3,0,0.002,0.0045,0,0.3088,0.6912,"CE"
"54",3,0,0.0029,0.0039,0,0.4221,0.5779,"CE"
"55",3,0,0.0018,0.0037,0,0.3223,0.6777,"CE"
"56",2,0.0038,0,0.0028,0.572,0,0.428,"AE"
"57",2,0.0022,0,0.0036,0.3783,0,0.6217,"AE"
"58",2,0.0021,0,0.0037,0.3645,0,0.6355,"AE"
"59",2,0.003,0,0.003,0.5028,0,0.4972,"AE"
"60",2,0.0039,0,0.0018,0.682,0,0.318,"AE"
"61",3,0,0.0019,0.0037,0,0.334,0.666,"CE"
"62",3,0,0.0028,0.0038,0,0.4288,0.5712,"CE"
"63",3,0,0.0037,0.0033,0,0.5294,0.4706,"CE"
"64",3,0,0.0029,0.0037,0,0.4396,0.5604,"CE"
"65",6,0.0029,0,0.0028,0.5139,0,0.4861,"AE"
"66",2,0.0035,0,0.0032,0.5259,0,0.4741,"AE"
"67",2,0.0039,0,0.0023,0.6329,0,0.3671,"AE"
"68",2,0.0023,0,0.0035,0.3954,0,0.6046,"AE"
"69",2,0.0027,0,0.0031,0.4677,0,0.5323,"AE"
"70",3,0,0.0026,0.0037,0,0.4129,0.5871,"CE"
"71",3,0,0.0027,0.004,0,0.4026,0.5974,"CE"
"72",3,0,0.001,0.0039,0,0.21,0.79,"CE"
"73",3,0,0.0023,0.0037,0,0.3787,0.6213,"CE"
"74",2,0.0035,0,0.0028,0.5547,0,0.4453,"AE"
"75",3,0,0.0032,0.0034,0,0.4818,0.5182,"CE"
"76",2,0.0028,0,0.0028,0.4996,0,0.5004,"AE"
"77",3,0,0.0032,0.0033,0,0.4934,0.5066,"CE"
"78",3,0,0.0023,0.0032,0,0.4187,0.5813,"CE"
"79",3,0,0.0028,0.0032,0,0.4613,0.5387,"CE"
"80",3,0,0.0028,0.0034,0,0.4473,0.5527,"CE"
"81",3,0,0.002,0.0035,0,0.3693,0.6307,"CE"
"82",2,0.0021,0,0.0025,0.4585,0,0.5415,"AE"
"83",2,0.0041,0,0.0023,0.6457,0,0.3543,"AE"
"84",2,0.0026,0,0.0031,0.4555,0,0.5445,"AE"
"85",2,0.0038,0,0.0027,0.5806,0,0.4194,"AE"
"86",3,0,0.0023,0.0038,0,0.3843,0.6157,"CE"
"87",3,0,0.0026,0.0027,0,0.4947,0.5053,"CE"
"88",7,0,0.0027,0.0027,0,0.5017,0.4983,"DE"
"89",3,0,0.0023,0.0031,0,0.4298,0.5702,"CE"
"90",3,0,0.0027,0.003,0,0.4702,0.5298,"CE"
"91",3,0,0.0027,0.004,0,0.4039,0.5961,"CE"
"92",3,0,0.0023,0.0034,0,0.3988,0.6012,"CE"
"93",2,0.0035,0,0.0033,0.5156,0,0.4844,"AE"
"94",2,0.0039,0,0.0028,0.5854,0,0.4146,"AE"
"95",2,0.0036,0,0.0025,0.5922,0,0.4078,"AE"
"96",3,0,0.003,0.0026,0,0.5401,0.4599,"CE"
"97",2,0.0023,0,0.0036,0.388,0,0.612,"AE"
"98",3,0,0.0033,0.0039,0,0.4597,0.5403,"CE"
"99",3,0,0.0032,0.0032,0,0.4953,0.5047,"CE"
"100",2,0.0031,0,0.0032,0.4927,0,0.5073,"AE"
"101",3,0,0.0021,0.0033,0,0.3911,0.6089,"CE"
"102",2,0.0033,0,0.0021,0.6128,0,0.3872,"AE"
"103",3,0,0.003,0.004,0,0.4269,0.5731,"CE"
"104",2,0.0025,0,0.0024,0.5018,0,0.4982,"AE"
"105",3,0,0.0019,0.0038,0,0.3278,0.6722,"CE"
"106",2,0.0043,0,0.0024,0.6363,0,0.3637,"AE"
"107",3,0,0.003,0.0032,0,0.4796,0.5204,"CE"
"108",2,0.0029,0,0.0029,0.4956,0,0.5044,"AE"
"109",3,0,0.0036,0.0039,0,0.4789,0.5211,"CE"
"110",3,0,0.0013,0.0038,0,0.2598,0.7402,"CE"
"111",2,0.0039,0,0.0029,0.5713,0,0.4287,"AE"
"112",3,0,0.0032,0.003,0,0.514,0.486,"CE"
"113",3,0,0.0031,0.0032,0,0.4918,0.5082,"CE"
"114",6,0.0025,0,0.0029,0.4675,0,0.5325,"AE"
"115",3,0,0.0029,0.0029,0,0.5038,0.4962,"CE"
"116",3,0,0.0023,0.004,0,0.3694,0.6306,"CE"
"117",3,0,0.003,0.0036,0,0.4544,0.5456,"CE"
"118",3,0,0.0028,0.0039,0,0.4239,0.5761,"CE"
"119",3,0,0.0018,0.0041,0,0.2996,0.7004,"CE"
"120",3,0,0.0036,0.0037,0,0.4962,0.5038,"CE"
"121",3,0,0.0032,0.0039,0,0.4545,0.5455,"CE"
"122",2,0.0027,0,0.0032,0.461,0,0.539,"AE"
"123",3,0,0.0024,0.004,0,0.3765,0.6235,"CE"
"124",3,0,0.0019,0.0036,0,0.3444,0.6556,"CE"
"125",3,0,0.003,0.0037,0,0.4456,0.5544,"CE"
"126",3,0,0.0024,0.0033,0,0.4263,0.5737,"CE"
"127",3,0,0.0024,0.0038,0,0.3798,0.6202,"CE"
"128",3,0,0.0032,0.0038,0,0.4541,0.5459,"CE"
"129",3,0,0.0035,0.0033,0,0.5121,0.4879,"CE"
"130",2,0.0031,0,0.0031,0.4958,0,0.5042,"AE"
"131",2,0.0035,0,0.0028,0.5486,0,0.4514,"AE"
"132",3,0,0.0023,0.0034,0,0.4013,0.5987,"CE"
"133",3,0,0.0014,0.0038,0,0.2693,0.7307,"CE"
"134",2,0.0031,0,0.0032,0.4966,0,0.5034,"AE"
"135",3,0,0.0019,0.0035,0,0.3589,0.6411,"CE"
"136",3,0,0.0033,0.0037,0,0.4715,0.5285,"CE"
"137",3,0,0.0024,0.0039,0,0.3783,0.6217,"CE"
"138",6,0.002,0,0.0033,0.3711,0,0.6289,"AE"
"139",3,0,0.0022,0.0039,0,0.3555,0.6445,"CE"
"140",2,0.0038,0,0.0025,0.602,0,0.398,"AE"
"141",3,0,0.0029,0.0038,0,0.4328,0.5672,"CE"
"142",2,0.0029,0,0.0028,0.507,0,0.493,"AE"
"143",3,0,0.0027,0.0034,0,0.4381,0.5619,"CE"
"144",6,0.0037,0,0.0019,0.6551,0,0.3449,"AE"
"145",3,0,0.0023,0.0038,0,0.379,0.621,"CE"
"146",2,0.0023,0,0.0026,0.4711,0,0.5289,"AE"
"147",2,0.0034,0,0.0022,0.6024,0,0.3976,"AE"
"148",3,0,0.0027,0.0043,0,0.3826,0.6174,"CE"
"149",6,0.0033,0,0.003,0.5178,0,0.4822,"AE"
"150",3,0,0.0022,0.0036,0,0.3827,0.6173,"CE"
"151",3,0,0.0022,0.0039,0,0.364,0.636,"CE"
"152",3,0,0.0024,0.0036,0,0.4017,0.5983,"CE"
"153",2,0.0036,0,0.0033,0.5219,0,0.4781,"AE"
"154",2,0.0033,0,0.0029,0.5306,0,0.4694,"AE"
"155",2,0.004,0,0.0028,0.589,0,0.411,"AE"
"156",2,0.0038,0,0.0027,0.5868,0,0.4132,"AE"
"157",6,0.002,0,0.0037,0.3475,0,0.6525,"AE"
"158",3,0,0.0024,0.003,0,0.4399,0.5601,"CE"
"159",2,0.0036,0,0.0033,0.5183,0,0.4817,"AE"
"160",3,0,0.0019,0.0033,0,0.3636,0.6364,"CE"
"161",2,0.0037,0,0.0032,0.5375,0,0.4625,"AE"
"162",3,0,0.0033,0.0038,0,0.4695,0.5305,"CE"
"163",3,0,0.0027,0.0044,0,0.3799,0.6201,"CE"
"164",6,0.0022,0,0.0029,0.4278,0,0.5722,"AE"
"165",3,0,0.0024,0.0039,0,0.3774,0.6226,"CE"
"166",2,0.0048,0,0.0023,0.6749,0,0.3251,"AE"
"167",3,0,0.0014,0.0043,0,0.2498,0.7502,"CE"
"168",3,0,0.0028,0.004,0,0.4157,0.5843,"CE"
"169",2,0.0047,0,0.0018,0.7187,0,0.2813,"AE"
"170",3,0,0.0027,0.0031,0,0.464,0.536,"CE"
"171",3,0,0.003,0.0029,0,0.509,0.491,"CE"
"172",2,0.0017,0,0.0038,0.3134,0,0.6866,"AE"
"173",2,0.0045,0,0.0022,0.6701,0,0.3299,"AE"
"174",3,0,0.0023,0.0041,0,0.3532,0.6468,"CE"
"175",3,0,0.0029,0.0034,0,0.4558,0.5442,"CE"
"176",2,0.0026,0,0.003,0.4617,0,0.5383,"AE"
"177",2,0.0028,0,0.0027,0.509,0,0.491,"AE"
"178",3,0,0.0021,0.0032,0,0.3989,0.6011,"CE"
"179",3,0,0.0027,0.0037,0,0.4208,0.5792,"CE"
"180",3,0,0.0022,0.0039,0,0.3625,0.6375,"CE"
"181",2,0.0025,0,0.0029,0.4704,0,0.5296,"AE"
"182",2,0.0029,0,0.0035,0.4546,0,0.5454,"AE"
"183",3,0,0.0016,0.0042,0,0.2754,0.7246,"CE"
"184",2,0.0029,0,0.0032,0.4717,0,0.5283,"AE"
"185",7,0,0.0023,0.0027,0,0.4597,0.5403,"DE"
"186",3,0,0.0039,0.0033,0,0.5413,0.4587,"CE"
"187",3,0,0.0022,0.0033,0,0.3966,0.6034,"CE"
"188",6,0.0025,0,0.0027,0.4796,0,0.5204,"AE"
"189",3,0,0.0024,0.0041,0,0.3679,0.6321,"CE"
"190",3,0,0.0018,0.0038,0,0.3177,0.6823,"CE"
"191",3,0,0.0017,0.0033,0,0.3428,0.6572,"CE"
"192",2,0.0027,0,0.002,0.57,0,0.43,"AE"
"193",3,0,0.0026,0.0037,0,0.4168,0.5832,"CE"
"194",3,0,0.0034,0.0028,0,0.5496,0.4504,"CE"
"195",3,0,0.0028,0.0034,0,0.4481,0.5519,"CE"
"196",4,0,0,0.0052,0,0,1,"E"
"197",2,0.0025,0,0.0036,0.4112,0,0.5888,"AE"
"198",2,0.0045,0,0.0023,0.667,0,0.333,"AE"
"199",3,0,0.0023,0.0038,0,0.3812,0.6188,"CE"
"200",2,0.0044,0,0.0024,0.6421,0,0.3579,"AE"
"201",3,0,0.0019,0.0038,0,0.3302,0.6698,"CE"
"202",3,0,0.002,0.0032,0,0.3859,0.6141,"CE"
"203",3,0,0.0027,0.0039,0,0.4108,0.5892,"CE"
"204",3,0,0.0027,0.0032,0,0.457,0.543,"CE"
"205",3,0,0.0023,0.0041,0,0.3549,0.6451,"CE"
"206",3,0,0.0018,0.0041,0,0.3114,0.6886,"CE"
"207",3,0,0.0017,0.0035,0,0.3228,0.6772,"CE"
"208",2,0.0034,0,0.0027,0.5592,0,0.4408,"AE"
"209",2,0.0028,0,0.0027,0.5088,0,0.4912,"AE"
"210",3,0,0.0031,0.0039,0,0.4392,0.5608,"CE"
"211",2,0.002,0,0.0036,0.3595,0,0.6405,"AE"
"212",2,0.0035,0,0.0031,0.5309,0,0.4691,"AE"
"213",2,0.0051,0,0.0022,0.699,0,0.301,"AE"
"214",3,0,0.0022,0.0032,0,0.4069,0.5931,"CE"
"215",2,0.0032,0,0.0023,0.5821,0,0.4179,"AE"
"216",2,0.0038,0,0.0022,0.6302,0,0.3698,"AE"
"217",3,0,0.0031,0.0042,0,0.4212,0.5788,"CE"
"218",2,0.0034,0,0.0032,0.516,0,0.484,"AE"
"219",2,0.0043,0,0.0026,0.6214,0,0.3786,"AE"
"220",3,0,0.0031,0.003,0,0.5114,0.4886,"CE"
"221",6,0.0041,0,0.0023,0.6396,0,0.3604,"AE"
"222",2,0.004,0,0.0026,0.6045,0,0.3955,"AE"
"223",2,0.0045,0,0.0025,0.6477,0,0.3523,"AE"
"224",3,0,0.0021,0.0036,0,0.3748,0.6252,"CE"
"225",3,0,0.0028,0.0038,0,0.4287,0.5713,"CE"
"226",3,0,0.002,0.0033,0,0.3812,0.6188,"CE"
"227",2,0.0026,0,0.0028,0.48,0,0.52,"AE"
"228",6,0.0039,0,0.0023,0.6233,0,0.3767,"AE"
"229",3,0,0.0019,0.0034,0,0.3646,0.6354,"CE"
"230",2,0.003,0,0.0037,0.4474,0,0.5526,"AE"
"231",3,0,9e-04,0.0037,0,0.1918,0.8082,"CE"
"232",2,0.005,0,0.0019,0.7256,0,0.2744,"AE"
"233",3,0,0.0033,0.0038,0,0.4632,0.5368,"CE"
"234",2,0.0036,0,0.003,0.5463,0,0.4537,"AE"
"235",2,0.0037,0,0.0024,0.601,0,0.399,"AE"
"236",6,0.0041,0,0.0023,0.6428,0,0.3572,"AE"
"237",2,0.0038,0,0.0029,0.5657,0,0.4343,"AE"
"238",2,0.0035,0,0.0025,0.5847,0,0.4153,"AE"
"239",2,0.0033,0,0.0035,0.4809,0,0.5191,"AE"
"240",2,0.0033,0,0.0028,0.5356,0,0.4644,"AE"
"241",3,0,0.0029,0.0039,0,0.4274,0.5726,"CE"
"242",2,0.0031,0,0.0028,0.527,0,0.473,"AE"
"243",3,0,0.0031,0.0038,0,0.4542,0.5458,"CE"
"244",3,0,0.0017,0.0038,0,0.3102,0.6898,"CE"
"245",2,0.0031,0,0.0026,0.5441,0,0.4559,"AE"
"246",2,0.0034,0,0.0024,0.5841,0,0.4159,"AE"
"247",3,0,0.002,0.0033,0,0.3741,0.6259,"CE"
"248",6,0.003,0,0.0035,0.4616,0,0.5384,"AE"
"249",3,0,0.0017,0.0041,0,0.2921,0.7079,"CE"
"250",6,0.0038,0,0.003,0.5564,0,0.4436,"AE"
"251",3,0,0.0028,0.0033,0,0.4585,0.5415,"CE"
"252",3,0,0.002,0.0034,0,0.3727,0.6273,"CE"
"253",3,0,0.0015,0.0035,0,0.3034,0.6966,"CE"
"254",2,0.0031,0,0.003,0.5139,0,0.4861,"AE"
"255",3,0,0.0035,0.0027,0,0.5593,0.4407,"CE"
"256",2,0.0036,0,0.0025,0.5904,0,0.4096,"AE"
"257",3,0,0.0034,0.003,0,0.5325,0.4675,"CE"
"258",2,0.0036,0,0.0026,0.5744,0,0.4256,"AE"
"259",3,0,0.003,0.004,0,0.4299,0.5701,"CE"
"260",3,0,0.0025,0.004,0,0.386,0.614,"CE"
"261",3,0,0.0016,0.0035,0,0.3193,0.6807,"CE"
"262",6,0.0042,0,0.002,0.6811,0,0.3189,"AE"
