"","Mcode","A","A_D","E","SA","SD_SC","SE","M"
"1",3,0,0.001,0.0033,0,0.2346,0.7654,"CE"
"2",3,0,9e-04,0.0037,0,0.195,0.805,"CE"
"3",3,0,9e-04,0.0035,0,0.2084,0.7916,"CE"
"4",4,0,0,0.0042,0,0,1,"E"
"5",3,0,8e-04,0.0032,0,0.2033,0.7967,"CE"
"6",3,0,8e-04,0.003,0,0.2026,0.7974,"CE"
"7",3,0,7e-04,0.0027,0,0.212,0.788,"CE"
"8",4,0,0,0.0045,0,0,1,"E"
"9",3,0,8e-04,0.0034,0,0.2011,0.7989,"CE"
"10",3,0,9e-04,0.0029,0,0.2348,0.7652,"CE"
"11",3,0,8e-04,0.0038,0,0.1827,0.8173,"CE"
"12",4,0,0,0.0044,0,0,1,"E"
"13",4,0,0,0.0045,0,0,1,"E"
"14",4,0,0,0.0042,0,0,1,"E"
"15",4,0,0,0.0042,0,0,1,"E"
"16",3,0,9e-04,0.0035,0,0.1993,0.8007,"CE"
"17",4,0,0,0.0049,0,0,1,"E"
"18",2,0.0016,0,0.0032,0.3378,0,0.6622,"AE"
"19",3,0,8e-04,0.0036,0,0.1882,0.8118,"CE"
"20",4,0,0,0.0048,0,0,1,"E"
"21",4,0,0,0.004,0,0,1,"E"
"22",3,0,0.0012,0.0033,0,0.2608,0.7392,"CE"
"23",3,0,8e-04,0.0036,0,0.185,0.815,"CE"
"24",4,0,0,0.0037,0,0,1,"E"
"25",3,0,0.0012,0.0035,0,0.2503,0.7497,"CE"
"26",3,0,0.0011,0.0028,0,0.2878,0.7122,"CE"
"27",4,0,0,0.0044,0,0,1,"E"
"28",3,0,8e-04,0.0034,0,0.1855,0.8145,"CE"
"29",4,0,0,0.0042,0,0,1,"E"
"30",8,0,0,0.0039,0,0,1,"E"
"31",4,0,0,0.0044,0,0,1,"E"
"32",2,0.001,0,0.0026,0.2664,0,0.7336,"AE"
"33",3,0,7e-04,0.0031,0,0.1906,0.8094,"CE"
"34",4,0,0,0.0044,0,0,1,"E"
"35",3,0,9e-04,0.003,0,0.2329,0.7671,"CE"
"36",4,0,0,0.0047,0,0,1,"E"
"37",4,0,0,0.0044,0,0,1,"E"
"38",3,0,8e-04,0.0035,0,0.1872,0.8128,"CE"
"39",3,0,0.0011,0.0034,0,0.2386,0.7614,"CE"
"40",8,0,0,0.0045,0,0,1,"E"
"41",3,0,0.0011,0.0031,0,0.2583,0.7417,"CE"
"42",3,0,0.0012,0.0032,0,0.2697,0.7303,"CE"
"43",3,0,9e-04,0.0033,0,0.2188,0.7812,"CE"
"44",4,0,0,0.004,0,0,1,"E"
"45",3,0,9e-04,0.0032,0,0.2259,0.7741,"CE"
"46",3,0,9e-04,0.0037,0,0.1892,0.8108,"CE"
"47",4,0,0,0.0047,0,0,1,"E"
"48",2,0.0011,0,0.0033,0.2503,0,0.7497,"AE"
"49",4,0,0,0.0044,0,0,1,"E"
"50",4,0,0,0.0047,0,0,1,"E"
"51",4,0,0,0.0041,0,0,1,"E"
"52",6,0.0013,0,0.0028,0.3276,0,0.6724,"AE"
"53",2,0.0015,0,0.0028,0.3418,0,0.6582,"AE"
"54",3,0,0.001,0.0035,0,0.2194,0.7806,"CE"
"55",3,0,9e-04,0.0035,0,0.1956,0.8044,"CE"
"56",4,0,0,0.0043,0,0,1,"E"
"57",2,0.0014,0,0.0027,0.3465,0,0.6535,"AE"
"58",4,0,0,0.0045,0,0,1,"E"
"59",3,0,0.0011,0.0032,0,0.2618,0.7382,"CE"
"60",4,0,0,0.0047,0,0,1,"E"
"61",4,0,0,0.0047,0,0,1,"E"
"62",3,0,7e-04,0.003,0,0.1936,0.8064,"CE"
"63",3,0,0.0013,0.0035,0,0.2767,0.7233,"CE"
