"","Mcode","A","A_D","E","SA","SD_SC","SE","M"
"1",3,0,0.0026,0.0038,0,0.3997,0.6003,"CE"
"2",3,0,0.0029,0.004,0,0.4174,0.5826,"CE"
"3",3,0,0.0028,0.004,0,0.4089,0.5911,"CE"
"4",2,0.0028,0,0.0036,0.44,0,0.56,"AE"
"5",3,0,0.0027,0.0044,0,0.3837,0.6163,"CE"
"6",3,0,0.0024,0.0041,0,0.3676,0.6324,"CE"
"7",3,0,0.0026,0.0044,0,0.3702,0.6298,"CE"
"8",3,0,0.0035,0.004,0,0.4626,0.5374,"CE"
"9",3,0,0.0029,0.0039,0,0.4279,0.5721,"CE"
"10",3,0,0.0026,0.0046,0,0.3615,0.6385,"CE"
"11",3,0,0.0025,0.004,0,0.383,0.617,"CE"
"12",3,0,0.0018,0.0047,0,0.274,0.726,"CE"
"13",3,0,0.0032,0.0044,0,0.424,0.576,"CE"
"14",3,0,0.0029,0.0041,0,0.4176,0.5824,"CE"
"15",3,0,0.0044,0.0039,0,0.5302,0.4698,"CE"
"16",3,0,0.0034,0.0037,0,0.4829,0.5171,"CE"
"17",3,0,0.0039,0.0041,0,0.4855,0.5145,"CE"
"18",3,0,0.0032,0.0037,0,0.4624,0.5376,"CE"
"19",2,0.0025,0,0.0034,0.4219,0,0.5781,"AE"
"20",3,0,0.0028,0.0038,0,0.4236,0.5764,"CE"
"21",3,0,0.0022,0.0041,0,0.3461,0.6539,"CE"
"22",3,0,0.0025,0.0044,0,0.3615,0.6385,"CE"
"23",2,0.0036,0,0.0031,0.5338,0,0.4662,"AE"
"24",3,0,0.003,0.0041,0,0.4235,0.5765,"CE"
"25",3,0,0.0028,0.004,0,0.4125,0.5875,"CE"
"26",3,0,0.0028,0.004,0,0.4129,0.5871,"CE"
"27",2,0.003,0,0.0035,0.4582,0,0.5418,"AE"
"28",3,0,0.0032,0.0037,0,0.4666,0.5334,"CE"
"29",3,0,0.0028,0.0038,0,0.4275,0.5725,"CE"
"30",3,0,0.0036,0.0038,0,0.4895,0.5105,"CE"
"31",2,0.0029,0,0.003,0.4955,0,0.5045,"AE"
"32",3,0,0.0025,0.004,0,0.3834,0.6166,"CE"
"33",3,0,0.0036,0.0036,0,0.503,0.497,"CE"
"34",3,0,0.0031,0.0038,0,0.4478,0.5522,"CE"
"35",3,0,0.0021,0.0042,0,0.3301,0.6699,"CE"
"36",3,0,0.003,0.004,0,0.4282,0.5718,"CE"
"37",3,0,0.0029,0.0042,0,0.4075,0.5925,"CE"
"38",3,0,0.0021,0.0041,0,0.3357,0.6643,"CE"
"39",3,0,0.0034,0.0039,0,0.4619,0.5381,"CE"
"40",3,0,0.0023,0.0045,0,0.3406,0.6594,"CE"
"41",2,0.0037,0,0.0033,0.535,0,0.465,"AE"
"42",3,0,0.0037,0.0034,0,0.5163,0.4837,"CE"
"43",3,0,0.0034,0.004,0,0.4573,0.5427,"CE"
"44",3,0,0.0023,0.004,0,0.3612,0.6388,"CE"
"45",3,0,0.0028,0.0037,0,0.428,0.572,"CE"
"46",3,0,0.0025,0.0042,0,0.3742,0.6258,"CE"
"47",2,0.0034,0,0.0034,0.503,0,0.497,"AE"
"48",3,0,0.0019,0.0038,0,0.3375,0.6625,"CE"
"49",2,0.0038,0,0.0027,0.58,0,0.42,"AE"
"50",2,0.0038,0,0.0031,0.5547,0,0.4453,"AE"
"51",3,0,0.0028,0.0047,0,0.3772,0.6228,"CE"
"52",3,0,0.002,0.004,0,0.335,0.665,"CE"
"53",3,0,0.0026,0.0039,0,0.4,0.6,"CE"
"54",3,0,0.0017,0.0042,0,0.2841,0.7159,"CE"
"55",3,0,0.0028,0.0043,0,0.3909,0.6091,"CE"
"56",2,0.0022,0,0.004,0.3534,0,0.6466,"AE"
"57",3,0,0.0023,0.004,0,0.3613,0.6387,"CE"
"58",2,0.0029,0,0.0035,0.4511,0,0.5489,"AE"
"59",3,0,0.0033,0.0037,0,0.4671,0.5329,"CE"
"60",3,0,0.0031,0.0045,0,0.4047,0.5953,"CE"
"61",3,0,0.002,0.0043,0,0.3121,0.6879,"CE"
"62",3,0,0.0024,0.004,0,0.3736,0.6264,"CE"
"63",3,0,0.0017,0.0044,0,0.2796,0.7204,"CE"
"64",3,0,0.0025,0.0043,0,0.3656,0.6344,"CE"
"65",3,0,0.0032,0.0041,0,0.4439,0.5561,"CE"
"66",3,0,0.0025,0.0037,0,0.4059,0.5941,"CE"
"67",3,0,0.0021,0.004,0,0.3421,0.6579,"CE"
"68",3,0,0.0033,0.0041,0,0.4458,0.5542,"CE"
"69",3,0,0.0026,0.0045,0,0.3672,0.6328,"CE"
"70",3,0,0.0014,0.0038,0,0.262,0.738,"CE"
"71",2,0.0035,0,0.003,0.5349,0,0.4651,"AE"
"72",2,0.0033,0,0.003,0.5266,0,0.4734,"AE"
"73",7,0,0.0027,0.0031,0,0.4654,0.5346,"DE"
"74",3,0,0.0027,0.0041,0,0.4002,0.5998,"CE"
"75",3,0,0.0029,0.0046,0,0.3851,0.6149,"CE"
"76",6,0.0018,0,0.0038,0.317,0,0.683,"AE"
"77",3,0,0.003,0.0037,0,0.4455,0.5545,"CE"
"78",3,0,0.0026,0.004,0,0.3931,0.6069,"CE"
"79",3,0,0.0027,0.0042,0,0.3903,0.6097,"CE"
"80",3,0,0.0032,0.0035,0,0.4774,0.5226,"CE"
"81",3,0,0.002,0.004,0,0.3315,0.6685,"CE"
"82",3,0,0.0027,0.0039,0,0.4102,0.5898,"CE"
"83",2,0.0038,0,0.0031,0.5484,0,0.4516,"AE"
"84",3,0,0.003,0.0036,0,0.4582,0.5418,"CE"
"85",3,0,0.0026,0.0033,0,0.4369,0.5631,"CE"
"86",6,0.0032,0,0.0033,0.4923,0,0.5077,"AE"
"87",3,0,0.0026,0.004,0,0.3926,0.6074,"CE"
"88",3,0,0.0024,0.0044,0,0.3562,0.6438,"CE"
"89",3,0,0.0026,0.0043,0,0.3736,0.6264,"CE"
"90",3,0,0.0023,0.0041,0,0.3561,0.6439,"CE"
"91",3,0,0.0031,0.0037,0,0.4603,0.5397,"CE"
"92",3,0,0.0025,0.004,0,0.3893,0.6107,"CE"
"93",2,0.0034,0,0.0038,0.4688,0,0.5312,"AE"
"94",3,0,0.0037,0.0039,0,0.4852,0.5148,"CE"
"95",3,0,0.0018,0.0043,0,0.2927,0.7073,"CE"
"96",2,0.004,0,0.0031,0.5638,0,0.4362,"AE"
"97",3,0,0.003,0.0042,0,0.4212,0.5788,"CE"
"98",3,0,0.0024,0.0041,0,0.3707,0.6293,"CE"
"99",3,0,0.0031,0.0039,0,0.4468,0.5532,"CE"
"100",3,0,0.0032,0.0036,0,0.4717,0.5283,"CE"
"101",2,0.0015,0,0.0038,0.2783,0,0.7217,"AE"
"102",3,0,0.0028,0.0042,0,0.4014,0.5986,"CE"
"103",3,0,0.001,0.0043,0,0.1868,0.8132,"CE"
"104",3,0,0.0019,0.0038,0,0.3355,0.6645,"CE"
"105",2,0.0034,0,0.0034,0.5037,0,0.4963,"AE"
"106",3,0,0.0033,0.0038,0,0.4641,0.5359,"CE"
"107",3,0,0.0024,0.0036,0,0.4009,0.5991,"CE"
"108",3,0,0.0026,0.0042,0,0.3849,0.6151,"CE"
"109",2,0.0042,0,0.0031,0.5725,0,0.4275,"AE"
"110",2,0.0038,0,0.0032,0.5444,0,0.4556,"AE"
