"","Mcode","A","A_D","E","SA","SD_SC","SE","M"
"1",3,0,0.001,0.0037,0,0.2049,0.7951,"CE"
"2",3,0,9e-04,0.0034,0,0.2131,0.7869,"CE"
"3",4,0,0,0.0038,0,0,1,"E"
"4",4,0,0,0.0045,0,0,1,"E"
"5",3,0,8e-04,0.0032,0,0.2037,0.7963,"CE"
"6",4,0,0,0.0049,0,0,1,"E"
"7",3,0,8e-04,0.0035,0,0.1953,0.8047,"CE"
"8",4,0,0,0.0043,0,0,1,"E"
"9",4,0,0,0.0042,0,0,1,"E"
"10",4,0,0,0.0042,0,0,1,"E"
"11",2,0.0014,0,0.0031,0.3063,0,0.6937,"AE"
"12",4,0,0,0.0043,0,0,1,"E"
"13",4,0,0,0.0042,0,0,1,"E"
"14",4,0,0,0.0047,0,0,1,"E"
"15",3,0,8e-04,0.0032,0,0.202,0.798,"CE"
"16",4,0,0,0.0041,0,0,1,"E"
"17",6,0.0011,0,0.0031,0.2626,0,0.7374,"AE"
"18",3,0,9e-04,0.0038,0,0.183,0.817,"CE"
"19",2,0.0014,0,0.0018,0.4402,0,0.5598,"AE"
"20",3,0,0.0011,0.0029,0,0.2721,0.7279,"CE"
"21",4,0,0,0.0042,0,0,1,"E"
"22",4,0,0,0.0042,0,0,1,"E"
"23",4,0,0,0.0044,0,0,1,"E"
"24",4,0,0,0.0045,0,0,1,"E"
"25",4,0,0,0.0038,0,0,1,"E"
"26",3,0,9e-04,0.0034,0,0.2129,0.7871,"CE"
"27",7,0,0.0015,0.0026,0,0.3622,0.6378,"DE"
"28",3,0,0.0011,0.0034,0,0.2455,0.7545,"CE"
"29",3,0,0.001,0.0035,0,0.2186,0.7814,"CE"
"30",4,0,0,0.0045,0,0,1,"E"
"31",4,0,0,0.0043,0,0,1,"E"
"32",4,0,0,0.005,0,0,1,"E"
"33",4,0,0,0.0042,0,0,1,"E"
"34",3,0,7e-04,0.0033,0,0.183,0.817,"CE"
"35",4,0,0,0.0037,0,0,1,"E"
"36",4,0,0,0.0046,0,0,1,"E"
"37",3,0,0.0013,0.0035,0,0.2679,0.7321,"CE"
"38",4,0,0,0.004,0,0,1,"E"
"39",4,0,0,0.0043,0,0,1,"E"
"40",8,0,0,0.0038,0,0,1,"E"
"41",4,0,0,0.0035,0,0,1,"E"
"42",4,0,0,0.0035,0,0,1,"E"
"43",4,0,0,0.004,0,0,1,"E"
"44",8,0,0,0.0038,0,0,1,"E"
"45",8,0,0,0.0038,0,0,1,"E"
"46",4,0,0,0.0049,0,0,1,"E"
"47",4,0,0,0.0046,0,0,1,"E"
"48",4,0,0,0.0042,0,0,1,"E"
"49",4,0,0,0.0037,0,0,1,"E"
"50",4,0,0,0.0048,0,0,1,"E"
"51",4,0,0,0.0039,0,0,1,"E"
"52",3,0,8e-04,0.0034,0,0.1843,0.8157,"CE"
"53",3,0,0.0011,0.0028,0,0.2796,0.7204,"CE"
"54",4,0,0,0.0039,0,0,1,"E"
"55",3,0,0.001,0.003,0,0.2518,0.7482,"CE"
"56",4,0,0,0.0045,0,0,1,"E"
"57",4,0,0,0.0042,0,0,1,"E"
"58",4,0,0,0.0045,0,0,1,"E"
"59",4,0,0,0.004,0,0,1,"E"
"60",4,0,0,0.0039,0,0,1,"E"
"61",3,0,0.0012,0.0029,0,0.2905,0.7095,"CE"
"62",8,0,0,0.0042,0,0,1,"E"
"63",2,9e-04,0,0.0029,0.2389,0,0.7611,"AE"
"64",4,0,0,0.0038,0,0,1,"E"
"65",8,0,0,0.0043,0,0,1,"E"
"66",7,0,0.0016,0.0028,0,0.3734,0.6266,"DE"
"67",4,0,0,0.0046,0,0,1,"E"
"68",4,0,0,0.0039,0,0,1,"E"
"69",4,0,0,0.0037,0,0,1,"E"
"70",4,0,0,0.0045,0,0,1,"E"
"71",2,0.001,0,0.003,0.257,0,0.743,"AE"
"72",3,0,0.001,0.0035,0,0.232,0.768,"CE"
"73",3,0,9e-04,0.0029,0,0.2354,0.7646,"CE"
"74",4,0,0,0.0042,0,0,1,"E"
"75",8,0,0,0.0047,0,0,1,"E"
"76",8,0,0,0.0039,0,0,1,"E"
"77",4,0,0,0.0051,0,0,1,"E"
"78",4,0,0,0.0048,0,0,1,"E"
"79",3,0,0.0011,0.0031,0,0.2639,0.7361,"CE"
"80",3,0,0.001,0.0033,0,0.2285,0.7715,"CE"
"81",3,0,9e-04,0.0033,0,0.215,0.785,"CE"
"82",3,0,0.0011,0.0032,0,0.2512,0.7488,"CE"
"83",4,0,0,0.004,0,0,1,"E"
"84",3,0,0.0011,0.0031,0,0.2674,0.7326,"CE"
"85",4,0,0,0.0042,0,0,1,"E"
"86",4,0,0,0.0038,0,0,1,"E"
"87",4,0,0,0.004,0,0,1,"E"
"88",3,0,0.001,0.0034,0,0.2272,0.7728,"CE"
"89",4,0,0,0.0042,0,0,1,"E"
"90",3,0,0.0011,0.0026,0,0.3039,0.6961,"CE"
"91",4,0,0,0.0042,0,0,1,"E"
"92",3,0,8e-04,0.0036,0,0.1825,0.8175,"CE"
"93",2,0.0012,0,0.0027,0.3011,0,0.6989,"AE"
"94",3,0,9e-04,0.0038,0,0.191,0.809,"CE"
"95",4,0,0,0.0045,0,0,1,"E"
"96",8,0,0,0.0039,0,0,1,"E"
"97",8,0,0,0.0039,0,0,1,"E"
"98",2,0.0013,0,0.0028,0.3162,0,0.6838,"AE"
"99",4,0,0,0.004,0,0,1,"E"
"100",8,0,0,0.0037,0,0,1,"E"
"101",8,0,0,0.0037,0,0,1,"E"
"102",3,0,9e-04,0.0035,0,0.2105,0.7895,"CE"
"103",2,0.0013,0,0.0026,0.3294,0,0.6706,"AE"
"104",3,0,0.0012,0.0031,0,0.2845,0.7155,"CE"
"105",3,0,0.001,0.0031,0,0.2453,0.7547,"CE"
"106",8,0,0,0.0047,0,0,1,"E"
"107",4,0,0,0.0042,0,0,1,"E"
"108",4,0,0,0.0044,0,0,1,"E"
"109",4,0,0,0.0041,0,0,1,"E"
"110",3,0,0.0011,0.0032,0,0.2585,0.7415,"CE"
"111",4,0,0,0.0046,0,0,1,"E"
"112",4,0,0,0.0039,0,0,1,"E"
"113",4,0,0,0.0046,0,0,1,"E"
"114",6,0.0016,0,0.0029,0.3518,0,0.6482,"AE"
"115",4,0,0,0.0045,0,0,1,"E"
"116",4,0,0,0.0044,0,0,1,"E"
"117",4,0,0,0.0049,0,0,1,"E"
"118",4,0,0,0.0042,0,0,1,"E"
"119",3,0,0.0012,0.0026,0,0.3198,0.6802,"CE"
"120",4,0,0,0.0042,0,0,1,"E"
"121",3,0,8e-04,0.0035,0,0.1877,0.8123,"CE"
"122",3,0,0.0012,0.0029,0,0.2893,0.7107,"CE"
"123",4,0,0,0.0044,0,0,1,"E"
"124",3,0,0.0011,0.0035,0,0.2404,0.7596,"CE"
"125",3,0,0.0011,0.0032,0,0.2636,0.7364,"CE"
"126",4,0,0,0.0042,0,0,1,"E"
"127",4,0,0,0.0039,0,0,1,"E"
"128",4,0,0,0.0043,0,0,1,"E"
"129",8,0,0,0.0045,0,0,1,"E"
"130",4,0,0,0.0042,0,0,1,"E"
"131",4,0,0,0.0043,0,0,1,"E"
"132",4,0,0,0.0039,0,0,1,"E"
"133",8,0,0,0.0044,0,0,1,"E"
"134",8,0,0,0.0047,0,0,1,"E"
"135",4,0,0,0.004,0,0,1,"E"
"136",3,0,7e-04,0.003,0,0.1897,0.8103,"CE"
"137",4,0,0,0.004,0,0,1,"E"
"138",4,0,0,0.0038,0,0,1,"E"
"139",6,0.0012,0,0.0027,0.3105,0,0.6895,"AE"
"140",4,0,0,0.0035,0,0,1,"E"
"141",4,0,0,0.0041,0,0,1,"E"
"142",4,0,0,0.0039,0,0,1,"E"
"143",4,0,0,0.0045,0,0,1,"E"
"144",4,0,0,0.0035,0,0,1,"E"
"145",3,0,8e-04,0.003,0,0.2184,0.7816,"CE"
"146",4,0,0,0.0043,0,0,1,"E"
"147",8,0,0,0.0037,0,0,1,"E"
"148",4,0,0,0.0043,0,0,1,"E"
"149",8,0,0,0.0039,0,0,1,"E"
