"","Mcode","A","A_D","E","SA","SD_SC","SE","M"
"1",1,0.0302,0,0.064,0.3204,0,0.6796,"ACE"
"2",1,0.0318,0.0011,0.0598,0.3428,0.012,0.6451,"ACE"
"3",1,0.0338,0,0.0574,0.3708,0,0.6292,"ACE"
"4",1,0,0.0089,0.0721,0,0.11,0.89,"ACE"
"5",1,0.0054,0.0131,0.0642,0.0656,0.1586,0.7758,"ACE"
"6",1,0.0077,0.0034,0.0789,0.0851,0.0377,0.8771,"ACE"
"7",1,0.0361,0,0.0462,0.4385,0,0.5615,"ACE"
"8",1,0.0226,0,0.049,0.3157,0,0.6843,"ACE"
"9",1,0.0168,0,0.075,0.1832,0,0.8168,"ACE"
"10",1,0.0188,0,0.051,0.2696,0,0.7304,"ACE"
"11",1,0.0172,0,0.0654,0.2079,0,0.7921,"ACE"
"12",1,0.0257,0,0.0584,0.3059,0,0.6941,"ACE"
"13",1,0.0339,0,0.057,0.3725,0,0.6275,"ACE"
"14",1,0.0164,0,0.0679,0.1945,0,0.8055,"ACE"
"15",1,0.0265,0,0.0572,0.3167,0,0.6833,"ACE"
"16",1,0.0184,0,0.0543,0.2533,0,0.7467,"ACE"
"17",1,0.0444,0,0.0418,0.5153,0,0.4847,"ACE"
"18",1,0.0137,0,0.0586,0.1899,0,0.8101,"ACE"
"19",1,0.0324,0,0.0514,0.3869,0,0.6131,"ACE"
"20",1,0.0135,0,0.0571,0.1909,0,0.8091,"ACE"
"21",1,0.0513,0,0.0396,0.564,0,0.436,"ACE"
"22",1,0.0236,0,0.0508,0.3175,0,0.6825,"ACE"
"23",1,0.0411,0.0036,0.0401,0.4843,0.0422,0.4734,"ACE"
"24",1,0.0032,0,0.0795,0.0388,0,0.9612,"ACE"
"25",1,0.0136,0,0.0655,0.1714,0,0.8286,"ACE"
"26",1,0.0298,0,0.0593,0.3347,0,0.6653,"ACE"
"27",1,0.0412,0,0.0525,0.4394,0,0.5606,"ACE"
"28",1,0.0124,0,0.0579,0.1764,0,0.8236,"ACE"
"29",1,0.0106,0,0.0568,0.1574,0,0.8426,"ACE"
"30",1,0.0096,0.0144,0.0584,0.1169,0.1742,0.7088,"ACE"
"31",1,0.0204,0,0.061,0.2509,0,0.7491,"ACE"
"32",1,0.0175,0.0022,0.0641,0.2093,0.0257,0.765,"ACE"
"33",1,0.0163,0,0.0698,0.1892,0,0.8108,"ACE"
"34",1,0.0233,0,0.0716,0.2456,0,0.7544,"ACE"
"35",1,0.029,0,0.0653,0.3075,0,0.6925,"ACE"
"36",1,0.0142,0,0.0625,0.1854,0,0.8146,"ACE"
"37",1,0.0305,0,0.0598,0.3381,0,0.6619,"ACE"
"38",1,0.0229,0,0.0558,0.2913,0,0.7087,"ACE"
"39",1,0.0061,0.0106,0.0707,0.0703,0.1212,0.8086,"ACE"
"40",1,0.0269,0,0.0456,0.3706,0,0.6294,"ACE"
"41",1,0.029,0,0.0561,0.3404,0,0.6596,"ACE"
"42",1,0.0203,0.0068,0.0506,0.2616,0.0878,0.6506,"ACE"
"43",1,0.0098,0,0.0604,0.1395,0,0.8605,"ACE"
"44",1,0.0191,0,0.0578,0.2485,0,0.7515,"ACE"
"45",1,0.0317,0,0.0511,0.3827,0,0.6173,"ACE"
"46",1,0.0232,0,0.0493,0.32,0,0.68,"ACE"
"47",1,0.0277,0,0.0529,0.3434,0,0.6566,"ACE"
"48",1,0.0285,0,0.0597,0.3231,0,0.6769,"ACE"
"49",1,0.0316,0,0.0531,0.3734,0,0.6266,"ACE"
"50",1,0.0243,0,0.0565,0.3009,0,0.6991,"ACE"
"51",1,0.0149,0,0.0564,0.2085,0,0.7915,"ACE"
"52",1,0,0.0084,0.0617,0,0.1197,0.8803,"ACE"
"53",1,0.0098,0,0.0766,0.1131,0,0.8869,"ACE"
"54",1,0.0391,0,0.0538,0.4209,0,0.5791,"ACE"
"55",1,0.0255,0,0.0652,0.2812,0,0.7188,"ACE"
"56",1,0.0249,0,0.0512,0.3273,0,0.6727,"ACE"
"57",1,0.027,0,0.0517,0.3428,0,0.6572,"ACE"
"58",1,0.0138,0,0.0684,0.1685,0,0.8315,"ACE"
"59",1,0.0416,0,0.0474,0.467,0,0.533,"ACE"
"60",1,0.0231,0,0.0635,0.2667,0,0.7333,"ACE"
"61",1,0.0296,0,0.0444,0.4002,0,0.5998,"ACE"
"62",1,0.0097,0,0.0686,0.1239,0,0.8761,"ACE"
"63",1,0.0275,0,0.0576,0.3234,0,0.6766,"ACE"
"64",1,0.0297,0,0.0604,0.3296,0,0.6704,"ACE"
"65",1,0.0232,0,0.0487,0.3226,0,0.6774,"ACE"
"66",1,0.0141,0,0.0609,0.1883,0,0.8117,"ACE"
"67",1,0.0288,0,0.0497,0.3667,0,0.6333,"ACE"
"68",1,0.0219,0,0.0614,0.2631,0,0.7369,"ACE"
"69",1,0.0057,0.0116,0.0508,0.0832,0.1709,0.7459,"ACE"
"70",1,0.0197,0,0.0577,0.2542,0,0.7458,"ACE"
"71",1,0.0287,0,0.0481,0.374,0,0.626,"ACE"
"72",1,0.0336,0,0.0519,0.3927,0,0.6073,"ACE"
"73",1,0.028,0,0.0651,0.3005,0,0.6995,"ACE"
"74",1,0.0264,0,0.0584,0.3117,0,0.6883,"ACE"
"75",1,0.0266,0,0.0624,0.2989,0,0.7011,"ACE"
"76",1,0.0184,0,0.0545,0.2522,0,0.7478,"ACE"
"77",1,0.0319,0,0.0517,0.382,0,0.618,"ACE"
"78",1,0.0321,0,0.0607,0.3457,0,0.6543,"ACE"
"79",1,0.0253,0,0.0605,0.2944,0,0.7056,"ACE"
"80",1,0.0071,0,0.0691,0.0931,0,0.9069,"ACE"
"81",1,0.0239,0,0.0694,0.2564,0,0.7436,"ACE"
"82",1,0.0209,0,0.0664,0.2397,0,0.7603,"ACE"
"83",1,0.0022,0,0.0685,0.0309,0,0.9691,"ACE"
"84",1,0.0192,0,0.0561,0.2547,0,0.7453,"ACE"
"85",1,0.0332,0,0.0605,0.3547,0,0.6453,"ACE"
"86",1,0.0213,0,0.0635,0.2513,0,0.7487,"ACE"
"87",1,0,0.0057,0.0602,0,0.0859,0.9141,"ACE"
"88",1,0.0245,0,0.0546,0.3095,0,0.6905,"ACE"
"89",1,0.0313,0,0.0476,0.3965,0,0.6035,"ACE"
"90",1,0.017,0,0.0701,0.1954,0,0.8046,"ACE"
"91",1,0.0272,0,0.0648,0.2958,0,0.7042,"ACE"
"92",1,0.028,0,0.0569,0.3302,0,0.6698,"ACE"
"93",1,0.0122,0,0.0663,0.1552,0,0.8448,"ACE"
"94",1,0,0.0107,0.0654,0,0.1411,0.8589,"ACE"
"95",1,0.0306,0,0.0546,0.3589,0,0.6411,"ACE"
"96",1,0.0353,0,0.0501,0.4134,0,0.5866,"ACE"
"97",1,0.0294,0,0.0621,0.3213,0,0.6787,"ACE"
"98",1,0.0309,0,0.0499,0.3827,0,0.6173,"ACE"
"99",1,0.0373,0,0.046,0.4478,0,0.5522,"ACE"
"100",1,0.0299,0,0.0456,0.3958,0,0.6042,"ACE"
"101",1,0.015,0,0.0732,0.1701,0,0.8299,"ACE"
"102",1,0.0266,0,0.0597,0.3086,0,0.6914,"ACE"
"103",1,0.02,0,0.0532,0.2735,0,0.7265,"ACE"
"104",1,0.0293,0,0.0594,0.3304,0,0.6696,"ACE"
"105",1,0.0247,0,0.0556,0.3075,0,0.6925,"ACE"
"106",1,0.012,0.0194,0.0472,0.1526,0.2472,0.6002,"ACE"
"107",1,0.0171,0,0.0592,0.2243,0,0.7757,"ACE"
"108",1,0,0.0114,0.0682,0,0.1433,0.8567,"ACE"
"109",1,0.0328,0,0.05,0.3962,0,0.6038,"ACE"
"110",1,0.0279,0,0.0578,0.3257,0,0.6743,"ACE"
"111",1,0.0259,0,0.0618,0.2952,0,0.7048,"ACE"
"112",1,0.0398,0,0.0513,0.4371,0,0.5629,"ACE"
"113",1,0.0205,0.0043,0.0572,0.2498,0.0524,0.6979,"ACE"
"114",1,0.0124,0,0.0665,0.1567,0,0.8433,"ACE"
"115",1,0.0314,0,0.0502,0.3845,0,0.6155,"ACE"
"116",1,0.0127,0.0055,0.0615,0.1598,0.0691,0.7711,"ACE"
"117",1,0.023,0,0.0492,0.318,0,0.682,"ACE"
"118",1,0.0289,0,0.0612,0.3203,0,0.6797,"ACE"
"119",1,0.0294,0,0.0621,0.321,0,0.679,"ACE"
"120",1,0.0237,0,0.0695,0.2541,0,0.7459,"ACE"
"121",1,0.0323,0,0.0506,0.39,0,0.61,"ACE"
"122",1,0.0178,0.0089,0.0516,0.2276,0.1137,0.6587,"ACE"
"123",1,0.0352,0,0.0476,0.4249,0,0.5751,"ACE"
"124",1,0.0184,0,0.0617,0.2292,0,0.7708,"ACE"
"125",1,0.0024,0,0.0794,0.0293,0,0.9707,"ACE"
"126",1,0.0201,0.0033,0.0592,0.2437,0.0396,0.7168,"ACE"
"127",1,0.0251,0,0.0668,0.2726,0,0.7274,"ACE"
"128",1,0.024,0,0.0588,0.29,0,0.71,"ACE"
"129",1,0.0239,0,0.0574,0.2944,0,0.7056,"ACE"
"130",1,0.0318,0,0.0639,0.3321,0,0.6679,"ACE"
"131",1,0.0256,0,0.0614,0.2945,0,0.7055,"ACE"
"132",1,0.0269,0,0.0703,0.2768,0,0.7232,"ACE"
"133",1,0.0182,0,0.0504,0.2649,0,0.7351,"ACE"
"134",1,0.019,0,0.0584,0.2456,0,0.7544,"ACE"
"135",1,0.0333,0,0.0609,0.3536,0,0.6464,"ACE"
"136",1,0.0327,0,0.0558,0.3696,0,0.6304,"ACE"
"137",1,0.0373,0,0.0546,0.4058,0,0.5942,"ACE"
"138",1,0.021,0.0022,0.0535,0.2738,0.0281,0.6981,"ACE"
"139",1,0.0145,0,0.0545,0.2106,0,0.7894,"ACE"
"140",1,0.0264,0,0.0672,0.2821,0,0.7179,"ACE"
"141",1,0.0377,0,0.0518,0.4214,0,0.5786,"ACE"
"142",1,0.0393,0,0.0517,0.4316,0,0.5684,"ACE"
"143",1,0.0295,0,0.0589,0.3337,0,0.6663,"ACE"
"144",1,0.0325,9e-04,0.055,0.3676,0.0107,0.6218,"ACE"
"145",1,0,0.0213,0.0617,0,0.2564,0.7436,"ACE"
"146",1,0.0296,0,0.068,0.3032,0,0.6968,"ACE"
"147",1,0.0346,0,0.0599,0.366,0,0.634,"ACE"
"148",1,0.0197,0,0.0653,0.2317,0,0.7683,"ACE"
"149",1,0.0029,0.0177,0.061,0.035,0.217,0.7481,"ACE"
"150",1,0.0226,0,0.0699,0.244,0,0.756,"ACE"
"151",1,0.0218,0,0.0484,0.3106,0,0.6894,"ACE"
"152",1,0.0138,0,0.0597,0.1877,0,0.8123,"ACE"
"153",1,0.0239,0,0.0636,0.2727,0,0.7273,"ACE"
"154",1,0.0358,4e-04,0.044,0.4468,0.0046,0.5486,"ACE"
