"","Mcode","A","A_D","E","SA","SD_SC","SE","M"
"1",1,2.4035,0,5.5836,0.3009,0,0.6991,"ACE"
"2",1,0,3.7314,5.0152,0,0.4266,0.5734,"ACE"
"3",1,3.4704,0,5.1451,0.4028,0,0.5972,"ACE"
"4",1,2.173,0,6.0479,0.2643,0,0.7357,"ACE"
"5",1,2.7575,0,5.6527,0.3279,0,0.6721,"ACE"
"6",1,4.0846,0,4.2484,0.4902,0,0.5098,"ACE"
"7",1,2.7331,0,5.0797,0.3498,0,0.6502,"ACE"
"8",1,2.9823,0,5.821,0.3388,0,0.6612,"ACE"
"9",1,3.5808,0,5.1786,0.4088,0,0.5912,"ACE"
"10",1,1.5996,0.7428,5.7453,0.1978,0.0918,0.7104,"ACE"
"11",1,2.9407,0,5.2748,0.3579,0,0.6421,"ACE"
"12",1,3.2447,0,5.4675,0.3724,0,0.6276,"ACE"
"13",1,2.4539,0,5.0011,0.3292,0,0.6708,"ACE"
"14",1,0,2.7823,5.8561,0,0.3221,0.6779,"ACE"
"15",1,3.7543,0,4.3905,0.4609,0,0.5391,"ACE"
"16",1,3.1649,0,4.4772,0.4141,0,0.5859,"ACE"
"17",1,5.2337,0,4.2142,0.554,0,0.446,"ACE"
"18",1,1.8754,0,5.2559,0.263,0,0.737,"ACE"
"19",1,3.3907,0.8816,4.0672,0.4066,0.1057,0.4877,"ACE"
"20",1,0,1.8539,6.7652,0,0.2151,0.7849,"ACE"
"21",1,0,3.3499,4.8939,0,0.4063,0.5937,"ACE"
"22",1,2.8302,0.3817,5.0577,0.3422,0.0462,0.6116,"ACE"
"23",1,0,3.157,6.1136,0,0.3405,0.6595,"ACE"
"24",1,1.0408,1.0772,5.8181,0.1311,0.1357,0.7331,"ACE"
"25",1,0,1.8685,5.6515,0,0.2485,0.7515,"ACE"
"26",1,3.7796,0.4417,4.0475,0.4571,0.0534,0.4895,"ACE"
"27",1,2.5793,0,5.1471,0.3338,0,0.6662,"ACE"
"28",1,0,0.865,6.3182,0,0.1204,0.8796,"ACE"
"29",1,1.7986,1.0781,5.8411,0.2063,0.1237,0.67,"ACE"
"30",1,3.502,0,4.6348,0.4304,0,0.5696,"ACE"
"31",1,2.6576,0,5.4733,0.3268,0,0.6732,"ACE"
"32",1,2.3659,0,5.5397,0.2993,0,0.7007,"ACE"
"33",1,2.2069,0,6.1447,0.2642,0,0.7358,"ACE"
"34",1,2.8963,0,5.6385,0.3394,0,0.6606,"ACE"
"35",1,2.8245,0,5.5104,0.3389,0,0.6611,"ACE"
"36",1,2.5589,0,4.7863,0.3484,0,0.6516,"ACE"
"37",1,2.7801,0.0831,4.0158,0.4041,0.0121,0.5838,"ACE"
"38",1,0.7047,2.5327,4.617,0.0897,0.3225,0.5878,"ACE"
"39",1,2.7523,0,6.1033,0.3108,0,0.6892,"ACE"
"40",1,0.8744,1.7385,5.712,0.105,0.2088,0.6861,"ACE"
"41",1,2.4337,0.516,6.5497,0.2562,0.0543,0.6895,"ACE"
"42",1,1.692,0,5.7659,0.2269,0,0.7731,"ACE"
"43",1,0,2.8085,6.0758,0,0.3161,0.6839,"ACE"
"44",1,3.3779,0,4.7593,0.4151,0,0.5849,"ACE"
"45",1,3.9644,0,5.1367,0.4356,0,0.5644,"ACE"
"46",1,1.5722,0.5516,5.3959,0.2091,0.0734,0.7176,"ACE"
"47",1,3.2148,0,5.1632,0.3837,0,0.6163,"ACE"
"48",1,2.5623,0,5.8905,0.3031,0,0.6969,"ACE"
"49",1,0.0605,3.812,4.4352,0.0073,0.4589,0.5339,"ACE"
"50",1,0,2.9499,5.3864,0,0.3539,0.6461,"ACE"
"51",1,0.9897,2.0845,4.7773,0.126,0.2655,0.6085,"ACE"
"52",1,3.5091,0,5.4649,0.391,0,0.609,"ACE"
"53",1,2.7439,0,5.5679,0.3301,0,0.6699,"ACE"
"54",1,0,2.8423,5.9545,0,0.3231,0.6769,"ACE"
"55",1,2.3869,0,5.8687,0.2891,0,0.7109,"ACE"
"56",1,0.2909,1.5038,5.8954,0.0378,0.1955,0.7666,"ACE"
"57",1,2.4607,2.214,3.6466,0.2957,0.2661,0.4382,"ACE"
"58",1,3.678,0,4.7607,0.4359,0,0.5641,"ACE"
"59",1,3.9716,0,3.9269,0.5028,0,0.4972,"ACE"
"60",1,0,1.787,5.1818,0,0.2564,0.7436,"ACE"
"61",1,2.1505,0.2984,5.9884,0.2549,0.0354,0.7098,"ACE"
"62",1,3.7421,0.027,5.1484,0.4196,0.003,0.5773,"ACE"
"63",1,0,2.449,5.9015,0,0.2933,0.7067,"ACE"
"64",1,3.5989,0,5.1357,0.412,0,0.588,"ACE"
"65",1,2.2836,0,6.6012,0.257,0,0.743,"ACE"
"66",1,0,2.8741,5.6439,0,0.3374,0.6626,"ACE"
"67",1,1.9257,0,5.468,0.2605,0,0.7395,"ACE"
