"","Mcode","A","A_D","E","SA","SD_SC","SE","M"
"1",7,0,0.039,0.0559,0,0.411,0.589,"DE"
"2",2,0.0333,0,0.0595,0.3586,0,0.6414,"AE"
"3",7,0,0.0375,0.0539,0,0.4101,0.5899,"DE"
"4",4,0,0,0.0811,0,0,1,"E"
"5",3,0,0.0165,0.0662,0,0.1992,0.8008,"CE"
"6",4,0,0,0.0898,0,0,1,"E"
"7",6,0.0361,0,0.0462,0.4385,0,0.5615,"AE"
"8",7,0,0.0291,0.0428,0,0.4044,0.5956,"DE"
"9",8,0,0,0.0915,0,0,1,"E"
"10",7,0,0.0228,0.0472,0,0.3254,0.6746,"DE"
"11",8,0,0,0.0822,0,0,1,"E"
"12",7,0,0.0314,0.0532,0,0.3715,0.6285,"DE"
"13",7,0,0.0419,0.0497,0,0.4576,0.5424,"DE"
"14",7,0,0.0269,0.0581,0,0.316,0.684,"DE"
"15",7,0,0.037,0.0478,0,0.4361,0.5639,"DE"
"16",7,0,0.0205,0.0522,0,0.2819,0.7181,"DE"
"17",7,0,0.0474,0.0387,0,0.5508,0.4492,"DE"
"18",8,0,0,0.072,0,0,1,"E"
"19",7,0,0.0442,0.041,0,0.5192,0.4808,"DE"
"20",8,0,0,0.0704,0,0,1,"E"
"21",7,0,0.0561,0.0349,0,0.6166,0.3834,"DE"
"22",6,0.0236,0,0.0508,0.3175,0,0.6825,"AE"
"23",2,0.0452,0,0.0396,0.5334,0,0.4666,"AE"
"24",8,0,0,0.0827,0,0,1,"E"
"25",8,0,0,0.0788,0,0,1,"E"
"26",7,0,0.037,0.0527,0,0.4128,0.5872,"DE"
"27",7,0,0.0506,0.0442,0,0.5339,0.4661,"DE"
"28",8,0,0,0.0701,0,0,1,"E"
"29",8,0,0,0.0674,0,0,1,"E"
"30",3,0,0.0202,0.0618,0,0.2463,0.7537,"CE"
"31",7,0,0.0234,0.0581,0,0.2871,0.7129,"DE"
"32",4,0,0,0.0835,0,0,1,"E"
"33",8,0,0,0.0858,0,0,1,"E"
"34",7,0,0.0327,0.063,0,0.3421,0.6579,"DE"
"35",7,0,0.0357,0.0592,0,0.376,0.624,"DE"
"36",8,0,0,0.0765,0,0,1,"E"
"37",7,0,0.0362,0.0545,0,0.3994,0.6006,"DE"
"38",6,0.0229,0,0.0558,0.2913,0,0.7087,"AE"
"39",4,0,0,0.0872,0,0,1,"E"
"40",7,0,0.0315,0.0412,0,0.4336,0.5664,"DE"
"41",7,0,0.0361,0.0498,0,0.42,0.58,"DE"
"42",2,0.0287,0,0.0491,0.3692,0,0.6308,"AE"
"43",8,0,0,0.0702,0,0,1,"E"
"44",7,0,0.025,0.0522,0,0.3241,0.6759,"DE"
"45",7,0,0.0358,0.0472,0,0.4317,0.5683,"DE"
"46",7,0,0.0257,0.047,0,0.3537,0.6463,"DE"
"47",7,0,0.035,0.046,0,0.4325,0.5675,"DE"
"48",7,0,0.0384,0.0505,0,0.4318,0.5682,"DE"
"49",7,0,0.0365,0.0487,0,0.4281,0.5719,"DE"
"50",7,0,0.0357,0.0461,0,0.4364,0.5636,"DE"
"51",7,0,0.0201,0.0514,0,0.2812,0.7188,"DE"
"52",4,0,0,0.0701,0,0,1,"E"
