"","Mcode","A","A_D","E","SA","SD_SC","SE","M"
"1",7,0,0.0172,0.0451,0,0.276,0.724,"DE"
"2",2,0.0263,0,0.055,0.3235,0,0.6765,"AE"
"3",7,0,0.0205,0.0553,0,0.2706,0.7294,"DE"
"4",3,0,0.0153,0.0536,0,0.222,0.778,"CE"
"5",4,0,0,0.0658,0,0,1,"E"
"6",8,0,0,0.0691,0,0,1,"E"
"7",8,0,0,0.0589,0,0,1,"E"
"8",6,0.0258,0,0.0424,0.378,0,0.622,"AE"
"9",6,0.0162,0,0.0533,0.233,0,0.767,"AE"
"10",4,0,0,0.0708,0,0,1,"E"
"11",4,0,0,0.065,0,0,1,"E"
"12",4,0,0,0.0558,0,0,1,"E"
"13",4,0,0,0.0629,0,0,1,"E"
"14",4,0,0,0.0562,0,0,1,"E"
"15",7,0,0.0197,0.0521,0,0.2741,0.7259,"DE"
"16",4,0,0,0.0659,0,0,1,"E"
"17",4,0,0,0.0635,0,0,1,"E"
"18",7,0,0.0154,0.0437,0,0.2604,0.7396,"DE"
"19",4,0,0,0.0559,0,0,1,"E"
"20",4,0,0,0.062,0,0,1,"E"
"21",4,0,0,0.0582,0,0,1,"E"
"22",8,0,0,0.0735,0,0,1,"E"
"23",4,0,0,0.0619,0,0,1,"E"
"24",6,0.0158,0,0.052,0.2326,0,0.7674,"AE"
"25",8,0,0,0.0731,0,0,1,"E"
"26",4,0,0,0.0746,0,0,1,"E"
"27",7,0,0.0207,0.0518,0,0.2852,0.7148,"DE"
"28",8,0,0,0.0572,0,0,1,"E"
"29",4,0,0,0.066,0,0,1,"E"
"30",3,0,0.014,0.0464,0,0.2318,0.7682,"CE"
"31",3,0,0.0162,0.0495,0,0.2464,0.7536,"CE"
"32",8,0,0,0.0557,0,0,1,"E"
"33",4,0,0,0.0643,0,0,1,"E"
"34",4,0,0,0.0701,0,0,1,"E"
"35",8,0,0,0.0706,0,0,1,"E"
"36",8,0,0,0.0567,0,0,1,"E"
"37",8,0,0,0.0596,0,0,1,"E"
"38",4,0,0,0.0746,0,0,1,"E"
"39",7,0,0.029,0.0406,0,0.4173,0.5827,"DE"
"40",4,0,0,0.0697,0,0,1,"E"
"41",4,0,0,0.0695,0,0,1,"E"
"42",7,0,0.0301,0.0322,0,0.483,0.517,"DE"
"43",4,0,0,0.0632,0,0,1,"E"
"44",3,0,0.0165,0.0519,0,0.2415,0.7585,"CE"
"45",4,0,0,0.0562,0,0,1,"E"
"46",8,0,0,0.0695,0,0,1,"E"
"47",3,0,0.0114,0.0437,0,0.2076,0.7924,"CE"
"48",3,0,0.0205,0.0519,0,0.2831,0.7169,"CE"
"49",4,0,0,0.0688,0,0,1,"E"
"50",7,0,0.0155,0.0486,0,0.2417,0.7583,"DE"
"51",3,0,0.0114,0.0509,0,0.1836,0.8164,"CE"
"52",6,0.0261,0,0.0473,0.3559,0,0.6441,"AE"
"53",7,0,0.0185,0.0463,0,0.2856,0.7144,"DE"
"54",8,0,0,0.0581,0,0,1,"E"
"55",4,0,0,0.0623,0,0,1,"E"
