"","Mcode","A","A_D","E","SA","SD_SC","SE","M"
"75",7,0,0.0251,0.0484,0,0.3415,0.6585,"DE"
"76",7,0,0.0255,0.0466,0,0.3539,0.6461,"DE"
"77",4,0,0,0.0706,0,0,1,"E"
"78",4,0,0,0.0738,0,0,1,"E"
"79",4,0,0,0.0753,0,0,1,"E"
"80",4,0,0,0.0651,0,0,1,"E"
"81",7,0,0.0189,0.0419,0,0.3109,0.6891,"DE"
"82",7,0,0.0349,0.0403,0,0.4635,0.5365,"DE"
"83",8,0,0,0.0578,0,0,1,"E"
"84",7,0,0.0231,0.0408,0,0.3621,0.6379,"DE"
"85",4,0,0,0.0607,0,0,1,"E"
"86",2,0.017,0,0.052,0.2465,0,0.7535,"AE"
"87",3,0,0.0107,0.0416,0,0.2042,0.7958,"CE"
"88",8,0,0,0.063,0,0,1,"E"
"89",4,0,0,0.0794,0,0,1,"E"
"90",8,0,0,0.0559,0,0,1,"E"
"91",6,0.0258,0,0.0392,0.3972,0,0.6028,"AE"
"92",4,0,0,0.0684,0,0,1,"E"
"93",3,0,0.0151,0.0499,0,0.2329,0.7671,"CE"
"94",2,0.0284,0,0.0338,0.4563,0,0.5437,"AE"
"95",7,0,0.0169,0.0477,0,0.2622,0.7378,"DE"
"96",7,0,0.0296,0.0396,0,0.4277,0.5723,"DE"
"97",3,0,0.0123,0.0457,0,0.2117,0.7883,"CE"
"98",8,0,0,0.0556,0,0,1,"E"
"99",7,0,0.0303,0.0416,0,0.421,0.579,"DE"
"100",8,0,0,0.0704,0,0,1,"E"
"101",7,0,0.0291,0.0425,0,0.4066,0.5934,"DE"
"102",4,0,0,0.0761,0,0,1,"E"
"103",8,0,0,0.0686,0,0,1,"E"
"104",7,0,0.0397,0.0335,0,0.5423,0.4577,"DE"
"105",4,0,0,0.0535,0,0,1,"E"
"106",4,0,0,0.0672,0,0,1,"E"
"107",4,0,0,0.0662,0,0,1,"E"
"108",4,0,0,0.069,0,0,1,"E"
"109",8,0,0,0.0624,0,0,1,"E"
"110",8,0,0,0.0624,0,0,1,"E"
"111",4,0,0,0.0568,0,0,1,"E"
"112",4,0,0,0.0592,0,0,1,"E"
"113",6,0.0216,0,0.0502,0.3007,0,0.6993,"AE"
"114",4,0,0,0.0592,0,0,1,"E"
"115",7,0,0.0314,0.047,0,0.4004,0.5996,"DE"
"116",7,0,0.0173,0.0406,0,0.298,0.702,"DE"
"117",7,0,0.0182,0.0514,0,0.2614,0.7386,"DE"
"118",7,0,0.0168,0.0455,0,0.2691,0.7309,"DE"
"119",7,0,0.0192,0.0543,0,0.2611,0.7389,"DE"
"120",4,0,0,0.0571,0,0,1,"E"
"121",4,0,0,0.0645,0,0,1,"E"
"122",8,0,0,0.0536,0,0,1,"E"
"123",4,0,0,0.0614,0,0,1,"E"
"124",2,0.0216,0,0.0493,0.3046,0,0.6954,"AE"
"125",7,0,0.0184,0.05,0,0.2688,0.7312,"DE"
"126",2,0.022,0,0.0503,0.3046,0,0.6954,"AE"
"127",8,0,0,0.0633,0,0,1,"E"
"128",6,0.021,0,0.0499,0.2965,0,0.7035,"AE"
"129",2,0.0209,0,0.049,0.2992,0,0.7008,"AE"
"130",4,0,0,0.0649,0,0,1,"E"
"131",3,0,0.0137,0.06,0,0.1862,0.8138,"CE"
"132",4,0,0,0.0668,0,0,1,"E"
"133",8,0,0,0.0534,0,0,1,"E"
"134",4,0,0,0.0595,0,0,1,"E"
"135",4,0,0,0.0702,0,0,1,"E"
"136",4,0,0,0.0513,0,0,1,"E"
"137",7,0,0.0332,0.0379,0,0.4669,0.5331,"DE"
"138",7,0,0.028,0.0448,0,0.3851,0.6149,"DE"
"139",4,0,0,0.0548,0,0,1,"E"
"140",7,0,0.0303,0.0417,0,0.4209,0.5791,"DE"
"141",7,0,0.0204,0.0442,0,0.3159,0.6841,"DE"
"142",7,0,0.0151,0.0313,0,0.3252,0.6748,"DE"
"143",7,0,0.0372,0.0293,0,0.5589,0.4411,"DE"
"144",6,0.018,0,0.0478,0.2737,0,0.7263,"AE"
"145",6,0.0209,0,0.0468,0.3081,0,0.6919,"AE"
"146",4,0,0,0.0681,0,0,1,"E"
"147",7,0,0.0388,0.0288,0,0.5739,0.4261,"DE"
"148",8,0,0,0.0635,0,0,1,"E"
"149",8,0,0,0.0627,0,0,1,"E"
"150",8,0,0,0.071,0,0,1,"E"
"151",8,0,0,0.0709,0,0,1,"E"
"152",3,0,0.018,0.0527,0,0.2544,0.7456,"CE"
"153",4,0,0,0.0587,0,0,1,"E"
"154",2,0.0189,0,0.0439,0.3005,0,0.6995,"AE"
"155",8,0,0,0.0607,0,0,1,"E"
"156",4,0,0,0.0642,0,0,1,"E"
"157",8,0,0,0.0615,0,0,1,"E"
"158",4,0,0,0.0564,0,0,1,"E"
"159",8,0,0,0.0571,0,0,1,"E"
"160",2,0.0258,0,0.0452,0.3633,0,0.6367,"AE"
"161",8,0,0,0.0608,0,0,1,"E"
"162",7,0,0.0217,0.0402,0,0.3511,0.6489,"DE"
"163",2,0.024,0,0.0384,0.3847,0,0.6153,"AE"
"164",3,0,0.0149,0.0539,0,0.2169,0.7831,"CE"
"165",7,0,0.0208,0.0543,0,0.2771,0.7229,"DE"
"166",2,0.0174,0,0.0437,0.2847,0,0.7153,"AE"
"167",4,0,0,0.0751,0,0,1,"E"
"168",3,0,0.0171,0.0405,0,0.2972,0.7028,"CE"
"169",2,0.018,0,0.0448,0.2865,0,0.7135,"AE"
"170",8,0,0,0.0561,0,0,1,"E"
"171",4,0,0,0.0526,0,0,1,"E"
"172",8,0,0,0.0617,0,0,1,"E"
"173",7,0,0.0208,0.0391,0,0.347,0.653,"DE"
"174",6,0.0248,0,0.0306,0.448,0,0.552,"AE"
"175",6,0.0225,0,0.0392,0.3644,0,0.6356,"AE"
"176",8,0,0,0.0741,0,0,1,"E"
"177",3,0,0.012,0.0452,0,0.2095,0.7905,"CE"
"178",2,0.0209,0,0.0424,0.3305,0,0.6695,"AE"
"179",6,0.0165,0,0.047,0.26,0,0.74,"AE"
"180",8,0,0,0.074,0,0,1,"E"
"181",4,0,0,0.0721,0,0,1,"E"
"182",7,0,0.0259,0.042,0,0.3818,0.6182,"DE"
"183",3,0,0.0135,0.056,0,0.1938,0.8062,"CE"
"184",7,0,0.0343,0.039,0,0.4682,0.5318,"DE"
"185",7,0,0.0233,0.0415,0,0.3601,0.6399,"DE"
"186",8,0,0,0.0608,0,0,1,"E"
"187",4,0,0,0.0508,0,0,1,"E"
"188",7,0,0.0198,0.0401,0,0.3311,0.6689,"DE"
"189",7,0,0.0261,0.0331,0,0.4408,0.5592,"DE"
"190",3,0,0.0117,0.0512,0,0.1864,0.8136,"CE"
"191",4,0,0,0.0664,0,0,1,"E"
"192",2,0.0176,0,0.0551,0.2417,0,0.7583,"AE"
"193",7,0,0.0156,0.0506,0,0.2356,0.7644,"DE"
"194",2,0.0203,0,0.0488,0.2931,0,0.7069,"AE"
"195",6,0.0237,0,0.0472,0.3344,0,0.6656,"AE"
"196",6,0.0224,0,0.0466,0.3246,0,0.6754,"AE"
"197",8,0,0,0.0629,0,0,1,"E"
"198",7,0,0.0355,0.041,0,0.4646,0.5354,"DE"
"199",8,0,0,0.0619,0,0,1,"E"
"200",4,0,0,0.0506,0,0,1,"E"
"201",8,0,0,0.0664,0,0,1,"E"
"202",8,0,0,0.0731,0,0,1,"E"
"203",3,0,0.0186,0.0494,0,0.2731,0.7269,"CE"
"204",8,0,0,0.0619,0,0,1,"E"
"205",4,0,0,0.0705,0,0,1,"E"
"206",2,0.016,0,0.0476,0.252,0,0.748,"AE"
"207",6,0.0212,0,0.043,0.3297,0,0.6703,"AE"
"208",7,0,0.0217,0.0507,0,0.2997,0.7003,"DE"
"209",7,0,0.0254,0.0401,0,0.3881,0.6119,"DE"
"210",4,0,0,0.056,0,0,1,"E"
"211",4,0,0,0.0724,0,0,1,"E"
"212",4,0,0,0.066,0,0,1,"E"
"213",7,0,0.0199,0.0497,0,0.2862,0.7138,"DE"
"214",4,0,0,0.0617,0,0,1,"E"
"215",3,0,0.0146,0.048,0,0.2333,0.7667,"CE"
"216",8,0,0,0.066,0,0,1,"E"
"217",6,0.0235,0,0.0508,0.316,0,0.684,"AE"
"218",8,0,0,0.0673,0,0,1,"E"
"219",2,0.0199,0,0.0487,0.29,0,0.71,"AE"
"220",7,0,0.021,0.0505,0,0.2936,0.7064,"DE"
"221",8,0,0,0.0686,0,0,1,"E"
"222",7,0,0.0218,0.0476,0,0.3144,0.6856,"DE"
"223",8,0,0,0.0581,0,0,1,"E"
"224",8,0,0,0.0752,0,0,1,"E"
"225",8,0,0,0.0653,0,0,1,"E"
"226",2,0.0202,0,0.0565,0.2637,0,0.7363,"AE"
"227",2,0.0179,0,0.0509,0.2601,0,0.7399,"AE"
"228",3,0,0.0161,0.0393,0,0.291,0.709,"CE"
"229",8,0,0,0.0588,0,0,1,"E"
"230",3,0,0.0172,0.0512,0,0.2509,0.7491,"CE"
"231",8,0,0,0.0624,0,0,1,"E"
"232",3,0,0.0134,0.0482,0,0.2174,0.7826,"CE"
"233",4,0,0,0.0684,0,0,1,"E"
"234",8,0,0,0.0654,0,0,1,"E"
"235",8,0,0,0.0544,0,0,1,"E"
"236",2,0.0241,0,0.0462,0.3431,0,0.6569,"AE"
"237",8,0,0,0.0627,0,0,1,"E"
"238",8,0,0,0.0608,0,0,1,"E"
"239",3,0,0.0136,0.0497,0,0.2149,0.7851,"CE"
"240",8,0,0,0.0638,0,0,1,"E"
"241",4,0,0,0.0633,0,0,1,"E"
"242",3,0,0.0107,0.0469,0,0.1862,0.8138,"CE"
"243",7,0,0.0175,0.0493,0,0.2615,0.7385,"DE"
"244",8,0,0,0.0653,0,0,1,"E"
"245",4,0,0,0.0681,0,0,1,"E"
"246",7,0,0.0196,0.0481,0,0.2895,0.7105,"DE"
"247",8,0,0,0.0632,0,0,1,"E"
"248",7,0,0.0227,0.044,0,0.3399,0.6601,"DE"
"249",4,0,0,0.0696,0,0,1,"E"
"250",7,0,0.0197,0.0466,0,0.2976,0.7024,"DE"
"251",7,0,0.018,0.0457,0,0.2827,0.7173,"DE"
"252",8,0,0,0.0675,0,0,1,"E"
"253",4,0,0,0.0681,0,0,1,"E"
"254",7,0,0.0207,0.0463,0,0.3091,0.6909,"DE"
"255",7,0,0.0221,0.0457,0,0.3257,0.6743,"DE"
"256",6,0.0175,0,0.0434,0.2874,0,0.7126,"AE"
"257",4,0,0,0.0622,0,0,1,"E"
"258",8,0,0,0.068,0,0,1,"E"
"259",4,0,0,0.0735,0,0,1,"E"
"260",2,0.0171,0,0.0502,0.2543,0,0.7457,"AE"
"261",8,0,0,0.0569,0,0,1,"E"
"262",2,0.0173,0,0.0522,0.2487,0,0.7513,"AE"
"263",7,0,0.0189,0.0419,0,0.311,0.689,"DE"
"264",4,0,0,0.0686,0,0,1,"E"
"265",7,0,0.0281,0.0445,0,0.3871,0.6129,"DE"
"266",3,0,0.0136,0.0495,0,0.2151,0.7849,"CE"
"267",8,0,0,0.0554,0,0,1,"E"
"268",8,0,0,0.0758,0,0,1,"E"
"269",7,0,0.0291,0.036,0,0.4469,0.5531,"DE"
"270",4,0,0,0.0679,0,0,1,"E"
"271",7,0,0.0174,0.0515,0,0.2527,0.7473,"DE"
"272",8,0,0,0.075,0,0,1,"E"
"273",7,0,0.0341,0.0351,0,0.4935,0.5065,"DE"
"274",4,0,0,0.0685,0,0,1,"E"
"275",7,0,0.0378,0.0355,0,0.5156,0.4844,"DE"
"276",8,0,0,0.0516,0,0,1,"E"
"277",7,0,0.0283,0.0442,0,0.3904,0.6096,"DE"
"278",4,0,0,0.0651,0,0,1,"E"
"279",4,0,0,0.0594,0,0,1,"E"
"280",8,0,0,0.0698,0,0,1,"E"
"281",2,0.0264,0,0.0513,0.3394,0,0.6606,"AE"
"282",7,0,0.0341,0.0402,0,0.4586,0.5414,"DE"
"283",7,0,0.0241,0.0374,0,0.3919,0.6081,"DE"
"284",8,0,0,0.0666,0,0,1,"E"
"285",4,0,0,0.0709,0,0,1,"E"
"286",7,0,0.0246,0.0306,0,0.4456,0.5544,"DE"
"287",7,0,0.0389,0.0336,0,0.5362,0.4638,"DE"
"288",4,0,0,0.0596,0,0,1,"E"
"289",8,0,0,0.0685,0,0,1,"E"
"290",4,0,0,0.0819,0,0,1,"E"
"291",7,0,0.0163,0.0463,0,0.2608,0.7392,"DE"
"292",8,0,0,0.0718,0,0,1,"E"
"293",8,0,0,0.0566,0,0,1,"E"
"294",7,0,0.0303,0.0394,0,0.4344,0.5656,"DE"
"295",4,0,0,0.0731,0,0,1,"E"
"296",4,0,0,0.0728,0,0,1,"E"
"297",8,0,0,0.0565,0,0,1,"E"
"298",2,0.0232,0,0.0445,0.3423,0,0.6577,"AE"
"299",4,0,0,0.065,0,0,1,"E"
"300",4,0,0,0.0661,0,0,1,"E"
"301",4,0,0,0.0672,0,0,1,"E"
"302",4,0,0,0.0637,0,0,1,"E"
"303",2,0.0215,0,0.0398,0.3513,0,0.6487,"AE"
"304",4,0,0,0.0674,0,0,1,"E"
"305",4,0,0,0.066,0,0,1,"E"
"306",7,0,0.0182,0.0462,0,0.2828,0.7172,"DE"
"307",2,0.0121,0,0.0371,0.2463,0,0.7537,"AE"
"308",3,0,0.0167,0.0531,0,0.2397,0.7603,"CE"
"309",8,0,0,0.0516,0,0,1,"E"
"310",4,0,0,0.0469,0,0,1,"E"
"311",6,0.0197,0,0.0408,0.3259,0,0.6741,"AE"
"312",2,0.0202,0,0.0558,0.2664,0,0.7336,"AE"
"313",7,0,0.0225,0.0463,0,0.3266,0.6734,"DE"
"314",6,0.0189,0,0.0438,0.301,0,0.699,"AE"
"315",8,0,0,0.0623,0,0,1,"E"
"316",3,0,0.0137,0.0501,0,0.2147,0.7853,"CE"
"317",4,0,0,0.0591,0,0,1,"E"
"318",7,0,0.0188,0.05,0,0.273,0.727,"DE"
"319",7,0,0.0239,0.0427,0,0.3585,0.6415,"DE"
"320",3,0,0.0182,0.0554,0,0.247,0.753,"CE"
"321",2,0.0162,0,0.0425,0.2764,0,0.7236,"AE"
"322",8,0,0,0.0669,0,0,1,"E"
"323",7,0,0.0223,0.0376,0,0.3723,0.6277,"DE"
"324",4,0,0,0.063,0,0,1,"E"
"325",4,0,0,0.0709,0,0,1,"E"
"326",7,0,0.0364,0.0261,0,0.5823,0.4177,"DE"
"327",8,0,0,0.0608,0,0,1,"E"
"328",8,0,0,0.0569,0,0,1,"E"
"329",4,0,0,0.0625,0,0,1,"E"
"330",8,0,0,0.0703,0,0,1,"E"
"331",8,0,0,0.0683,0,0,1,"E"
"332",6,0.0261,0,0.0443,0.3708,0,0.6292,"AE"
"333",2,0.0208,0,0.0464,0.3095,0,0.6905,"AE"
"334",7,0,0.0145,0.0431,0,0.2526,0.7474,"DE"
"335",8,0,0,0.0656,0,0,1,"E"
"336",3,0,0.012,0.0473,0,0.2028,0.7972,"CE"
"337",7,0,0.0184,0.054,0,0.2547,0.7453,"DE"
"338",7,0,0.0177,0.0338,0,0.3442,0.6558,"DE"
"339",4,0,0,0.0698,0,0,1,"E"
"340",3,0,0.0166,0.0432,0,0.2773,0.7227,"CE"
"341",4,0,0,0.0608,0,0,1,"E"
"342",3,0,0.0197,0.0516,0,0.2765,0.7235,"CE"
"343",8,0,0,0.0671,0,0,1,"E"
"344",3,0,0.0182,0.045,0,0.2876,0.7124,"CE"
"345",4,0,0,0.0677,0,0,1,"E"
"346",4,0,0,0.0686,0,0,1,"E"
"347",2,0.0228,0,0.0421,0.3514,0,0.6486,"AE"
"348",8,0,0,0.0678,0,0,1,"E"
"349",8,0,0,0.0676,0,0,1,"E"
"350",8,0,0,0.0679,0,0,1,"E"
"351",7,0,0.0203,0.0449,0,0.3117,0.6883,"DE"
"352",2,0.0231,0,0.0465,0.3322,0,0.6678,"AE"
"353",8,0,0,0.0517,0,0,1,"E"
"354",7,0,0.0204,0.0464,0,0.3048,0.6952,"DE"
"355",7,0,0.0189,0.0441,0,0.3,0.7,"DE"
"356",4,0,0,0.067,0,0,1,"E"
"357",7,0,0.0269,0.0385,0,0.4112,0.5888,"DE"
"358",8,0,0,0.0646,0,0,1,"E"
"359",7,0,0.0232,0.039,0,0.3729,0.6271,"DE"
"360",8,0,0,0.0685,0,0,1,"E"
"361",8,0,0,0.0673,0,0,1,"E"
"362",7,0,0.0262,0.045,0,0.3675,0.6325,"DE"
"363",4,0,0,0.0587,0,0,1,"E"
"364",8,0,0,0.0729,0,0,1,"E"
"365",7,0,0.0179,0.0482,0,0.2707,0.7293,"DE"
"366",6,0.0183,0,0.0506,0.2657,0,0.7343,"AE"
"367",2,0.0245,0,0.0491,0.3331,0,0.6669,"AE"
"368",3,0,0.0171,0.0412,0,0.2937,0.7063,"CE"
"369",3,0,0.0142,0.0583,0,0.196,0.804,"CE"
"370",2,0.0259,0,0.0469,0.3553,0,0.6447,"AE"
"371",7,0,0.0313,0.0466,0,0.4023,0.5977,"DE"
"372",3,0,0.0131,0.0556,0,0.1909,0.8091,"CE"
"373",8,0,0,0.0681,0,0,1,"E"
"374",3,0,0.0124,0.0533,0,0.1883,0.8117,"CE"
"375",7,0,0.0207,0.0454,0,0.3129,0.6871,"DE"
"376",6,0.0241,0,0.0422,0.3639,0,0.6361,"AE"
"377",6,0.0198,0,0.0303,0.396,0,0.604,"AE"
"378",6,0.0192,0,0.0529,0.2663,0,0.7337,"AE"
"379",8,0,0,0.0646,0,0,1,"E"
"380",8,0,0,0.0698,0,0,1,"E"
"381",8,0,0,0.0697,0,0,1,"E"
"382",6,0.0207,0,0.0444,0.3173,0,0.6827,"AE"
"383",8,0,0,0.0582,0,0,1,"E"
"384",2,0.0225,0,0.0425,0.3461,0,0.6539,"AE"
"385",8,0,0,0.0569,0,0,1,"E"
"386",8,0,0,0.0574,0,0,1,"E"
"387",7,0,0.0402,0.0318,0,0.558,0.442,"DE"
"388",4,0,0,0.0684,0,0,1,"E"
"389",7,0,0.0177,0.0444,0,0.2851,0.7149,"DE"
"390",4,0,0,0.0649,0,0,1,"E"
"391",6,0.0245,0,0.041,0.3738,0,0.6262,"AE"
"392",7,0,0.0392,0.0376,0,0.5106,0.4894,"DE"
"393",7,0,0.0302,0.0424,0,0.4165,0.5835,"DE"
"394",4,0,0,0.0734,0,0,1,"E"
"395",3,0,0.0204,0.043,0,0.3223,0.6777,"CE"
"396",8,0,0,0.0747,0,0,1,"E"
"397",4,0,0,0.0624,0,0,1,"E"
"398",7,0,0.0165,0.0443,0,0.2717,0.7283,"DE"
"399",4,0,0,0.0624,0,0,1,"E"
"400",6,0.0156,0,0.0507,0.2351,0,0.7649,"AE"
"401",3,0,0.0109,0.0494,0,0.1814,0.8186,"CE"
"402",7,0,0.0191,0.0445,0,0.3005,0.6995,"DE"
"403",2,0.0181,0,0.0488,0.2706,0,0.7294,"AE"
"404",7,0,0.0219,0.0397,0,0.3558,0.6442,"DE"
"405",8,0,0,0.0624,0,0,1,"E"
"406",8,0,0,0.0676,0,0,1,"E"
"407",3,0,0.0127,0.056,0,0.1844,0.8156,"CE"
"408",4,0,0,0.0661,0,0,1,"E"
"409",8,0,0,0.0646,0,0,1,"E"
"410",2,0.0183,0,0.0457,0.2865,0,0.7135,"AE"
"411",7,0,0.0325,0.043,0,0.4302,0.5698,"DE"
"412",2,0.0181,0,0.0527,0.2562,0,0.7438,"AE"
"413",3,0,0.0148,0.0566,0,0.2072,0.7928,"CE"
"414",7,0,0.0186,0.0387,0,0.3252,0.6748,"DE"
"415",8,0,0,0.0555,0,0,1,"E"
"416",2,0.0154,0,0.0462,0.2495,0,0.7505,"AE"
"417",8,0,0,0.0702,0,0,1,"E"
"418",4,0,0,0.0718,0,0,1,"E"
"419",7,0,0.0404,0.0404,0,0.5003,0.4997,"DE"
"420",8,0,0,0.0633,0,0,1,"E"
"421",4,0,0,0.0589,0,0,1,"E"
"422",4,0,0,0.0661,0,0,1,"E"
"423",8,0,0,0.066,0,0,1,"E"
"424",7,0,0.0251,0.0505,0,0.3321,0.6679,"DE"
"425",4,0,0,0.0544,0,0,1,"E"
"426",4,0,0,0.0658,0,0,1,"E"
"427",2,0.0202,0,0.0475,0.2986,0,0.7014,"AE"
"428",6,0.023,0,0.0482,0.3229,0,0.6771,"AE"
"429",8,0,0,0.0684,0,0,1,"E"
"430",3,0,0.0207,0.0529,0,0.2818,0.7182,"CE"
"431",2,0.0181,0,0.0545,0.2492,0,0.7508,"AE"
"432",7,0,0.0202,0.0423,0,0.3229,0.6771,"DE"
"433",3,0,0.0149,0.0534,0,0.2185,0.7815,"CE"
"434",7,0,0.0268,0.0375,0,0.4172,0.5828,"DE"
"435",4,0,0,0.0637,0,0,1,"E"
"436",2,0.0179,0,0.0385,0.3171,0,0.6829,"AE"
"437",2,0.0136,0,0.0467,0.2256,0,0.7744,"AE"
"438",8,0,0,0.0734,0,0,1,"E"
"439",7,0,0.0259,0.0495,0,0.3439,0.6561,"DE"
"440",8,0,0,0.0675,0,0,1,"E"
"441",8,0,0,0.0656,0,0,1,"E"
"442",8,0,0,0.0705,0,0,1,"E"
"443",2,0.0201,0,0.0454,0.3073,0,0.6927,"AE"
"444",3,0,0.0172,0.0438,0,0.2822,0.7178,"CE"
"445",4,0,0,0.0718,0,0,1,"E"
"446",2,0.0169,0,0.0421,0.286,0,0.714,"AE"
"447",7,0,0.03,0.0392,0,0.4336,0.5664,"DE"
"448",2,0.0173,0,0.052,0.2498,0,0.7502,"AE"
"449",7,0,0.0213,0.0482,0,0.3068,0.6932,"DE"
"450",4,0,0,0.0764,0,0,1,"E"
"451",8,0,0,0.0569,0,0,1,"E"
"452",7,0,0.0189,0.0445,0,0.2979,0.7021,"DE"
"453",8,0,0,0.0679,0,0,1,"E"
"454",7,0,0.034,0.0426,0,0.4439,0.5561,"DE"
"455",8,0,0,0.0632,0,0,1,"E"
"456",4,0,0,0.0626,0,0,1,"E"
"457",4,0,0,0.0639,0,0,1,"E"
"458",7,0,0.0244,0.0495,0,0.3303,0.6697,"DE"
"459",4,0,0,0.0545,0,0,1,"E"
"460",8,0,0,0.0556,0,0,1,"E"
"461",8,0,0,0.0532,0,0,1,"E"
"462",7,0,0.0209,0.0456,0,0.3145,0.6855,"DE"
"463",2,0.0257,0,0.0496,0.3416,0,0.6584,"AE"
"464",2,0.0242,0,0.0548,0.3065,0,0.6935,"AE"
"465",8,0,0,0.0674,0,0,1,"E"
"466",7,0,0.0217,0.0411,0,0.3453,0.6547,"DE"
"467",8,0,0,0.0656,0,0,1,"E"
"468",2,0.0211,0,0.0449,0.3194,0,0.6806,"AE"
"469",4,0,0,0.0656,0,0,1,"E"
"470",7,0,0.0224,0.0439,0,0.3381,0.6619,"DE"
"471",8,0,0,0.0707,0,0,1,"E"
"472",8,0,0,0.0579,0,0,1,"E"
"473",7,0,0.0271,0.04,0,0.4037,0.5963,"DE"
"474",3,0,0.0219,0.0482,0,0.3123,0.6877,"CE"
"475",7,0,0.0313,0.0362,0,0.4637,0.5363,"DE"
"476",8,0,0,0.0549,0,0,1,"E"
"477",7,0,0.0178,0.0445,0,0.2861,0.7139,"DE"
"478",8,0,0,0.0733,0,0,1,"E"
"479",8,0,0,0.0699,0,0,1,"E"
"480",8,0,0,0.0533,0,0,1,"E"
"481",2,0.0193,0,0.0524,0.2694,0,0.7306,"AE"
"482",4,0,0,0.0689,0,0,1,"E"
