"","Mcode","A","A_D","E","SA","SD_SC","SE","M"
"1",7,0,0.0447,0.0323,0,0.5805,0.4195,"DE"
"2",7,0,0.029,0.0429,0,0.4031,0.5969,"DE"
"3",7,0,0.0356,0.0391,0,0.4763,0.5237,"DE"
"4",7,0,0.036,0.0413,0,0.4652,0.5348,"DE"
"5",7,0,0.0383,0.0365,0,0.512,0.488,"DE"
"6",7,0,0.0423,0.0404,0,0.5113,0.4887,"DE"
"7",7,0,0.0547,0.0299,0,0.6461,0.3539,"DE"
"8",7,0,0.039,0.0367,0,0.5153,0.4847,"DE"
"9",7,0,0.0355,0.0305,0,0.5374,0.4626,"DE"
"10",7,0,0.0289,0.0379,0,0.4322,0.5678,"DE"
"11",7,0,0.0496,0.0284,0,0.6356,0.3644,"DE"
"12",7,0,0.0493,0.0359,0,0.5785,0.4215,"DE"
"13",7,0,0.0487,0.0254,0,0.6572,0.3428,"DE"
"14",7,0,0.0525,0.0295,0,0.6403,0.3597,"DE"
"15",7,0,0.0354,0.0411,0,0.4626,0.5374,"DE"
"16",7,0,0.0425,0.0368,0,0.5358,0.4642,"DE"
"17",7,0,0.0317,0.0392,0,0.4466,0.5534,"DE"
"18",7,0,0.0517,0.0327,0,0.6123,0.3877,"DE"
"19",7,0,0.0366,0.0288,0,0.5595,0.4405,"DE"
"20",7,0,0.0349,0.0341,0,0.5061,0.4939,"DE"
"21",7,0,0.0366,0.0331,0,0.5252,0.4748,"DE"
"22",7,0,0.0473,0.039,0,0.5481,0.4519,"DE"
"23",7,0,0.0463,0.0369,0,0.5569,0.4431,"DE"
"24",7,0,0.0416,0.0328,0,0.559,0.441,"DE"
"25",7,0,0.0454,0.0335,0,0.5755,0.4245,"DE"
"26",7,0,0.0525,0.0301,0,0.6358,0.3642,"DE"
"27",7,0,0.0453,0.0231,0,0.6623,0.3377,"DE"
"28",7,0,0.0492,0.0252,0,0.6608,0.3392,"DE"
"29",7,0,0.0325,0.0355,0,0.4778,0.5222,"DE"
"30",7,0,0.0413,0.0397,0,0.5103,0.4897,"DE"
"31",7,0,0.0302,0.0416,0,0.4204,0.5796,"DE"
"32",7,0,0.0391,0.0342,0,0.5328,0.4672,"DE"
"33",7,0,0.0436,0.0444,0,0.4958,0.5042,"DE"
"34",7,0,0.0476,0.0338,0,0.5852,0.4148,"DE"
"35",7,0,0.0544,0.0364,0,0.5992,0.4008,"DE"
"36",7,0,0.0309,0.0424,0,0.4214,0.5786,"DE"
"37",7,0,0.0551,0.0359,0,0.6053,0.3947,"DE"
"38",7,0,0.0332,0.0307,0,0.5192,0.4808,"DE"
"39",7,0,0.0495,0.0321,0,0.6062,0.3938,"DE"
"40",7,0,0.0563,0.0271,0,0.6753,0.3247,"DE"
"41",7,0,0.045,0.0345,0,0.5661,0.4339,"DE"
"42",7,0,0.0417,0.0347,0,0.5455,0.4545,"DE"
"43",7,0,0.0419,0.0357,0,0.5399,0.4601,"DE"
"44",7,0,0.0421,0.0339,0,0.5537,0.4463,"DE"
"45",7,0,0.0475,0.0321,0,0.5964,0.4036,"DE"
"46",7,0,0.0345,0.0372,0,0.481,0.519,"DE"
"47",7,0,0.0565,0.0359,0,0.6117,0.3883,"DE"
"48",7,0,0.0424,0.0287,0,0.5962,0.4038,"DE"
"49",7,0,0.0568,0.0312,0,0.6451,0.3549,"DE"
"50",7,0,0.0332,0.043,0,0.4357,0.5643,"DE"
"51",7,0,0.0361,0.0345,0,0.5116,0.4884,"DE"
"52",7,0,0.0548,0.0326,0,0.6269,0.3731,"DE"
"53",7,0,0.0394,0.0335,0,0.5411,0.4589,"DE"
"54",7,0,0.0351,0.0363,0,0.4911,0.5089,"DE"
"55",7,0,0.0405,0.0435,0,0.4825,0.5175,"DE"
"56",7,0,0.0602,0.0336,0,0.6415,0.3585,"DE"
"57",7,0,0.0603,0.0248,0,0.7084,0.2916,"DE"
"58",7,0,0.0534,0.0325,0,0.6218,0.3782,"DE"
"59",7,0,0.0635,0.0283,0,0.6918,0.3082,"DE"
"60",7,0,0.0359,0.0368,0,0.4939,0.5061,"DE"
"61",7,0,0.0335,0.0378,0,0.4701,0.5299,"DE"
"62",7,0,0.0433,0.0253,0,0.6308,0.3692,"DE"
"63",7,0,0.0547,0.0352,0,0.6086,0.3914,"DE"
"64",7,0,0.039,0.035,0,0.5271,0.4729,"DE"
"65",7,0,0.0511,0.0243,0,0.6778,0.3222,"DE"
"66",6,0.05,0,0.0337,0.5974,0,0.4026,"AE"
"67",7,0,0.0398,0.0318,0,0.5559,0.4441,"DE"
"68",7,0,0.0425,0.0296,0,0.5889,0.4111,"DE"
"69",7,0,0.051,0.0317,0,0.6171,0.3829,"DE"
"70",7,0,0.0357,0.0398,0,0.4729,0.5271,"DE"
"71",7,0,0.0464,0.0326,0,0.5872,0.4128,"DE"
"72",7,0,0.0346,0.0253,0,0.5779,0.4221,"DE"
"73",7,0,0.0404,0.0336,0,0.5463,0.4537,"DE"
"74",7,0,0.0359,0.0372,0,0.4913,0.5087,"DE"
"75",7,0,0.0524,0.0311,0,0.6277,0.3723,"DE"
"76",7,0,0.0474,0.0359,0,0.5687,0.4313,"DE"
"77",7,0,0.0406,0.036,0,0.53,0.47,"DE"
"78",7,0,0.0545,0.0307,0,0.6392,0.3608,"DE"
"79",7,0,0.0288,0.0348,0,0.4523,0.5477,"DE"
"80",7,0,0.0609,0.0282,0,0.6837,0.3163,"DE"
"81",7,0,0.0516,0.0292,0,0.6382,0.3618,"DE"
"82",7,0,0.0458,0.034,0,0.5734,0.4266,"DE"
"83",7,0,0.0457,0.0341,0,0.5728,0.4272,"DE"
"84",7,0,0.0423,0.0254,0,0.6253,0.3747,"DE"
"85",7,0,0.0335,0.0366,0,0.478,0.522,"DE"
"86",7,0,0.0435,0.0368,0,0.5421,0.4579,"DE"
"87",7,0,0.0287,0.0367,0,0.4393,0.5607,"DE"
"88",7,0,0.0339,0.035,0,0.4919,0.5081,"DE"
"89",7,0,0.0419,0.0289,0,0.5917,0.4083,"DE"
"90",7,0,0.0426,0.0381,0,0.5279,0.4721,"DE"
"91",7,0,0.0289,0.0449,0,0.3917,0.6083,"DE"
"92",7,0,0.0478,0.0274,0,0.6354,0.3646,"DE"
"93",7,0,0.0451,0.0258,0,0.6358,0.3642,"DE"
"94",7,0,0.0255,0.0442,0,0.3655,0.6345,"DE"
"95",7,0,0.039,0.0353,0,0.5246,0.4754,"DE"
"96",7,0,0.0391,0.0292,0,0.5725,0.4275,"DE"
"97",7,0,0.0471,0.0279,0,0.6279,0.3721,"DE"
"98",7,0,0.0509,0.0286,0,0.6403,0.3597,"DE"
"99",7,0,0.0493,0.0265,0,0.6509,0.3491,"DE"
"100",7,0,0.0489,0.0322,0,0.603,0.397,"DE"
"101",7,0,0.0418,0.036,0,0.5375,0.4625,"DE"
"102",6,0.0358,0,0.0298,0.5455,0,0.4545,"AE"
"103",7,0,0.0661,0.0221,0,0.749,0.251,"DE"
"104",7,0,0.0448,0.0362,0,0.5529,0.4471,"DE"
"105",7,0,0.0526,0.029,0,0.6446,0.3554,"DE"
"106",7,0,0.0216,0.041,0,0.3456,0.6544,"DE"
"107",7,0,0.0332,0.0428,0,0.4369,0.5631,"DE"
"108",7,0,0.0452,0.0423,0,0.5162,0.4838,"DE"
"109",7,0,0.0296,0.0388,0,0.4321,0.5679,"DE"
"110",7,0,0.0437,0.0381,0,0.5345,0.4655,"DE"
"111",7,0,0.0559,0.0347,0,0.6172,0.3828,"DE"
"112",7,0,0.0235,0.0355,0,0.3983,0.6017,"DE"
"113",7,0,0.0452,0.0301,0,0.6003,0.3997,"DE"
"114",7,0,0.0336,0.0387,0,0.465,0.535,"DE"
"115",7,0,0.0291,0.0377,0,0.4355,0.5645,"DE"
"116",7,0,0.052,0.0363,0,0.5892,0.4108,"DE"
"117",7,0,0.0367,0.0373,0,0.4962,0.5038,"DE"
"118",7,0,0.0335,0.0345,0,0.4923,0.5077,"DE"
"119",7,0,0.0498,0.0332,0,0.6003,0.3997,"DE"
"120",7,0,0.0458,0.034,0,0.574,0.426,"DE"
"121",7,0,0.0482,0.0352,0,0.5777,0.4223,"DE"
"122",7,0,0.0442,0.0279,0,0.6133,0.3867,"DE"
"123",7,0,0.0429,0.0359,0,0.5445,0.4555,"DE"
"124",7,0,0.0401,0.0381,0,0.5128,0.4872,"DE"
"125",7,0,0.0357,0.0364,0,0.4957,0.5043,"DE"
"126",7,0,0.0419,0.0321,0,0.5662,0.4338,"DE"
"127",2,0.0387,0,0.038,0.5045,0,0.4955,"AE"
"128",7,0,0.0465,0.0337,0,0.5798,0.4202,"DE"
"129",7,0,0.0568,0.0363,0,0.6098,0.3902,"DE"
"130",7,0,0.0445,0.0382,0,0.5382,0.4618,"DE"
"131",7,0,0.0311,0.0354,0,0.4676,0.5324,"DE"
"132",7,0,0.0334,0.0283,0,0.5414,0.4586,"DE"
"133",6,0.0441,0,0.0188,0.7011,0,0.2989,"AE"
"134",7,0,0.0429,0.0221,0,0.6603,0.3397,"DE"
"135",7,0,0.0314,0.0443,0,0.4144,0.5856,"DE"
"136",8,0,0,0.0615,0,0,1,"E"
"137",7,0,0.0436,0.043,0,0.5029,0.4971,"DE"
"138",7,0,0.0605,0.0268,0,0.693,0.307,"DE"
"139",7,0,0.04,0.0398,0,0.5014,0.4986,"DE"
"140",7,0,0.0627,0.0222,0,0.7388,0.2612,"DE"
"141",7,0,0.0385,0.0385,0,0.5,0.5,"DE"
"142",7,0,0.0509,0.0274,0,0.6502,0.3498,"DE"
"143",7,0,0.0298,0.0318,0,0.4837,0.5163,"DE"
"144",7,0,0.0407,0.0398,0,0.5055,0.4945,"DE"
"145",7,0,0.0403,0.0384,0,0.5118,0.4882,"DE"
"146",7,0,0.0402,0.0361,0,0.5265,0.4735,"DE"
"147",7,0,0.0411,0.0409,0,0.5015,0.4985,"DE"
"148",7,0,0.0272,0.0376,0,0.4193,0.5807,"DE"
"149",7,0,0.048,0.0337,0,0.5878,0.4122,"DE"
"150",7,0,0.0524,0.0327,0,0.616,0.384,"DE"
"151",7,0,0.053,0.0237,0,0.6909,0.3091,"DE"
"152",7,0,0.042,0.0371,0,0.5313,0.4687,"DE"
"153",7,0,0.0496,0.0352,0,0.5849,0.4151,"DE"
"154",7,0,0.0413,0.0315,0,0.5671,0.4329,"DE"
"155",7,0,0.0464,0.0342,0,0.576,0.424,"DE"
"156",7,0,0.0393,0.0277,0,0.5868,0.4132,"DE"
"157",7,0,0.0429,0.0349,0,0.5513,0.4487,"DE"
"158",7,0,0.0315,0.0391,0,0.4458,0.5542,"DE"
"159",7,0,0.0556,0.0332,0,0.6262,0.3738,"DE"
"160",7,0,0.0413,0.0383,0,0.5189,0.4811,"DE"
"161",7,0,0.0363,0.0366,0,0.4979,0.5021,"DE"
"162",7,0,0.0257,0.0348,0,0.4249,0.5751,"DE"
"163",7,0,0.0371,0.035,0,0.5149,0.4851,"DE"
"164",7,0,0.0443,0.0355,0,0.5554,0.4446,"DE"
"165",7,0,0.0286,0.0404,0,0.4148,0.5852,"DE"
"166",7,0,0.0357,0.033,0,0.5197,0.4803,"DE"
"167",7,0,0.0269,0.0352,0,0.4332,0.5668,"DE"
"168",7,0,0.0462,0.0368,0,0.5568,0.4432,"DE"
"169",6,0.0496,0,0.0403,0.552,0,0.448,"AE"
"170",7,0,0.0408,0.0399,0,0.5052,0.4948,"DE"
"171",7,0,0.0489,0.0355,0,0.5799,0.4201,"DE"
"172",7,0,0.059,0.0292,0,0.6686,0.3314,"DE"
"173",7,0,0.0406,0.032,0,0.5593,0.4407,"DE"
"174",7,0,0.0346,0.0404,0,0.4616,0.5384,"DE"
