"","Mcode","A","A_D","E","SA","SD_SC","SE","M"
"1",1,0.0428,0,0.035,0.5498,0,0.4502,"ACE"
"2",1,0.0228,0,0.0486,0.3195,0,0.6805,"ACE"
"3",1,0.0309,0,0.0442,0.4113,0,0.5887,"ACE"
"4",1,0.0286,0,0.0487,0.3697,0,0.6303,"ACE"
"5",1,0.0346,0,0.0406,0.4597,0,0.5403,"ACE"
"6",1,0.0363,0,0.0467,0.4375,0,0.5625,"ACE"
"7",1,0.0535,0,0.0327,0.6206,0,0.3794,"ACE"
"8",1,0.0354,0,0.0406,0.4654,0,0.5346,"ACE"
"9",1,0.0323,0,0.0343,0.4846,0,0.5154,"ACE"
"10",1,0.0263,0,0.0408,0.3922,0,0.6078,"ACE"
"11",1,0.0462,0,0.0333,0.5811,0,0.4189,"ACE"
"12",1,0.0478,0,0.0385,0.5538,0,0.4462,"ACE"
"13",1,0.0465,0,0.0293,0.6139,0,0.3861,"ACE"
"14",1,0.0505,0,0.0334,0.6018,0,0.3982,"ACE"
"15",1,0.0324,0,0.0444,0.4218,0,0.5782,"ACE"
"16",1,0.0409,0,0.039,0.5122,0,0.4878,"ACE"
"17",1,0.026,0,0.0446,0.3677,0,0.6323,"ACE"
"18",1,0.0505,0,0.0352,0.5894,0,0.4106,"ACE"
"19",1,0.0302,0,0.0348,0.465,0,0.535,"ACE"
"20",1,0.0293,0,0.0402,0.4214,0,0.5786,"ACE"
"21",1,0.0323,0,0.0375,0.4631,0,0.5369,"ACE"
"22",1,0.0437,0,0.0433,0.5027,0,0.4973,"ACE"
"23",1,0.0416,0,0.0423,0.4958,0,0.5042,"ACE"
"24",1,0.0349,0,0.0391,0.4714,0,0.5286,"ACE"
"25",1,0.0438,0,0.0357,0.5507,0,0.4493,"ACE"
"26",1,0.0507,0,0.0333,0.6035,0,0.3965,"ACE"
"27",1,0.0445,0,0.0255,0.6361,0,0.3639,"ACE"
"28",1,0.0472,0,0.0292,0.6179,0,0.3821,"ACE"
"29",1,0.0307,0,0.0378,0.4485,0,0.5515,"ACE"
"30",1,0.0362,0,0.0457,0.4417,0,0.5583,"ACE"
"31",1,0.025,0,0.0469,0.3477,0,0.6523,"ACE"
"32",1,0.0354,0,0.0381,0.4817,0,0.5183,"ACE"
"33",1,0.0398,0,0.0486,0.4502,0,0.5498,"ACE"
"34",1,0.0432,0,0.0393,0.5239,0,0.4761,"ACE"
"35",1,0.0523,0,0.0397,0.5684,0,0.4316,"ACE"
"36",1,0.029,0,0.0445,0.3942,0,0.6058,"ACE"
"37",1,0.0538,0,0.0386,0.5821,0,0.4179,"ACE"
"38",1,0.0287,0,0.0355,0.4468,0,0.5532,"ACE"
"39",1,0.0488,0,0.0344,0.5867,0,0.4133,"ACE"
"40",1,0.0549,0,0.0302,0.6452,0,0.3548,"ACE"
"41",1,0.0422,0,0.0382,0.5244,0,0.4756,"ACE"
"42",1,0.0364,0,0.0403,0.4745,0,0.5255,"ACE"
"43",1,0.038,0,0.0403,0.4855,0,0.5145,"ACE"
"44",1,0.0391,0,0.0375,0.5106,0,0.4894,"ACE"
"45",1,0.0426,0,0.0383,0.5265,0,0.4735,"ACE"
"46",1,0.031,0,0.0407,0.4328,0,0.5672,"ACE"
"47",1,0.0545,0,0.0394,0.5803,0,0.4197,"ACE"
"48",1,0.0421,0,0.0302,0.5821,0,0.4179,"ACE"
"49",1,0.0507,0,0.0384,0.5693,0,0.4307,"ACE"
"50",1,0.0306,0,0.0456,0.4015,0,0.5985,"ACE"
"51",1,0.0322,0,0.039,0.4521,0,0.5479,"ACE"
"52",1,0.0522,0,0.0368,0.5868,0,0.4132,"ACE"
"53",1,0.037,0,0.0363,0.5047,0,0.4953,"ACE"
