"","Mcode","A","A_D","E","SA","SD_SC","SE","M"
"1",4,0,0,0.0055,0,0,1,"E"
"2",4,0,0,0.0058,0,0,1,"E"
"3",4,0,0,0.0048,0,0,1,"E"
"4",4,0,0,0.0051,0,0,1,"E"
"5",4,0,0,0.0055,0,0,1,"E"
"6",4,0,0,0.0053,0,0,1,"E"
"7",4,0,0,0.0055,0,0,1,"E"
"8",4,0,0,0.0049,0,0,1,"E"
"9",8,0,0,0.0052,0,0,1,"E"
"10",4,0,0,0.005,0,0,1,"E"
"11",8,0,0,0.0049,0,0,1,"E"
"12",8,0,0,0.0048,0,0,1,"E"
"13",4,0,0,0.0051,0,0,1,"E"
"14",4,0,0,0.0048,0,0,1,"E"
"15",4,0,0,0.0052,0,0,1,"E"
"16",4,0,0,0.0047,0,0,1,"E"
"17",8,0,0,0.0045,0,0,1,"E"
"18",4,0,0,0.0045,0,0,1,"E"
"19",4,0,0,0.0051,0,0,1,"E"
"20",4,0,0,0.005,0,0,1,"E"
"21",8,0,0,0.005,0,0,1,"E"
"22",8,0,0,0.0053,0,0,1,"E"
"23",4,0,0,0.0054,0,0,1,"E"
"24",4,0,0,0.006,0,0,1,"E"
"25",4,0,0,0.0053,0,0,1,"E"
"26",4,0,0,0.0054,0,0,1,"E"
"27",4,0,0,0.0052,0,0,1,"E"
"28",4,0,0,0.0048,0,0,1,"E"
"29",4,0,0,0.0053,0,0,1,"E"
"30",6,0.0013,0,0.0036,0.2686,0,0.7314,"AE"
"31",4,0,0,0.0048,0,0,1,"E"
"32",4,0,0,0.0049,0,0,1,"E"
"33",4,0,0,0.0049,0,0,1,"E"
"34",8,0,0,0.0054,0,0,1,"E"
"35",4,0,0,0.0048,0,0,1,"E"
"36",8,0,0,0.0055,0,0,1,"E"
"37",4,0,0,0.0047,0,0,1,"E"
"38",4,0,0,0.0054,0,0,1,"E"
"39",8,0,0,0.0052,0,0,1,"E"
"40",4,0,0,0.0051,0,0,1,"E"
"41",8,0,0,0.0054,0,0,1,"E"
"42",8,0,0,0.0058,0,0,1,"E"
"43",4,0,0,0.005,0,0,1,"E"
"44",4,0,0,0.0046,0,0,1,"E"
"45",4,0,0,0.0053,0,0,1,"E"
"46",4,0,0,0.005,0,0,1,"E"
"47",4,0,0,0.005,0,0,1,"E"
"48",4,0,0,0.0049,0,0,1,"E"
"49",8,0,0,0.0053,0,0,1,"E"
"50",4,0,0,0.0054,0,0,1,"E"
"51",8,0,0,0.0047,0,0,1,"E"
"52",7,0,0.0013,0.0034,0,0.2718,0.7282,"DE"
"53",4,0,0,0.0044,0,0,1,"E"
"54",4,0,0,0.0055,0,0,1,"E"
"55",4,0,0,0.005,0,0,1,"E"
"56",8,0,0,0.0054,0,0,1,"E"
"57",4,0,0,0.0056,0,0,1,"E"
"58",4,0,0,0.0054,0,0,1,"E"
"59",8,0,0,0.0048,0,0,1,"E"
"60",8,0,0,0.0044,0,0,1,"E"
"61",4,0,0,0.005,0,0,1,"E"
"62",4,0,0,0.0051,0,0,1,"E"
"63",8,0,0,0.0061,0,0,1,"E"
"64",4,0,0,0.0058,0,0,1,"E"
"65",4,0,0,0.0051,0,0,1,"E"
"66",8,0,0,0.0056,0,0,1,"E"
"67",4,0,0,0.005,0,0,1,"E"
"68",8,0,0,0.0064,0,0,1,"E"
"69",4,0,0,0.0057,0,0,1,"E"
"70",4,0,0,0.0047,0,0,1,"E"
"71",4,0,0,0.0052,0,0,1,"E"
"72",4,0,0,0.0048,0,0,1,"E"
"73",4,0,0,0.0055,0,0,1,"E"
"74",4,0,0,0.0052,0,0,1,"E"
"75",4,0,0,0.005,0,0,1,"E"
"76",4,0,0,0.0057,0,0,1,"E"
"77",4,0,0,0.0055,0,0,1,"E"
"78",4,0,0,0.005,0,0,1,"E"
"79",8,0,0,0.0046,0,0,1,"E"
"80",8,0,0,0.0049,0,0,1,"E"
"81",4,0,0,0.0055,0,0,1,"E"
"82",4,0,0,0.0056,0,0,1,"E"
"83",4,0,0,0.0053,0,0,1,"E"
"84",8,0,0,0.0047,0,0,1,"E"
"85",8,0,0,0.0053,0,0,1,"E"
"86",8,0,0,0.0045,0,0,1,"E"
"87",8,0,0,0.0056,0,0,1,"E"
"88",4,0,0,0.0054,0,0,1,"E"
"89",4,0,0,0.0049,0,0,1,"E"
"90",4,0,0,0.0052,0,0,1,"E"
"91",8,0,0,0.0053,0,0,1,"E"
"92",4,0,0,0.0053,0,0,1,"E"
"93",8,0,0,0.0048,0,0,1,"E"
"94",8,0,0,0.0053,0,0,1,"E"
"95",4,0,0,0.0045,0,0,1,"E"
"96",4,0,0,0.0049,0,0,1,"E"
"97",4,0,0,0.0057,0,0,1,"E"
"98",4,0,0,0.0051,0,0,1,"E"
"99",4,0,0,0.0049,0,0,1,"E"
"100",4,0,0,0.005,0,0,1,"E"
"101",8,0,0,0.0055,0,0,1,"E"
"102",4,0,0,0.0042,0,0,1,"E"
"103",8,0,0,0.0051,0,0,1,"E"
"104",4,0,0,0.0057,0,0,1,"E"
"105",8,0,0,0.0043,0,0,1,"E"
"106",4,0,0,0.0052,0,0,1,"E"
"107",4,0,0,0.0051,0,0,1,"E"
"108",4,0,0,0.0054,0,0,1,"E"
"109",4,0,0,0.0051,0,0,1,"E"
"110",4,0,0,0.0058,0,0,1,"E"
"111",4,0,0,0.0048,0,0,1,"E"
"112",8,0,0,0.0054,0,0,1,"E"
"113",4,0,0,0.0054,0,0,1,"E"
"114",4,0,0,0.0061,0,0,1,"E"
"115",4,0,0,0.0049,0,0,1,"E"
"116",4,0,0,0.006,0,0,1,"E"
"117",8,0,0,0.005,0,0,1,"E"
"118",8,0,0,0.0054,0,0,1,"E"
"119",4,0,0,0.0054,0,0,1,"E"
"120",8,0,0,0.0047,0,0,1,"E"
"121",4,0,0,0.0056,0,0,1,"E"
"122",4,0,0,0.005,0,0,1,"E"
"123",8,0,0,0.0051,0,0,1,"E"
"124",8,0,0,0.0054,0,0,1,"E"
"125",4,0,0,0.0055,0,0,1,"E"
"126",8,0,0,0.0048,0,0,1,"E"
"127",4,0,0,0.0049,0,0,1,"E"
"128",4,0,0,0.0052,0,0,1,"E"
"129",8,0,0,0.0048,0,0,1,"E"
"130",4,0,0,0.0056,0,0,1,"E"
"131",8,0,0,0.0062,0,0,1,"E"
"132",4,0,0,0.0051,0,0,1,"E"
"133",4,0,0,0.0049,0,0,1,"E"
"134",4,0,0,0.0053,0,0,1,"E"
"135",4,0,0,0.0047,0,0,1,"E"
"136",4,0,0,0.0051,0,0,1,"E"
"137",8,0,0,0.0045,0,0,1,"E"
"138",4,0,0,0.0051,0,0,1,"E"
"139",8,0,0,0.005,0,0,1,"E"
"140",4,0,0,0.0049,0,0,1,"E"
"141",4,0,0,0.0046,0,0,1,"E"
"142",4,0,0,0.0048,0,0,1,"E"
"143",8,0,0,0.0044,0,0,1,"E"
"144",4,0,0,0.0049,0,0,1,"E"
"145",4,0,0,0.0046,0,0,1,"E"
"146",4,0,0,0.0055,0,0,1,"E"
"147",4,0,0,0.0053,0,0,1,"E"
"148",4,0,0,0.0049,0,0,1,"E"
"149",4,0,0,0.0051,0,0,1,"E"
"150",4,0,0,0.0055,0,0,1,"E"
"151",4,0,0,0.0056,0,0,1,"E"
"152",8,0,0,0.006,0,0,1,"E"
"153",4,0,0,0.0054,0,0,1,"E"
"154",8,0,0,0.0054,0,0,1,"E"
"155",4,0,0,0.0053,0,0,1,"E"
"156",4,0,0,0.0058,0,0,1,"E"
"157",8,0,0,0.0051,0,0,1,"E"
"158",4,0,0,0.0048,0,0,1,"E"
"159",4,0,0,0.0053,0,0,1,"E"
"160",4,0,0,0.0049,0,0,1,"E"
"161",4,0,0,0.0043,0,0,1,"E"
"162",4,0,0,0.0051,0,0,1,"E"
"163",8,0,0,0.0051,0,0,1,"E"
"164",4,0,0,0.0056,0,0,1,"E"
"165",4,0,0,0.0056,0,0,1,"E"
"166",4,0,0,0.0052,0,0,1,"E"
"167",4,0,0,0.0055,0,0,1,"E"
"168",8,0,0,0.005,0,0,1,"E"
"169",4,0,0,0.006,0,0,1,"E"
"170",4,0,0,0.0051,0,0,1,"E"
"171",4,0,0,0.0053,0,0,1,"E"
"172",4,0,0,0.0051,0,0,1,"E"
"173",8,0,0,0.0049,0,0,1,"E"
"174",4,0,0,0.0057,0,0,1,"E"
"175",4,0,0,0.0052,0,0,1,"E"
"176",4,0,0,0.005,0,0,1,"E"
"177",8,0,0,0.0048,0,0,1,"E"
"178",4,0,0,0.0047,0,0,1,"E"
"179",8,0,0,0.005,0,0,1,"E"
"180",8,0,0,0.0052,0,0,1,"E"
"181",8,0,0,0.0056,0,0,1,"E"
"182",8,0,0,0.0056,0,0,1,"E"
"183",4,0,0,0.0048,0,0,1,"E"
"184",4,0,0,0.0052,0,0,1,"E"
"185",4,0,0,0.0043,0,0,1,"E"
"186",4,0,0,0.0056,0,0,1,"E"
"187",4,0,0,0.0055,0,0,1,"E"
"188",4,0,0,0.0051,0,0,1,"E"
"189",8,0,0,0.0053,0,0,1,"E"
"190",4,0,0,0.0044,0,0,1,"E"
"191",8,0,0,0.0051,0,0,1,"E"
"192",8,0,0,0.0055,0,0,1,"E"
"193",4,0,0,0.0043,0,0,1,"E"
"194",4,0,0,0.0054,0,0,1,"E"
"195",4,0,0,0.005,0,0,1,"E"
"196",4,0,0,0.0053,0,0,1,"E"
"197",4,0,0,0.0048,0,0,1,"E"
"198",3,0,9e-04,0.0041,0,0.1847,0.8153,"CE"
"199",4,0,0,0.0055,0,0,1,"E"
"200",4,0,0,0.0055,0,0,1,"E"
"201",4,0,0,0.0053,0,0,1,"E"
"202",4,0,0,0.0053,0,0,1,"E"
"203",4,0,0,0.0046,0,0,1,"E"
"204",4,0,0,0.0044,0,0,1,"E"
"205",4,0,0,0.0053,0,0,1,"E"
"206",4,0,0,0.005,0,0,1,"E"
"207",4,0,0,0.0044,0,0,1,"E"
"208",4,0,0,0.0053,0,0,1,"E"
"209",4,0,0,0.0051,0,0,1,"E"
"210",4,0,0,0.0046,0,0,1,"E"
"211",8,0,0,0.0046,0,0,1,"E"
"212",4,0,0,0.0054,0,0,1,"E"
"213",4,0,0,0.0056,0,0,1,"E"
"214",8,0,0,0.0051,0,0,1,"E"
"215",4,0,0,0.005,0,0,1,"E"
"216",8,0,0,0.0053,0,0,1,"E"
"217",4,0,0,0.005,0,0,1,"E"
"218",4,0,0,0.0051,0,0,1,"E"
"219",4,0,0,0.0048,0,0,1,"E"
"220",4,0,0,0.0042,0,0,1,"E"
"221",8,0,0,0.0048,0,0,1,"E"
"222",8,0,0,0.0048,0,0,1,"E"
"223",4,0,0,0.005,0,0,1,"E"
"224",4,0,0,0.0053,0,0,1,"E"
"225",8,0,0,0.0052,0,0,1,"E"
"226",8,0,0,0.0056,0,0,1,"E"
"227",8,0,0,0.0054,0,0,1,"E"
"228",4,0,0,0.0056,0,0,1,"E"
"229",4,0,0,0.0055,0,0,1,"E"
"230",8,0,0,0.0055,0,0,1,"E"
"231",4,0,0,0.0045,0,0,1,"E"
"232",4,0,0,0.005,0,0,1,"E"
"233",4,0,0,0.0052,0,0,1,"E"
"234",4,0,0,0.0051,0,0,1,"E"
"235",4,0,0,0.0053,0,0,1,"E"
"236",4,0,0,0.0051,0,0,1,"E"
"237",4,0,0,0.0056,0,0,1,"E"
"238",4,0,0,0.005,0,0,1,"E"
"239",4,0,0,0.0055,0,0,1,"E"
"240",4,0,0,0.005,0,0,1,"E"
"241",4,0,0,0.0052,0,0,1,"E"
"242",4,0,0,0.0052,0,0,1,"E"
"243",8,0,0,0.0047,0,0,1,"E"
"244",4,0,0,0.0051,0,0,1,"E"
"245",4,0,0,0.0044,0,0,1,"E"
"246",8,0,0,0.0054,0,0,1,"E"
"247",4,0,0,0.0053,0,0,1,"E"
"248",4,0,0,0.0057,0,0,1,"E"
"249",8,0,0,0.0053,0,0,1,"E"
"250",4,0,0,0.0054,0,0,1,"E"
"251",4,0,0,0.0055,0,0,1,"E"
"252",4,0,0,0.0052,0,0,1,"E"
"253",8,0,0,0.0055,0,0,1,"E"
"254",8,0,0,0.005,0,0,1,"E"
"255",8,0,0,0.0058,0,0,1,"E"
"256",8,0,0,0.0053,0,0,1,"E"
"257",4,0,0,0.0056,0,0,1,"E"
"258",8,0,0,0.0049,0,0,1,"E"
"259",4,0,0,0.0052,0,0,1,"E"
"260",4,0,0,0.0055,0,0,1,"E"
"261",4,0,0,0.0054,0,0,1,"E"
"262",4,0,0,0.0045,0,0,1,"E"
"263",8,0,0,0.0053,0,0,1,"E"
"264",4,0,0,0.0056,0,0,1,"E"
"265",4,0,0,0.0051,0,0,1,"E"
"266",8,0,0,0.0048,0,0,1,"E"
"267",4,0,0,0.0054,0,0,1,"E"
"268",8,0,0,0.0052,0,0,1,"E"
"269",8,0,0,0.0059,0,0,1,"E"
"270",4,0,0,0.0054,0,0,1,"E"
"271",8,0,0,0.0049,0,0,1,"E"
"272",4,0,0,0.0043,0,0,1,"E"
"273",4,0,0,0.005,0,0,1,"E"
"274",4,0,0,0.0048,0,0,1,"E"
"275",4,0,0,0.0051,0,0,1,"E"
"276",4,0,0,0.006,0,0,1,"E"
"277",8,0,0,0.0048,0,0,1,"E"
"278",4,0,0,0.0054,0,0,1,"E"
"279",4,0,0,0.0055,0,0,1,"E"
"280",4,0,0,0.0043,0,0,1,"E"
"281",8,0,0,0.005,0,0,1,"E"
