"","Mcode","A","A_D","E","SA","SD_SC","SE","M"
"201",1,0.0423,0,0.0392,0.5191,0,0.4809,"ACE"
"202",1,0.0278,0,0.031,0.4729,0,0.5271,"ACE"
"203",1,0,0.0198,0.0454,0,0.3038,0.6962,"ACE"
"204",1,0.0114,0.0312,0.0401,0.1382,0.3772,0.4846,"ACE"
"205",1,0.0337,0.0011,0.0448,0.4236,0.0133,0.5631,"ACE"
"206",1,0.0243,0,0.0353,0.4074,0,0.5926,"ACE"
"207",1,0.0389,0,0.0356,0.5227,0,0.4773,"ACE"
"208",1,0.0366,0,0.0381,0.4895,0,0.5105,"ACE"
"209",1,0.0365,0,0.0425,0.462,0,0.538,"ACE"
"210",1,0.0289,0.0109,0.0322,0.4018,0.1511,0.4471,"ACE"
"211",1,0.0375,0,0.0311,0.5461,0,0.4539,"ACE"
"212",1,0.0568,0,0.0346,0.6214,0,0.3786,"ACE"
"213",1,0.0472,0,0.0348,0.5756,0,0.4244,"ACE"
"214",1,0.0331,0.0127,0.0334,0.4181,0.16,0.4218,"ACE"
"215",1,0.0398,0,0.0343,0.5369,0,0.4631,"ACE"
"216",1,0.0216,0.0078,0.0389,0.3157,0.1146,0.5697,"ACE"
"217",1,0.0469,0,0.0312,0.6007,0,0.3993,"ACE"
"218",1,0.009,0.0226,0.0415,0.1233,0.3094,0.5672,"ACE"
"219",1,0.0331,0,0.0402,0.4512,0,0.5488,"ACE"
"220",1,0.0283,0,0.0405,0.4115,0,0.5885,"ACE"
"221",1,0.0202,0,0.0334,0.3774,0,0.6226,"ACE"
"222",1,0.0439,0,0.0298,0.5954,0,0.4046,"ACE"
"223",1,0.0577,0,0.028,0.673,0,0.327,"ACE"
"224",1,0.0365,0,0.0362,0.5021,0,0.4979,"ACE"
"225",1,0.0442,0,0.0395,0.5278,0,0.4722,"ACE"
"226",1,0.0481,0,0.0291,0.6225,0,0.3775,"ACE"
"227",1,0.0475,0,0.0301,0.6122,0,0.3878,"ACE"
"228",1,0.0374,0,0.0321,0.538,0,0.462,"ACE"
"229",1,0.0301,0,0.0372,0.4468,0,0.5532,"ACE"
"230",1,0.0384,0,0.035,0.5232,0,0.4768,"ACE"
"231",1,0.0421,0,0.0406,0.5087,0,0.4913,"ACE"
"232",1,0.054,0,0.0281,0.6579,0,0.3421,"ACE"
"233",1,0.0477,0,0.0253,0.6533,0,0.3467,"ACE"
"234",1,0.0271,0,0.0324,0.4549,0,0.5451,"ACE"
"235",1,0.022,0.0042,0.036,0.354,0.0672,0.5788,"ACE"
"236",1,0.0343,0,0.0323,0.515,0,0.485,"ACE"
"237",1,0.024,0.0079,0.0393,0.337,0.1111,0.552,"ACE"
"238",1,0.0274,0.0111,0.0419,0.3407,0.1381,0.5212,"ACE"
"239",1,0.033,0.0023,0.033,0.4826,0.0338,0.4836,"ACE"
"240",1,0.0271,0,0.0312,0.4649,0,0.5351,"ACE"
"241",1,0.0323,0,0.0391,0.4526,0,0.5474,"ACE"
"242",1,0.042,0.0036,0.0302,0.5542,0.0478,0.398,"ACE"
"243",1,0.037,0,0.0346,0.5168,0,0.4832,"ACE"
"244",1,0.047,0,0.0274,0.6323,0,0.3677,"ACE"
"245",1,0.0393,0,0.0368,0.5164,0,0.4836,"ACE"
"246",1,0.0335,0.0015,0.0369,0.4654,0.0207,0.5138,"ACE"
"247",1,0.0331,0,0.0352,0.4849,0,0.5151,"ACE"
"248",1,0.0215,0.0098,0.0253,0.38,0.1729,0.4471,"ACE"
"249",1,0.028,0,0.0347,0.4466,0,0.5534,"ACE"
"250",1,0.0333,0,0.0361,0.4797,0,0.5203,"ACE"
"251",1,0.0486,0,0.0347,0.5833,0,0.4167,"ACE"
"252",1,0.0303,0,0.0403,0.4293,0,0.5707,"ACE"
"253",1,0.0394,0.0026,0.0275,0.5669,0.0372,0.3958,"ACE"
"254",1,0.032,0,0.0402,0.4435,0,0.5565,"ACE"
"255",1,0.0472,0,0.0294,0.6163,0,0.3837,"ACE"
"256",1,0.0405,0,0.0377,0.5179,0,0.4821,"ACE"
"257",1,0.0483,0,0.036,0.5729,0,0.4271,"ACE"
"258",1,0.0344,0.0083,0.029,0.4804,0.1154,0.4042,"ACE"
"259",1,0.0304,0,0.0437,0.4099,0,0.5901,"ACE"
"260",1,0.0431,0,0.0302,0.5878,0,0.4122,"ACE"
"261",1,0.034,0.0036,0.0368,0.4574,0.0481,0.4945,"ACE"
"262",1,0.029,0.008,0.0314,0.4235,0.1173,0.4592,"ACE"
"263",1,0.0154,0.016,0.0397,0.2162,0.2253,0.5585,"ACE"
"264",1,0.0482,0,0.0291,0.6236,0,0.3764,"ACE"
"265",1,0.0134,0,0.0388,0.2567,0,0.7433,"ACE"
"266",1,0.0284,0,0.0373,0.4321,0,0.5679,"ACE"
"267",1,0.0521,0,0.0364,0.5887,0,0.4113,"ACE"
"268",1,0.028,0.001,0.0383,0.4161,0.0144,0.5694,"ACE"
"269",1,0.0454,0,0.0227,0.6666,0,0.3334,"ACE"
"270",1,0.0472,0,0.0328,0.5902,0,0.4098,"ACE"
"271",1,0.0324,0.0071,0.0336,0.4432,0.0971,0.4597,"ACE"
"272",1,0.0328,0.0077,0.0312,0.4569,0.1077,0.4354,"ACE"
"273",1,0.0294,0.0093,0.0299,0.4286,0.1354,0.4359,"ACE"
"274",1,0.0417,0,0.0389,0.5169,0,0.4831,"ACE"
"275",1,0.0234,0.0114,0.0295,0.3639,0.1769,0.4592,"ACE"
"276",1,0.0094,0.0261,0.035,0.1326,0.3708,0.4966,"ACE"
"277",1,0.0469,0,0.0358,0.5674,0,0.4326,"ACE"
"278",1,0.0292,0,0.0385,0.4312,0,0.5688,"ACE"
"279",1,0.03,0,0.0413,0.4204,0,0.5796,"ACE"
"280",1,0.0348,0.0048,0.0309,0.493,0.0686,0.4384,"ACE"
"281",1,0.0309,0.001,0.0354,0.4594,0.0143,0.5264,"ACE"
"282",1,0.0286,0.0013,0.0334,0.4514,0.0208,0.5278,"ACE"
"283",1,0.0292,0.0124,0.0334,0.3894,0.1654,0.4452,"ACE"
"284",1,0.0283,0,0.0338,0.4562,0,0.5438,"ACE"
"285",1,0.027,0,0.0377,0.4177,0,0.5823,"ACE"
"286",1,0.0352,0,0.0333,0.5139,0,0.4861,"ACE"
"287",1,0.0219,0,0.0376,0.3678,0,0.6322,"ACE"
"288",1,0.0409,0,0.036,0.5314,0,0.4686,"ACE"
"289",1,0.047,0,0.0354,0.5702,0,0.4298,"ACE"
"290",1,0.021,0.0145,0.0358,0.295,0.2035,0.5015,"ACE"
"291",1,0.0464,0,0.0328,0.5859,0,0.4141,"ACE"
"292",1,0.0224,0,0.0452,0.3317,0,0.6683,"ACE"
"293",1,0.0496,0,0.0352,0.5853,0,0.4147,"ACE"
"294",1,0.0294,0,0.0432,0.4053,0,0.5947,"ACE"
"295",1,0.0235,0.0237,0.0304,0.3026,0.3054,0.392,"ACE"
"296",1,0.0566,0,0.0238,0.7043,0,0.2957,"ACE"
"297",1,0.0367,0,0.034,0.5194,0,0.4806,"ACE"
"298",1,0.0297,0,0.0389,0.433,0,0.567,"ACE"
"299",1,0.0483,0,0.0325,0.5981,0,0.4019,"ACE"
"300",1,0.0201,0.0097,0.0351,0.3096,0.1499,0.5404,"ACE"
"301",1,0.0122,0,0.0296,0.2915,0,0.7085,"ACE"
"302",1,0.0275,0,0.0345,0.4436,0,0.5564,"ACE"
"303",1,0.0408,0,0.0328,0.5542,0,0.4458,"ACE"
"304",1,0.0433,0,0.0372,0.5382,0,0.4618,"ACE"
"305",1,0.0222,0,0.0386,0.3653,0,0.6347,"ACE"
"306",1,0.0251,0,0.0377,0.3993,0,0.6007,"ACE"
"307",1,0.0412,0,0.0282,0.5937,0,0.4063,"ACE"
"308",1,0.029,0.007,0.0428,0.3677,0.0887,0.5435,"ACE"
"309",1,0.0431,0,0.0345,0.5556,0,0.4444,"ACE"
"310",1,0.0393,0,0.0378,0.5094,0,0.4906,"ACE"
"311",1,0.022,0,0.0423,0.3421,0,0.6579,"ACE"
"312",1,0.0367,0,0.0375,0.4943,0,0.5057,"ACE"
"313",1,0.03,0,0.0302,0.4979,0,0.5021,"ACE"
"314",1,0.0426,0,0.0338,0.558,0,0.442,"ACE"
"315",1,0.0151,0,0.0417,0.2664,0,0.7336,"ACE"
"316",1,0.0356,0,0.0416,0.4615,0,0.5385,"ACE"
"317",1,0.0313,0.0071,0.0389,0.4051,0.0922,0.5027,"ACE"
"318",1,0.0346,0.0046,0.0316,0.489,0.065,0.446,"ACE"
"319",1,0.0288,0,0.0393,0.4223,0,0.5777,"ACE"
"320",1,0.0309,0,0.0405,0.4326,0,0.5674,"ACE"
"321",1,0.0324,0,0.0335,0.4919,0,0.5081,"ACE"
"322",1,0.0395,0,0.0355,0.5264,0,0.4736,"ACE"
"323",1,0.0404,0,0.0346,0.5384,0,0.4616,"ACE"
"324",1,0.0497,0,0.0351,0.5864,0,0.4136,"ACE"
"325",1,0.0264,0,0.0372,0.4147,0,0.5853,"ACE"
"326",1,0.0521,0,0.0263,0.6646,0,0.3354,"ACE"
"327",1,0.0293,0,0.039,0.4292,0,0.5708,"ACE"
"328",1,0.0433,0,0.0338,0.5617,0,0.4383,"ACE"
"329",1,0.0277,0,0.0365,0.4312,0,0.5688,"ACE"
"330",1,0.0272,0,0.0359,0.4311,0,0.5689,"ACE"
"331",1,0.0484,0,0.0345,0.584,0,0.416,"ACE"
"332",1,0.038,0,0.0407,0.4823,0,0.5177,"ACE"
"333",1,0.0324,0,0.0432,0.4284,0,0.5716,"ACE"
"334",1,0.0359,0,0.0315,0.5328,0,0.4672,"ACE"
"335",1,0.0268,0,0.0399,0.4016,0,0.5984,"ACE"
"336",1,0.0257,0,0.0436,0.3711,0,0.6289,"ACE"
"337",1,0.027,0.0117,0.039,0.3474,0.1503,0.5023,"ACE"
"338",1,0.0189,0,0.0422,0.3093,0,0.6907,"ACE"
"339",1,0.0114,0,0.0429,0.2093,0,0.7907,"ACE"
"340",1,0.0355,0,0.0314,0.5302,0,0.4698,"ACE"
"341",1,0.0315,0,0.0369,0.4609,0,0.5391,"ACE"
"342",1,0.0398,0.0017,0.0334,0.5313,0.0228,0.4459,"ACE"
"343",1,0.0069,0.0249,0.0417,0.0943,0.339,0.5667,"ACE"
"344",1,0.0189,0,0.0373,0.3364,0,0.6636,"ACE"
"345",1,0.0547,0,0.0243,0.6926,0,0.3074,"ACE"
"346",1,0.0324,0,0.028,0.5369,0,0.4631,"ACE"
"347",1,0.0263,0.009,0.036,0.3694,0.1259,0.5047,"ACE"
"348",1,0.0416,0.0063,0.0235,0.5825,0.0885,0.329,"ACE"
"349",1,0.0228,0,0.0403,0.3616,0,0.6384,"ACE"
"350",1,0.0506,0,0.0274,0.6484,0,0.3516,"ACE"
"351",1,0.0391,0,0.0374,0.511,0,0.489,"ACE"
"352",1,0.03,0.0055,0.0347,0.4276,0.079,0.4935,"ACE"
"353",1,0.0264,0.0142,0.0284,0.3827,0.2054,0.4119,"ACE"
"354",1,0.0466,0,0.032,0.5929,0,0.4071,"ACE"
"355",1,0.0302,0,0.0362,0.4546,0,0.5454,"ACE"
"356",1,0.0301,0,0.0401,0.4289,0,0.5711,"ACE"
"357",1,0.0349,0,0.0351,0.4984,0,0.5016,"ACE"
"358",1,0.0472,0,0.0327,0.5902,0,0.4098,"ACE"
"359",1,0.0338,0,0.041,0.4517,0,0.5483,"ACE"
"360",1,0.0349,0,0.0338,0.5082,0,0.4918,"ACE"
"361",1,0.0393,0,0.0312,0.5576,0,0.4424,"ACE"
"362",1,0.0251,0,0.0295,0.4594,0,0.5406,"ACE"
"363",1,0.0403,8e-04,0.0287,0.5774,0.0111,0.4115,"ACE"
"364",1,0.0525,0,0.0326,0.6168,0,0.3832,"ACE"
"365",1,0.0525,0,0.0345,0.6038,0,0.3962,"ACE"
"366",1,0.0236,0,0.0382,0.3824,0,0.6176,"ACE"
"367",1,0.0448,0,0.0346,0.5639,0,0.4361,"ACE"
"368",1,0.0334,0,0.0411,0.4483,0,0.5517,"ACE"
"369",1,0.0502,0,0.0263,0.6565,0,0.3435,"ACE"
"370",1,0.0192,0.0142,0.0322,0.2922,0.217,0.4908,"ACE"
"371",1,0.0391,0,0.0361,0.5201,0,0.4799,"ACE"
"372",1,0.0413,0,0.0361,0.534,0,0.466,"ACE"
"373",1,0.0369,0,0.0365,0.503,0,0.497,"ACE"
"374",1,0.0462,0,0.0305,0.6021,0,0.3979,"ACE"
"375",1,0.0374,0,0.0386,0.4917,0,0.5083,"ACE"
"376",1,0.0241,0.0149,0.0313,0.3426,0.2123,0.4451,"ACE"
"377",1,0.04,0,0.0398,0.5014,0,0.4986,"ACE"
"378",1,0.0335,0,0.0431,0.4375,0,0.5625,"ACE"
"379",1,0.0492,0,0.034,0.5915,0,0.4085,"ACE"
"380",1,0.0154,0.0182,0.0337,0.2287,0.2707,0.5006,"ACE"
"381",1,0.0503,0,0.0344,0.5942,0,0.4058,"ACE"
"382",1,0.0618,0,0.0241,0.7192,0,0.2808,"ACE"
"383",1,0.0311,0,0.0373,0.4545,0,0.5455,"ACE"
"384",1,0.0445,0,0.0349,0.5604,0,0.4396,"ACE"
"385",1,0.0329,0,0.0417,0.4406,0,0.5594,"ACE"
"386",1,0.0332,0,0.0362,0.4789,0,0.5211,"ACE"
