"","Mcode","A","A_D","E","SA","SD_SC","SE","M"
"1",6,2.4035,0,5.5836,0.3009,0,0.6991,"AE"
"2",3,0,3.7314,5.0152,0,0.4266,0.5734,"CE"
"3",7,0,3.5523,5.01,0,0.4149,0.5851,"DE"
"4",6,2.173,0,6.0479,0.2643,0,0.7357,"AE"
"5",6,2.7575,0,5.6527,0.3279,0,0.6721,"AE"
"6",7,0,4.1442,4.1104,0,0.5021,0.4979,"DE"
"7",7,0,2.8822,4.8912,0,0.3708,0.6292,"DE"
"8",7,0,3.0345,5.7304,0,0.3462,0.6538,"DE"
"9",7,0,3.7176,4.9708,0,0.4279,0.5721,"DE"
"10",2,2.375,0,5.6903,0.2945,0,0.7055,"AE"
"11",7,0,3.1707,4.9933,0,0.3884,0.6116,"DE"
"12",7,0,3.3461,5.3145,0,0.3864,0.6136,"DE"
"13",7,0,2.5357,4.8951,0,0.3412,0.6588,"DE"
"14",3,0,2.7823,5.8561,0,0.3221,0.6779,"CE"
"15",7,0,3.8533,4.2098,0,0.4779,0.5221,"DE"
"16",7,0,3.2576,4.3357,0,0.429,0.571,"DE"
"17",7,0,5.2856,4.0513,0,0.5661,0.4339,"DE"
"18",7,0,2.0797,5.0233,0,0.2928,0.7072,"DE"
"19",2,4.2918,0,4.0024,0.5174,0,0.4826,"AE"
"20",3,0,1.8539,6.7652,0,0.2151,0.7849,"CE"
"21",3,0,3.3499,4.8939,0,0.4063,0.5937,"CE"
"22",2,3.2283,0,5.0276,0.391,0,0.609,"AE"
"23",3,0,3.157,6.1136,0,0.3405,0.6595,"CE"
"24",3,0,1.9798,5.9848,0,0.2486,0.7514,"CE"
"25",3,0,1.8685,5.6515,0,0.2485,0.7515,"CE"
"26",2,4.2262,0,4.0187,0.5126,0,0.4874,"AE"
"27",7,0,2.7846,4.8938,0,0.3627,0.6373,"DE"
"28",4,0,0,7.1832,0,0,1,"E"
"29",2,2.9308,0,5.7519,0.3375,0,0.6625,"AE"
"30",7,0,3.5898,4.4973,0,0.4439,0.5561,"DE"
"31",7,0,2.8758,5.2133,0,0.3555,0.6445,"DE"
"32",7,0,2.5113,5.3713,0,0.3186,0.6814,"DE"
"33",7,0,2.3409,5.9854,0,0.2811,0.7189,"DE"
"34",6,2.8963,0,5.6385,0.3394,0,0.6606,"AE"
"35",7,0,2.9065,5.397,0,0.35,0.65,"DE"
"36",7,0,2.7666,4.5306,0,0.3791,0.6209,"DE"
"37",2,2.8693,0,4.0074,0.4173,0,0.5827,"AE"
"38",3,0,3.1444,4.7424,0,0.3987,0.6013,"CE"
"39",7,0,2.8749,5.9522,0,0.3257,0.6743,"DE"
"40",3,0,2.4669,5.8788,0,0.2956,0.7044,"CE"
"41",2,2.9855,0,6.501,0.3147,0,0.6853,"AE"
"42",7,0,1.7941,5.6542,0,0.2409,0.7591,"DE"
"43",3,0,2.8085,6.0758,0,0.3161,0.6839,"CE"
"44",6,3.3779,0,4.7593,0.4151,0,0.5849,"AE"
"45",7,0,4.1019,4.923,0,0.4545,0.5455,"DE"
"46",2,2.2083,0,5.3076,0.2938,0,0.7062,"AE"
"47",7,0,3.4191,4.8867,0,0.4117,0.5883,"DE"
"48",7,0,2.7441,5.6786,0,0.3258,0.6742,"DE"
"49",3,0,3.8636,4.447,0,0.4649,0.5351,"CE"
"50",3,0,2.9499,5.3864,0,0.3539,0.6461,"CE"
"51",3,0,2.9601,4.9394,0,0.3747,0.6253,"CE"
"52",7,0,3.6583,5.2513,0,0.4106,0.5894,"DE"
"53",7,0,2.9274,5.3458,0,0.3538,0.6462,"DE"
"54",3,0,2.8423,5.9545,0,0.3231,0.6769,"CE"
"55",7,0,2.4885,5.7443,0,0.3023,0.6977,"DE"
"56",3,0,1.759,5.9394,0,0.2285,0.7715,"CE"
"57",2,4.6493,0,3.5133,0.5696,0,0.4304,"AE"
"58",7,0,3.7539,4.6242,0,0.4481,0.5519,"DE"
"59",7,0,4.0294,3.8008,0,0.5146,0.4854,"DE"
"60",3,0,1.787,5.1818,0,0.2564,0.7436,"CE"
"61",2,2.4634,0,5.9658,0.2922,0,0.7078,"AE"
"62",2,3.771,0,5.1457,0.4229,0,0.5771,"AE"
"63",3,0,2.449,5.9015,0,0.2933,0.7067,"CE"
"64",7,0,3.728,4.941,0,0.43,0.57,"DE"
"65",7,0,2.3631,6.4999,0,0.2666,0.7334,"DE"
"66",3,0,2.8741,5.6439,0,0.3374,0.6626,"CE"
"67",7,0,2.1301,5.2398,0,0.289,0.711,"DE"
"68",7,0,4.3855,3.7885,0,0.5365,0.4635,"DE"
"69",7,0,3.5813,5.0692,0,0.414,0.586,"DE"
"70",3,0,3.3673,6.1288,0,0.3546,0.6454,"CE"
"71",7,0,2.5646,6.4726,0,0.2838,0.7162,"DE"
"72",7,0,2.698,5.9366,0,0.3125,0.6875,"DE"
"73",6,2.2114,0,6.2822,0.2604,0,0.7396,"AE"
"74",3,0,1.909,6.553,0,0.2256,0.7744,"CE"
"75",6,1.7699,0,6.3942,0.2168,0,0.7832,"AE"
"76",3,0,2.5881,5.6136,0,0.3156,0.6844,"CE"
"77",7,0,2.9276,6.3328,0,0.3161,0.6839,"DE"
"78",3,0,3.2071,5.697,0,0.3602,0.6398,"CE"
"79",3,0,3.0302,4.7652,0,0.3887,0.6113,"CE"
"80",6,2.9985,0,4.9896,0.3754,0,0.6246,"AE"
"81",7,0,2.6081,5.3076,0,0.3295,0.6705,"DE"
"82",7,0,2.5267,5.0571,0,0.3332,0.6668,"DE"
"83",7,0,3.4667,6.1657,0,0.3599,0.6401,"DE"
"84",7,0,3.3798,5.8299,0,0.367,0.633,"DE"
"85",3,0,3.4669,5.1288,0,0.4033,0.5967,"CE"
"86",3,0,2.6487,5.1288,0,0.3406,0.6594,"CE"
"87",2,3.1292,0,5.7258,0.3534,0,0.6466,"AE"
"88",6,3.5666,0,5.7637,0.3823,0,0.6177,"AE"
"89",3,0,2.7557,4.8106,0,0.3642,0.6358,"CE"
"90",3,0,2.1666,5.947,0,0.267,0.733,"CE"
"91",7,0,3.5143,4.7831,0,0.4235,0.5765,"DE"
"92",3,0,1.7369,4.6288,0,0.2728,0.7272,"CE"
"93",2,4.2568,0,5.3118,0.4449,0,0.5551,"AE"
"94",3,0,2.1446,6.0985,0,0.2602,0.7398,"CE"
"95",6,2.2775,0,5.6681,0.2866,0,0.7134,"AE"
"96",3,0,2.7321,5.2727,0,0.3413,0.6587,"CE"
"97",3,0,2.4998,6.1212,0,0.29,0.71,"CE"
"98",7,0,2.6925,5.6316,0,0.3235,0.6765,"DE"
"99",2,2.457,0,6.2446,0.2824,0,0.7176,"AE"
