"","Mcode","A","A_D","E","SA","SD_SC","SE","M"
"1",4,0,0,0.0654,0,0,1,"E"
"2",4,0,0,0.063,0,0,1,"E"
"3",2,0.0194,0,0.0421,0.3157,0,0.6843,"AE"
"4",3,0,0.0099,0.0455,0,0.1788,0.8212,"CE"
"5",4,0,0,0.0612,0,0,1,"E"
"6",4,0,0,0.0548,0,0,1,"E"
"7",3,0,0.0125,0.0543,0,0.1866,0.8134,"CE"
"8",4,0,0,0.0557,0,0,1,"E"
"9",8,0,0,0.0619,0,0,1,"E"
"10",8,0,0,0.0656,0,0,1,"E"
"11",3,0,0.012,0.0463,0,0.2061,0.7939,"CE"
"12",2,0.0199,0,0.0457,0.3035,0,0.6965,"AE"
"13",4,0,0,0.0558,0,0,1,"E"
"14",3,0,0.0122,0.0502,0,0.195,0.805,"CE"
"15",4,0,0,0.0588,0,0,1,"E"
"16",4,0,0,0.0558,0,0,1,"E"
"17",2,0.0229,0,0.039,0.3699,0,0.6301,"AE"
"18",4,0,0,0.0636,0,0,1,"E"
"19",4,0,0,0.058,0,0,1,"E"
"20",3,0,0.0149,0.0478,0,0.2374,0.7626,"CE"
"21",3,0,0.0143,0.0434,0,0.248,0.752,"CE"
"22",7,0,0.0227,0.0401,0,0.3612,0.6388,"DE"
"23",3,0,0.0131,0.0467,0,0.2186,0.7814,"CE"
"24",3,0,0.0125,0.0502,0,0.1998,0.8002,"CE"
"25",4,0,0,0.0579,0,0,1,"E"
"26",4,0,0,0.0608,0,0,1,"E"
"27",3,0,0.0107,0.0489,0,0.179,0.821,"CE"
"28",7,0,0.0176,0.0445,0,0.2833,0.7167,"DE"
"29",4,0,0,0.0616,0,0,1,"E"
"30",2,0.0212,0,0.0408,0.3424,0,0.6576,"AE"
"31",7,0,0.02,0.0443,0,0.3108,0.6892,"DE"
"32",3,0,0.0175,0.0443,0,0.2832,0.7168,"CE"
"33",8,0,0,0.0545,0,0,1,"E"
"34",3,0,0.0195,0.0438,0,0.3076,0.6924,"CE"
"35",4,0,0,0.0632,0,0,1,"E"
"36",2,0.0185,0,0.0507,0.2671,0,0.7329,"AE"
"37",8,0,0,0.0551,0,0,1,"E"
"38",8,0,0,0.0636,0,0,1,"E"
"39",8,0,0,0.0651,0,0,1,"E"
"40",3,0,0.0123,0.0425,0,0.2243,0.7757,"CE"
"41",4,0,0,0.0606,0,0,1,"E"
"42",3,0,0.0148,0.0457,0,0.2452,0.7548,"CE"
"43",2,0.0161,0,0.0441,0.2679,0,0.7321,"AE"
"44",8,0,0,0.0591,0,0,1,"E"
"45",3,0,0.0139,0.0473,0,0.227,0.773,"CE"
"46",4,0,0,0.0558,0,0,1,"E"
"47",4,0,0,0.0599,0,0,1,"E"
"48",8,0,0,0.0591,0,0,1,"E"
"49",3,0,0.0219,0.0351,0,0.3849,0.6151,"CE"
"50",4,0,0,0.0617,0,0,1,"E"
"51",3,0,0.0116,0.0476,0,0.1962,0.8038,"CE"
"52",3,0,0.0217,0.0345,0,0.3864,0.6136,"CE"
"53",4,0,0,0.0574,0,0,1,"E"
"54",3,0,0.0129,0.0473,0,0.214,0.786,"CE"
"55",8,0,0,0.0612,0,0,1,"E"
"56",3,0,0.0117,0.0434,0,0.2131,0.7869,"CE"
"57",7,0,0.0241,0.0375,0,0.3911,0.6089,"DE"
"58",8,0,0,0.0595,0,0,1,"E"
"59",3,0,0.0106,0.0454,0,0.1894,0.8106,"CE"
"60",2,0.0222,0,0.047,0.3202,0,0.6798,"AE"
"61",7,0,0.0261,0.0396,0,0.3978,0.6022,"DE"
"62",3,0,0.012,0.0526,0,0.1862,0.8138,"CE"
"63",3,0,0.0163,0.0448,0,0.2666,0.7334,"CE"
"64",4,0,0,0.0604,0,0,1,"E"
"65",8,0,0,0.0632,0,0,1,"E"
"66",4,0,0,0.0632,0,0,1,"E"
"67",2,0.0217,0,0.0411,0.3454,0,0.6546,"AE"
"68",4,0,0,0.0665,0,0,1,"E"
"69",2,0.0298,0,0.0311,0.4896,0,0.5104,"AE"
"70",4,0,0,0.0599,0,0,1,"E"
"71",3,0,0.012,0.0491,0,0.196,0.804,"CE"
"72",7,0,0.0195,0.0437,0,0.3091,0.6909,"DE"
"73",4,0,0,0.0603,0,0,1,"E"
"74",4,0,0,0.0532,0,0,1,"E"
"75",4,0,0,0.057,0,0,1,"E"
"76",4,0,0,0.0641,0,0,1,"E"
"77",4,0,0,0.0619,0,0,1,"E"
"78",7,0,0.0228,0.0403,0,0.3616,0.6384,"DE"
"79",3,0,0.0116,0.0506,0,0.186,0.814,"CE"
"80",2,0.0225,0,0.044,0.3379,0,0.6621,"AE"
"81",4,0,0,0.0602,0,0,1,"E"
"82",3,0,0.022,0.0394,0,0.3588,0.6412,"CE"
"83",3,0,0.0143,0.0445,0,0.2427,0.7573,"CE"
"84",3,0,0.0139,0.0495,0,0.2189,0.7811,"CE"
"85",4,0,0,0.0511,0,0,1,"E"
"86",4,0,0,0.0533,0,0,1,"E"
"87",8,0,0,0.0612,0,0,1,"E"
"88",4,0,0,0.0647,0,0,1,"E"
"89",8,0,0,0.0619,0,0,1,"E"
"90",3,0,0.0114,0.0478,0,0.1925,0.8075,"CE"
"91",3,0,0.0132,0.0485,0,0.2142,0.7858,"CE"
"92",3,0,0.0159,0.0492,0,0.2437,0.7563,"CE"
"93",3,0,0.0122,0.0413,0,0.228,0.772,"CE"
"94",2,0.0295,0,0.0343,0.4627,0,0.5373,"AE"
"95",6,0.0253,0,0.0368,0.4076,0,0.5924,"AE"
"96",8,0,0,0.0604,0,0,1,"E"
"97",3,0,0.0132,0.0454,0,0.2253,0.7747,"CE"
"98",7,0,0.0241,0.0422,0,0.3633,0.6367,"DE"
"99",3,0,0.0121,0.0511,0,0.1919,0.8081,"CE"
"100",4,0,0,0.0646,0,0,1,"E"
"101",4,0,0,0.0652,0,0,1,"E"
"102",2,0.0211,0,0.0459,0.3146,0,0.6854,"AE"
"103",4,0,0,0.0613,0,0,1,"E"
"104",7,0,0.0225,0.0378,0,0.3732,0.6268,"DE"
"105",3,0,0.0107,0.0453,0,0.1907,0.8093,"CE"
"106",3,0,0.016,0.0472,0,0.2536,0.7464,"CE"
"107",4,0,0,0.0641,0,0,1,"E"
"108",2,0.0174,0,0.0422,0.2924,0,0.7076,"AE"
"109",7,0,0.0223,0.0335,0,0.3991,0.6009,"DE"
"110",4,0,0,0.0566,0,0,1,"E"
"111",3,0,0.0155,0.0486,0,0.2417,0.7583,"CE"
"112",4,0,0,0.0583,0,0,1,"E"
"113",6,0.0169,0,0.0503,0.2519,0,0.7481,"AE"
"114",3,0,0.0125,0.056,0,0.1824,0.8176,"CE"
"115",6,0.0181,0,0.0426,0.298,0,0.702,"AE"
"116",8,0,0,0.0562,0,0,1,"E"
"117",3,0,0.0119,0.0492,0,0.1942,0.8058,"CE"
"118",3,0,0.0134,0.0487,0,0.2154,0.7846,"CE"
"119",8,0,0,0.0591,0,0,1,"E"
"120",2,0.0241,0,0.0367,0.3961,0,0.6039,"AE"
"121",4,0,0,0.0603,0,0,1,"E"
"122",8,0,0,0.061,0,0,1,"E"
"123",2,0.0244,0,0.0428,0.3636,0,0.6364,"AE"
"124",8,0,0,0.0558,0,0,1,"E"
"125",3,0,0.0148,0.0444,0,0.2499,0.7501,"CE"
"126",7,0,0.0229,0.0348,0,0.3974,0.6026,"DE"
"127",7,0,0.0154,0.0468,0,0.2477,0.7523,"DE"
"128",4,0,0,0.0602,0,0,1,"E"
"129",4,0,0,0.0575,0,0,1,"E"
"130",6,0.0195,0,0.0387,0.3351,0,0.6649,"AE"
"131",7,0,0.0183,0.039,0,0.3189,0.6811,"DE"
"132",3,0,0.0129,0.0531,0,0.195,0.805,"CE"
"133",4,0,0,0.0566,0,0,1,"E"
"134",3,0,0.0141,0.0499,0,0.2205,0.7795,"CE"
"135",8,0,0,0.0641,0,0,1,"E"
"136",3,0,0.012,0.0538,0,0.1827,0.8173,"CE"
"137",8,0,0,0.0625,0,0,1,"E"
"138",4,0,0,0.0553,0,0,1,"E"
"139",4,0,0,0.0646,0,0,1,"E"
"140",3,0,0.0151,0.0422,0,0.2632,0.7368,"CE"
"141",8,0,0,0.0549,0,0,1,"E"
"142",4,0,0,0.0576,0,0,1,"E"
"143",4,0,0,0.0622,0,0,1,"E"
"144",4,0,0,0.0619,0,0,1,"E"
"145",4,0,0,0.0592,0,0,1,"E"
"146",4,0,0,0.0594,0,0,1,"E"
"147",8,0,0,0.0573,0,0,1,"E"
"148",6,0.0164,0,0.0449,0.2682,0,0.7318,"AE"
"149",7,0,0.0324,0.0277,0,0.5395,0.4605,"DE"
"150",4,0,0,0.0669,0,0,1,"E"
"151",6,0.0188,0,0.039,0.3255,0,0.6745,"AE"
"152",8,0,0,0.0627,0,0,1,"E"
"153",3,0,0.0112,0.0462,0,0.1949,0.8051,"CE"
"154",8,0,0,0.0566,0,0,1,"E"
"155",7,0,0.0146,0.0453,0,0.2436,0.7564,"DE"
"156",4,0,0,0.0622,0,0,1,"E"
"157",3,0,0.0166,0.0438,0,0.2753,0.7247,"CE"
"158",2,0.0187,0,0.0376,0.3321,0,0.6679,"AE"
"159",4,0,0,0.0639,0,0,1,"E"
"160",4,0,0,0.0576,0,0,1,"E"
"161",4,0,0,0.0554,0,0,1,"E"
"162",4,0,0,0.0639,0,0,1,"E"
"163",6,0.0147,0,0.0503,0.2258,0,0.7742,"AE"
"164",3,0,0.0143,0.0476,0,0.2317,0.7683,"CE"
"165",3,0,0.0218,0.0423,0,0.3404,0.6596,"CE"
"166",4,0,0,0.0545,0,0,1,"E"
"167",2,0.0237,0,0.0385,0.3813,0,0.6187,"AE"
