"","Mcode","A","A_D","E","SA","SD_SC","SE","M"
"1",4,0,0,0.0282,0,0,1,"E"
"2",3,0,0.0093,0.0271,0,0.2548,0.7452,"CE"
"3",3,0,0.0072,0.0227,0,0.2397,0.7603,"CE"
"4",3,0,0.0069,0.0231,0,0.2289,0.7711,"CE"
"5",4,0,0,0.0369,0,0,1,"E"
"6",2,0.0137,0,0.0231,0.3728,0,0.6272,"AE"
"7",3,0,0.0107,0.0237,0,0.3113,0.6887,"CE"
"8",2,0.0145,0,0.0187,0.4359,0,0.5641,"AE"
"9",3,0,0.0075,0.0281,0,0.2095,0.7905,"CE"
"10",4,0,0,0.0326,0,0,1,"E"
"11",3,0,0.0076,0.0276,0,0.215,0.785,"CE"
"12",3,0,0.0072,0.0262,0,0.2163,0.7837,"CE"
"13",3,0,0.0093,0.0239,0,0.2809,0.7191,"CE"
"14",3,0,0.0077,0.0244,0,0.2411,0.7589,"CE"
"15",3,0,0.0096,0.0259,0,0.2705,0.7295,"CE"
"16",3,0,0.0099,0.0277,0,0.2641,0.7359,"CE"
"17",4,0,0,0.0324,0,0,1,"E"
"18",4,0,0,0.0329,0,0,1,"E"
"19",3,0,0.0094,0.0227,0,0.2935,0.7065,"CE"
"20",3,0,0.0116,0.0244,0,0.3215,0.6785,"CE"
"21",3,0,0.0084,0.0259,0,0.2453,0.7547,"CE"
"22",4,0,0,0.0328,0,0,1,"E"
"23",4,0,0,0.0293,0,0,1,"E"
"24",3,0,0.0084,0.0282,0,0.2301,0.7699,"CE"
"25",3,0,0.0062,0.0245,0,0.2023,0.7977,"CE"
"26",3,0,0.0054,0.0227,0,0.1906,0.8094,"CE"
"27",3,0,0.0077,0.0286,0,0.2124,0.7876,"CE"
"28",3,0,0.0054,0.025,0,0.1773,0.8227,"CE"
"29",3,0,0.0082,0.0256,0,0.2416,0.7584,"CE"
"30",4,0,0,0.0356,0,0,1,"E"
"31",4,0,0,0.0349,0,0,1,"E"
"32",3,0,0.0105,0.0201,0,0.3439,0.6561,"CE"
"33",3,0,0.0056,0.0254,0,0.182,0.818,"CE"
"34",2,0.0116,0,0.0187,0.3822,0,0.6178,"AE"
"35",4,0,0,0.0343,0,0,1,"E"
"36",4,0,0,0.0292,0,0,1,"E"
"37",4,0,0,0.0306,0,0,1,"E"
"38",4,0,0,0.033,0,0,1,"E"
"39",4,0,0,0.0301,0,0,1,"E"
"40",3,0,0.0075,0.0246,0,0.2341,0.7659,"CE"
"41",3,0,0.0067,0.0265,0,0.2019,0.7981,"CE"
"42",3,0,0.0065,0.0307,0,0.1756,0.8244,"CE"
"43",4,0,0,0.0293,0,0,1,"E"
"44",3,0,0.0096,0.0234,0,0.2904,0.7096,"CE"
"45",3,0,0.0063,0.0296,0,0.1762,0.8238,"CE"
"46",4,0,0,0.0347,0,0,1,"E"
"47",4,0,0,0.0311,0,0,1,"E"
"48",4,0,0,0.0312,0,0,1,"E"
"49",4,0,0,0.035,0,0,1,"E"
"50",4,0,0,0.0328,0,0,1,"E"
"51",3,0,0.0077,0.0259,0,0.2294,0.7706,"CE"
"52",4,0,0,0.0318,0,0,1,"E"
"53",4,0,0,0.0294,0,0,1,"E"
"54",4,0,0,0.0309,0,0,1,"E"
