"","Simulated_a","Simulated_c","Estimated_a","Estimated_c","Difference"
"1",0.21,0.17,0.05113,0.29405,0.24293
"2",0.21,0.17,0.11976,0.2252,0.10544
"3",0.21,0.17,0.18169,0.15898,-0.0227
"4",0.21,0.17,0.0024,0.34941,0.34701
"5",0.21,0.17,0.23404,0.12749,-0.10655
"6",0.21,0.17,0.08034,0.25368,0.17335
"7",0.21,0.17,0.16246,0.20194,0.03948
"8",0.21,0.17,0.1692,0.16799,-0.00122
"9",0.21,0.17,0.19747,0.13174,-0.06573
"10",0.21,0.17,0.09237,0.2545,0.16213
"11",0.21,0.17,0.16392,0.23357,0.06965
"12",0.21,0.17,0.16745,0.1968,0.02935
"13",0.21,0.17,0.25975,0.10532,-0.15443
"14",0.21,0.17,0.29169,0.09282,-0.19887
"15",0.21,0.17,0.17472,0.24033,0.06562
"16",0.21,0.17,0.22956,0.14635,-0.08321
"17",0.21,0.17,0.2639,0.11535,-0.14855
"18",0.21,0.17,0.12132,0.21885,0.09752
"19",0.21,0.17,0.12841,0.2467,0.11829
"20",0.21,0.17,0.31114,0.09892,-0.21222
"21",0.21,0.17,0.28018,0.10389,-0.17628
"22",0.21,0.17,0.18185,0.19328,0.01143
"23",0.21,0.17,0.2229,0.16289,-0.06001
"24",0.21,0.17,0.24707,0.13427,-0.1128
"25",0.21,0.17,0.22378,0.15164,-0.07215
"26",0.21,0.17,0.0916,0.24004,0.14844
"27",0.21,0.17,0.21002,0.15927,-0.05075
"28",0.21,0.17,0.34549,0.01528,-0.33021
"29",0.21,0.17,0.2093,0.19842,-0.01089
"30",0.21,0.17,0.15726,0.23022,0.07296
"31",0.21,0.17,0.29007,0.11792,-0.17215
"32",0.21,0.17,0.12429,0.25258,0.12829
"33",0.21,0.17,0.22478,0.13337,-0.0914
"34",0.21,0.17,0.32406,0.11025,-0.21381
"35",0.21,0.17,0.1801,0.16489,-0.01522
"36",0.21,0.17,0.278,0.10099,-0.17701
"37",0.21,0.17,0.25568,0.15565,-0.10004
"38",0.21,0.17,0.07354,0.27563,0.20209
"39",0.21,0.17,0.33227,0.08089,-0.25138
"40",0.21,0.17,0.20204,0.21375,0.0117
"41",0.21,0.17,0.23023,0.15236,-0.07787
"42",0.21,0.17,0.31373,0.09339,-0.22034
"43",0.21,0.17,0.31256,0.09513,-0.21742
"44",0.21,0.17,0.19303,0.16098,-0.03205
"45",0.21,0.17,0.27306,0.11441,-0.15865
"46",0.21,0.17,0.11871,0.22641,0.1077
"47",0.21,0.17,0.2301,0.16401,-0.0661
"48",0.21,0.17,0.31031,0.04568,-0.26464
"49",0.21,0.17,0.36709,0.0281,-0.33899
"50",0.21,0.17,0.14145,0.24356,0.10211
"51",0.21,0.17,0.09459,0.2387,0.14412
"52",0.21,0.17,0.24501,0.14025,-0.10477
"53",0.21,0.17,0.29788,0.08312,-0.21476
"54",0.21,0.17,0.16141,0.18854,0.02713
"55",0.21,0.17,0.12279,0.2383,0.11551
"56",0.21,0.17,0.2569,0.11785,-0.13905
"57",0.21,0.17,0.22608,0.15857,-0.06751
"58",0.21,0.17,0.2507,0.09534,-0.15535
"59",0.21,0.17,0.21905,0.16695,-0.0521
"60",0.21,0.17,0.34631,0.05964,-0.28667
"61",0.21,0.17,0.26928,0.11329,-0.15599
"62",0.21,0.17,0.20735,0.17121,-0.03614
"63",0.21,0.17,0.14149,0.23982,0.09833
"64",0.21,0.17,0.08462,0.2594,0.17477
"65",0.21,0.17,0.22586,0.17061,-0.05525
"66",0.21,0.17,0.19439,0.17016,-0.02423
"67",0.21,0.17,0.13104,0.22618,0.09514
"68",0.21,0.17,0.25089,0.11856,-0.13233
"69",0.21,0.17,0.23633,0.17993,-0.0564
"70",0.21,0.17,0.1494,0.19167,0.04228
"71",0.21,0.17,0.18526,0.20712,0.02186
"72",0.21,0.17,0.18583,0.2025,0.01667
"73",0.21,0.17,0.15632,0.20322,0.04689
"74",0.21,0.17,0.20361,0.17687,-0.02674
"75",0.21,0.17,0.19762,0.1893,-0.00831
"76",0.21,0.17,0.17839,0.20402,0.02563
"77",0.21,0.17,0.18288,0.18628,0.0034
"78",0.21,0.17,0.18839,0.20467,0.01627
"79",0.21,0.17,0.19256,0.18905,-0.00351
"80",0.21,0.17,0.28029,0.11806,-0.16224
"81",0.21,0.17,0.21425,0.18811,-0.02614
"82",0.21,0.17,0.24696,0.13817,-0.10879
"83",0.21,0.17,0.21285,0.15036,-0.06249
"84",0.21,0.17,0.16023,0.24302,0.08279
"85",0.21,0.17,0.20815,0.17106,-0.03709
"86",0.21,0.17,0.17395,0.20255,0.0286
"87",0.21,0.17,0.33944,0.07022,-0.26922
"88",0.21,0.17,0.21718,0.19917,-0.01802
"89",0.21,0.17,0.15489,0.20214,0.04725
"90",0.21,0.17,0.27087,0.13967,-0.13121
"91",0.21,0.17,0.27968,0.09366,-0.18602
"92",0.21,0.17,0.17975,0.18627,0.00653
"93",0.21,0.17,0.19984,0.15975,-0.04009
"94",0.21,0.17,0.16774,0.19873,0.03099
"95",0.21,0.17,0.15574,0.21681,0.06107
"96",0.21,0.17,0.09258,0.2947,0.20212
"97",0.21,0.17,0.165,0.18514,0.02014
"98",0.21,0.17,0.31935,0.09125,-0.2281
"99",0.21,0.17,0.22997,0.13934,-0.09063
"100",0.21,0.17,0.13298,0.25148,0.1185
"101",0.21,0.17,0.18345,0.19824,0.01479
"102",0.21,0.17,0.25805,0.1367,-0.12135
"103",0.21,0.17,0.20623,0.17193,-0.0343
"104",0.21,0.17,0.26105,0.16232,-0.09873
"105",0.21,0.17,0.28082,0.11627,-0.16454
"106",0.21,0.17,0.26016,0.13868,-0.12148
"107",0.21,0.17,0.12034,0.26386,0.14352
