"","Simulated_a","Simulated_c","Estimated_a","Estimated_c","Difference"
"1",0,0.15,0,0.08793,0.08793
"2",0,0.15,0,0.35511,0.35511
"3",0,0.15,0.13391,0.05313,-0.08078
"4",0,0.15,0,0.11459,0.11459
"5",0,0.15,0.20603,0,-0.20603
"6",0,0.15,0,0,0
"7",0,0.15,0,0.22874,0.22874
"8",0,0.15,0,0.1866,0.1866
"9",0,0.15,0,0.09339,0.09339
"10",0,0.15,0.33887,0.01997,-0.3189
"11",0,0.15,0.22069,0,-0.22069
"12",0,0.15,0.20389,0,-0.20389
"13",0,0.15,0.09821,0.13766,0.03946
"14",0,0.15,0.02551,0.19772,0.17222
"15",0,0.15,0.03366,0,-0.03366
"16",0,0.15,0,0.02402,0.02402
"17",0,0.15,0.00488,0.1688,0.16392
"18",0,0.15,0,0.05988,0.05988
"19",0,0.15,0,0.07175,0.07175
"20",0,0.15,0,0.08149,0.08149
"21",0,0.15,0,0.17782,0.17782
"22",0,0.15,0.29526,0,-0.29526
"23",0,0.15,0,0.16432,0.16432
"24",0,0.15,0.03521,0.09675,0.06154
"25",0,0.15,0,0.06995,0.06995
"26",0,0.15,0,0.15599,0.15599
"27",0,0.15,0.37091,0,-0.37091
"28",0,0.15,0,0.22436,0.22436
"29",0,0.15,0,0.0395,0.0395
"30",0,0.15,0.34765,0,-0.34765
"31",0,0.15,0.09304,0,-0.09304
"32",0,0.15,0,0.05345,0.05345
"33",0,0.15,0,0.26907,0.26907
"34",0,0.15,0,0.23602,0.23602
"35",0,0.15,0,0.33914,0.33914
"36",0,0.15,0,0.20888,0.20888
"37",0,0.15,0.02378,0.07989,0.05612
"38",0,0.15,0.10389,0.11422,0.01033
"39",0,0.15,0,0.31252,0.31252
"40",0,0.15,0,0.16203,0.16203
"41",0,0.15,0,0,0
"42",0,0.15,0,0.31925,0.31925
"43",0,0.15,0,0.10232,0.10232
"44",0,0.15,0.18394,0,-0.18394
"45",0,0.15,0,0.19191,0.19191
"46",0,0.15,0.2504,0,-0.2504
"47",0,0.15,0,0.05557,0.05557
"48",0,0.15,0.00873,0,-0.00873
"49",0,0.15,0,0.17021,0.17021
"50",0,0.15,0.04737,0,-0.04737
"51",0,0.15,0.32429,0,-0.32429
"52",0,0.15,0,0.21877,0.21877
"53",0,0.15,0,0.21526,0.21526
"54",0,0.15,0.16037,0,-0.16037
"55",0,0.15,0.24503,0,-0.24503
"56",0,0.15,0,0.3309,0.3309
"57",0,0.15,0,0.24635,0.24635
"58",0,0.15,0,0.24788,0.24788
"59",0,0.15,0,0.23312,0.23312
"60",0,0.15,0.14105,0.08151,-0.05953
"61",0,0.15,0,0,0
"62",0,0.15,0,0.0693,0.0693
"63",0,0.15,0,0.12695,0.12695
"64",0,0.15,0.0127,0.17137,0.15867
"65",0,0.15,0,0.11651,0.11651
"66",0,0.15,0.17814,0.14439,-0.03375
"67",0,0.15,0.08848,0,-0.08848
"68",0,0.15,0,0,0
"69",0,0.15,0.17991,0,-0.17991
"70",0,0.15,0.05756,0.05355,-0.00401
"71",0,0.15,0.2657,0,-0.2657
"72",0,0.15,0,0.19366,0.19366
"73",0,0.15,0,0.25529,0.25529
"74",0,0.15,0.12698,0,-0.12698
"75",0,0.15,0.09771,0.05568,-0.04203
"76",0,0.15,0,0.06259,0.06259
"77",0,0.15,0.18715,0.16482,-0.02232
"78",0,0.15,0,0.16874,0.16874
"79",0,0.15,0.10934,0,-0.10934
"80",0,0.15,0.1906,0,-0.1906
"81",0,0.15,0,0.06737,0.06737
"82",0,0.15,0,0.18357,0.18357
"83",0,0.15,0,0.04873,0.04873
"84",0,0.15,0,0.13195,0.13195
"85",0,0.15,0.0928,0,-0.0928
"86",0,0.15,0.11818,0,-0.11818
"87",0,0.15,0.03085,0.14105,0.1102
"88",0,0.15,0,0.11792,0.11792
"89",0,0.15,0,0.19351,0.19351
"90",0,0.15,0,0.21995,0.21995
"91",0,0.15,0.07498,0.2204,0.14543
"92",0,0.15,0,0.24604,0.24604
"93",0,0.15,0.27894,0,-0.27894
"94",0,0.15,0,0.25301,0.25301
"95",0,0.15,0,0.07897,0.07897
"96",0,0.15,0,0.01803,0.01803
"97",0,0.15,0.08093,0.03169,-0.04923
"98",0,0.15,0.15365,0,-0.15365
"99",0,0.15,0,0.27913,0.27913
"100",0,0.15,0.12655,0,-0.12655
"101",0,0.15,0.0303,0.06899,0.03869
"102",0,0.15,0.0399,0.24441,0.20451
"103",0,0.15,0.27665,0,-0.27665
"104",0,0.15,0,0.05714,0.05714
"105",0,0.15,0,0.07715,0.07715
"106",0,0.15,0.11974,0,-0.11974
"107",0,0.15,0.19017,0,-0.19017
"108",0,0.15,0,0.18748,0.18748
"109",0,0.15,0,0.08866,0.08866
"110",0,0.15,0,0,0
"111",0,0.15,0.08358,0.23588,0.15229
"112",0,0.15,0,0.32005,0.32005
"113",0,0.15,0,0.17908,0.17908
"114",0,0.15,0.25511,0,-0.25511
"115",0,0.15,0,0.31572,0.31572
"116",0,0.15,0.08993,0,-0.08993
"117",0,0.15,0,0.14605,0.14605
"118",0,0.15,0.29844,0.00177,-0.29668
"119",0,0.15,0.3147,0,-0.3147
"120",0,0.15,0,0.01958,0.01958
"121",0,0.15,0.01806,0.12768,0.10963
"122",0,0.15,0.1709,0.24832,0.07741
"123",0,0.15,0,0.11655,0.11655
"124",0,0.15,0.21858,0,-0.21858
"125",0,0.15,0.13036,0,-0.13036
"126",0,0.15,0,0.17857,0.17857
"127",0,0.15,0,0,0
"128",0,0.15,0.07603,0.0838,0.00777
"129",0,0.15,0.03602,0.23123,0.1952
"130",0,0.15,0.1628,0,-0.1628
"131",0,0.15,0,0.13484,0.13484
"132",0,0.15,0,0.2096,0.2096
"133",0,0.15,0,0.24578,0.24578
"134",0,0.15,0,0.10655,0.10655
"135",0,0.15,0,0.0795,0.0795
"136",0,0.15,0.22212,0.12066,-0.10146
"137",0,0.15,0,0.13234,0.13234
"138",0,0.15,0.07173,0,-0.07173
"139",0,0.15,0.06029,0,-0.06029
"140",0,0.15,0.24434,0,-0.24434
"141",0,0.15,0.1026,0,-0.1026
"142",0,0.15,0,0.01713,0.01713
"143",0,0.15,0,0.16661,0.16661
"144",0,0.15,0,0,0
"145",0,0.15,0,0,0
"146",0,0.15,0.15485,0.11284,-0.04201
"147",0,0.15,0.11922,0.05419,-0.06503
"148",0,0.15,0.02212,0,-0.02212
"149",0,0.15,0.02779,0.17351,0.14572
"150",0,0.15,0,0.25867,0.25867
"151",0,0.15,0,0.0805,0.0805
"152",0,0.15,0.0395,0,-0.0395
"153",0,0.15,0.23179,0,-0.23179
"154",0,0.15,0,0.25341,0.25341
"155",0,0.15,0,0.08289,0.08289
"156",0,0.15,0,0.22594,0.22594
"157",0,0.15,0,0.17447,0.17447
"158",0,0.15,0.11905,0.16201,0.04296
"159",0,0.15,0,0.07279,0.07279
"160",0,0.15,0.24979,0,-0.24979
"161",0,0.15,0,0.26642,0.26642
"162",0,0.15,0.21375,0,-0.21375
"163",0,0.15,0,0.11332,0.11332
"164",0,0.15,0,0.00534,0.00534
"165",0,0.15,0,0.12058,0.12058
"166",0,0.15,0,0.03931,0.03931
"167",0,0.15,0,0.15028,0.15028
"168",0,0.15,0.21704,0.16424,-0.0528
"169",0,0.15,0.13434,0,-0.13434
"170",0,0.15,0.36044,0,-0.36044
"171",0,0.15,0,0.04031,0.04031
"172",0,0.15,0,0.16795,0.16795
"173",0,0.15,0,0,0
"174",0,0.15,0.20075,0.06829,-0.13246
