"","Simulated_a","Simulated_c","Estimated_a","Estimated_c","Difference"
"1",0.21,0.17,0.4505,0,-0.4505
"2",0.21,0.17,0,0.29118,0.29118
"3",0.21,0.17,0.10572,0.23329,0.12757
"4",0.21,0.17,0,0.28005,0.28005
"5",0.21,0.17,0,0.3392,0.3392
"6",0.21,0.17,0.20958,0.04127,-0.16831
"7",0.21,0.17,0.19842,0.05825,-0.14016
"8",0.21,0.17,0.36962,0,-0.36962
"9",0.21,0.17,0.01311,0.47409,0.46098
"10",0.21,0.17,0.37105,0,-0.37105
"11",0.21,0.17,0.32322,0.03794,-0.28528
"12",0.21,0.17,0,0.30308,0.30308
"13",0.21,0.17,0,0.34518,0.34518
"14",0.21,0.17,0.52774,0,-0.52774
"15",0.21,0.17,0.51657,0.07017,-0.4464
"16",0.21,0.17,0.41775,0,-0.41775
"17",0.21,0.17,0.45566,0,-0.45566
"18",0.21,0.17,0,0.35494,0.35494
"19",0.21,0.17,0.38335,0,-0.38335
"20",0.21,0.17,0,0.27431,0.27431
"21",0.21,0.17,0.32449,0,-0.32449
"22",0.21,0.17,0.26586,0.09993,-0.16593
"23",0.21,0.17,0.34017,0.07487,-0.2653
"24",0.21,0.17,0,0.24519,0.24519
"25",0.21,0.17,0.37174,0.1516,-0.22014
"26",0.21,0.17,0.11064,0.17723,0.06659
"27",0.21,0.17,0.31483,0,-0.31483
"28",0.21,0.17,0.51324,0,-0.51324
"29",0.21,0.17,0.20164,0,-0.20164
"30",0.21,0.17,0.12481,0.22521,0.10041
"31",0.21,0.17,0.10569,0.26142,0.15573
"32",0.21,0.17,0.28351,0.08652,-0.19698
"33",0.21,0.17,0.31407,0.04887,-0.2652
"34",0.21,0.17,0.4904,0,-0.4904
"35",0.21,0.17,0.31705,0.14262,-0.17443
"36",0.21,0.17,0.17092,0.15728,-0.01364
"37",0.21,0.17,0.24725,0.18047,-0.06678
"38",0.21,0.17,0,0.22073,0.22073
"39",0.21,0.17,0,0.2941,0.2941
"40",0.21,0.17,0.45969,0,-0.45969
"41",0.21,0.17,0.42822,0,-0.42822
"42",0.21,0.17,0.26309,0.18256,-0.08053
"43",0.21,0.17,0.29724,0.16711,-0.13013
"44",0.21,0.17,0.27549,0,-0.27549
"45",0.21,0.17,0.04371,0.33098,0.28727
"46",0.21,0.17,0.55706,0,-0.55706
"47",0.21,0.17,0.07034,0.44198,0.37164
"48",0.21,0.17,0,0.36578,0.36578
"49",0.21,0.17,0.5003,0,-0.5003
"50",0.21,0.17,0.32078,0.13291,-0.18787
"51",0.21,0.17,0.11088,0.19391,0.08304
"52",0.21,0.17,0.36958,0,-0.36958
"53",0.21,0.17,0.31122,0.18791,-0.12331
"54",0.21,0.17,0.5619,0.0247,-0.5372
"55",0.21,0.17,0.13446,0.35601,0.22155
"56",0.21,0.17,0,0.22128,0.22128
"57",0.21,0.17,0,0.41591,0.41591
"58",0.21,0.17,0,0.32908,0.32908
"59",0.21,0.17,0.57303,0,-0.57303
"60",0.21,0.17,0.48134,0.04288,-0.43846
"61",0.21,0.17,0.11729,0.22408,0.10679
"62",0.21,0.17,0.3657,0,-0.3657
"63",0.21,0.17,0.25617,0.19605,-0.06013
"64",0.21,0.17,0.24521,0.23278,-0.01243
"65",0.21,0.17,0.06952,0.45896,0.38944
"66",0.21,0.17,0.15103,0.2445,0.09347
"67",0.21,0.17,0,0.22647,0.22647
"68",0.21,0.17,0.3172,0.01128,-0.30592
"69",0.21,0.17,0.47544,0,-0.47544
"70",0.21,0.17,0.34563,0.12795,-0.21768
"71",0.21,0.17,0.1682,0.09689,-0.07131
"72",0.21,0.17,0,0.44833,0.44833
"73",0.21,0.17,0.08778,0.30366,0.21588
"74",0.21,0.17,0,0.48945,0.48945
"75",0.21,0.17,0,0.47833,0.47833
"76",0.21,0.17,0.02637,0.20296,0.1766
"77",0.21,0.17,0,0.20558,0.20558
"78",0.21,0.17,0.01849,0.23903,0.22054
"79",0.21,0.17,0,0.2299,0.2299
"80",0.21,0.17,0.40488,0,-0.40488
"81",0.21,0.17,0.29231,0.02748,-0.26483
"82",0.21,0.17,0.36134,0,-0.36134
"83",0.21,0.17,0.35504,0.06855,-0.28649
"84",0.21,0.17,0,0.45466,0.45466
"85",0.21,0.17,0.42265,0,-0.42265
"86",0.21,0.17,0.42026,0,-0.42026
"87",0.21,0.17,0.03359,0.28131,0.24772
"88",0.21,0.17,0.3733,0.12666,-0.24664
"89",0.21,0.17,0.38017,0,-0.38017
"90",0.21,0.17,0.20698,0.26551,0.05853
"91",0.21,0.17,0.36838,0,-0.36838
"92",0.21,0.17,0.55134,0,-0.55134
"93",0.21,0.17,0.39435,0,-0.39435
"94",0.21,0.17,0.35933,0.04547,-0.31386
"95",0.21,0.17,0.09082,0.21355,0.12273
"96",0.21,0.17,0.34575,0,-0.34575
"97",0.21,0.17,0.15933,0.25677,0.09743
"98",0.21,0.17,0,0.38194,0.38194
"99",0.21,0.17,0.32673,0.08528,-0.24145
"100",0.21,0.17,0.26273,0.12277,-0.13996
"101",0.21,0.17,0.41243,0.12273,-0.28969
"102",0.21,0.17,0.01564,0.36943,0.35379
"103",0.21,0.17,0,0.33941,0.33941
"104",0.21,0.17,0.0503,0.17461,0.12431
"105",0.21,0.17,0.34792,0,-0.34792
"106",0.21,0.17,0.5391,0,-0.5391
"107",0.21,0.17,0,0.35888,0.35888
"108",0.21,0.17,0.36625,0,-0.36625
"109",0.21,0.17,0.31086,0,-0.31086
"110",0.21,0.17,0.11157,0.27495,0.16339
"111",0.21,0.17,0.41758,0,-0.41758
"112",0.21,0.17,0.1137,0.19875,0.08506
"113",0.21,0.17,0,0.42311,0.42311
"114",0.21,0.17,0,0.44075,0.44075
"115",0.21,0.17,0.34211,0,-0.34211
"116",0.21,0.17,0.32556,0.05263,-0.27294
"117",0.21,0.17,0,0.42567,0.42567
"118",0.21,0.17,0.20244,0.25271,0.05027
"119",0.21,0.17,0.14292,0.19913,0.05621
"120",0.21,0.17,0.33612,0,-0.33612
"121",0.21,0.17,0,0.47699,0.47699
"122",0.21,0.17,0,0.35937,0.35937
"123",0.21,0.17,0.33198,0,-0.33198
"124",0.21,0.17,0.35497,0,-0.35497
"125",0.21,0.17,0,0.37708,0.37708
"126",0.21,0.17,0,0.29378,0.29378
"127",0.21,0.17,0.02926,0.258,0.22875
"128",0.21,0.17,0,0.38874,0.38874
"129",0.21,0.17,0.07834,0.17818,0.09984
"130",0.21,0.17,0,0.24716,0.24716
"131",0.21,0.17,0.40101,0,-0.40101
"132",0.21,0.17,0,0.20976,0.20976
"133",0.21,0.17,0.44406,0.01518,-0.42889
"134",0.21,0.17,0.3783,0.0236,-0.35471
"135",0.21,0.17,0.30874,0,-0.30874
"136",0.21,0.17,0.31748,0,-0.31748
"137",0.21,0.17,0.32487,0,-0.32487
"138",0.21,0.17,0,0.1583,0.1583
"139",0.21,0.17,0.1265,0.35625,0.22975
"140",0.21,0.17,0,0.38833,0.38833
"141",0.21,0.17,0.09694,0.32107,0.22412
"142",0.21,0.17,0.3698,0.03383,-0.33597
"143",0.21,0.17,0,0.34137,0.34137
"144",0.21,0.17,0,0.44769,0.44769
"145",0.21,0.17,0.41831,0,-0.41831
"146",0.21,0.17,0.23688,0.05138,-0.1855
"147",0.21,0.17,0.14811,0,-0.14811
"148",0.21,0.17,0.46629,0.01705,-0.44924
"149",0.21,0.17,0.45044,0.01281,-0.43763
"150",0.21,0.17,0.39943,0.10303,-0.29641
"151",0.21,0.17,0,0.26647,0.26647
"152",0.21,0.17,0,0.25763,0.25763
"153",0.21,0.17,0,0.27766,0.27766
"154",0.21,0.17,0.48787,0,-0.48787
"155",0.21,0.17,0.31376,0,-0.31376
"156",0.21,0.17,0,0.21983,0.21983
"157",0.21,0.17,0.25541,0.29838,0.04297
"158",0.21,0.17,0.14843,0.09722,-0.05121
"159",0.21,0.17,0.07756,0.18509,0.10753
"160",0.21,0.17,0.31373,0,-0.31373
"161",0.21,0.17,0.45967,0,-0.45967
"162",0.21,0.17,0.33649,0.03191,-0.30458
"163",0.21,0.17,0,0.39237,0.39237
"164",0.21,0.17,0.34987,0.11656,-0.23331
"165",0.21,0.17,0.2591,0,-0.2591
"166",0.21,0.17,0.34258,0,-0.34258
"167",0.21,0.17,0.29117,0,-0.29117
"168",0.21,0.17,0.32714,0.16695,-0.16019
"169",0.21,0.17,0,0.24339,0.24339
"170",0.21,0.17,0.46046,0,-0.46046
"171",0.21,0.17,0.31553,0,-0.31553
"172",0.21,0.17,0.06068,0.20647,0.14579
"173",0.21,0.17,0,0.41984,0.41984
"174",0.21,0.17,0,0.2778,0.2778
"175",0.21,0.17,0.4463,0.02269,-0.42361
"176",0.21,0.17,0.24047,0,-0.24047
"177",0.21,0.17,0.35764,0,-0.35764
"178",0.21,0.17,0,0.07322,0.07322
"179",0.21,0.17,0.26785,0.29238,0.02453
"180",0.21,0.17,0,0.54539,0.54539
"181",0.21,0.17,0,0.28196,0.28196
"182",0.21,0.17,0.14977,0.20685,0.05708
"183",0.21,0.17,0,0.25021,0.25021
"184",0.21,0.17,0.2476,0.11705,-0.13055
"185",0.21,0.17,0.1882,0.07491,-0.11328
"186",0.21,0.17,0.51693,0,-0.51693
"187",0.21,0.17,0.57914,0,-0.57914
"188",0.21,0.17,0.18681,0.1708,-0.01601
"189",0.21,0.17,0,0.37088,0.37088
"190",0.21,0.17,0.34828,0,-0.34828
"191",0.21,0.17,0.4356,0.04882,-0.38678
"192",0.21,0.17,0.263,0.14738,-0.11563
"193",0.21,0.17,0.2285,0.26892,0.04042
"194",0.21,0.17,0,0.36704,0.36704
"195",0.21,0.17,0.22311,0.08798,-0.13513
"196",0.21,0.17,0.33024,0.16441,-0.16583
"197",0.21,0.17,0.46494,0,-0.46494
"198",0.21,0.17,0.39836,0,-0.39836
"199",0.21,0.17,0,0.45084,0.45084
"200",0.21,0.17,0,0.35399,0.35399
"201",0.21,0.17,0.41746,0,-0.41746
"202",0.21,0.17,0,0.31013,0.31013
"203",0.21,0.17,0.45446,0.11331,-0.34115
"204",0.21,0.17,0.08332,0.27211,0.18878
"205",0.21,0.17,0.0282,0.31004,0.28184
"206",0.21,0.17,0.24511,0,-0.24511
"207",0.21,0.17,0.11732,0.11039,-0.00693
"208",0.21,0.17,0,0.18439,0.18439
"209",0.21,0.17,0,0.13564,0.13564
"210",0.21,0.17,0,0.49492,0.49492
"211",0.21,0.17,0.16752,0.2953,0.12778
"212",0.21,0.17,0.44839,0.00787,-0.44051
"213",0.21,0.17,0,0.49813,0.49813
"214",0.21,0.17,0.3374,0,-0.3374
"215",0.21,0.17,0.14484,0.08384,-0.061
"216",0.21,0.17,0.49687,0,-0.49687
"217",0.21,0.17,0.39037,0,-0.39037
"218",0.21,0.17,0.25713,0.24613,-0.011
"219",0.21,0.17,0.30634,0.01139,-0.29495
"220",0.21,0.17,0.19506,0,-0.19506
"221",0.21,0.17,0.20389,0.28067,0.07678
"222",0.21,0.17,0.26951,0,-0.26951
"223",0.21,0.17,0.20314,0.12548,-0.07766
"224",0.21,0.17,0.33263,0.19368,-0.13895
"225",0.21,0.17,0.35366,0.17781,-0.17585
"226",0.21,0.17,0.1293,0.36399,0.23469
"227",0.21,0.17,0.30409,0.26692,-0.03716
"228",0.21,0.17,0,0.49294,0.49294
"229",0.21,0.17,0,0.47782,0.47782
"230",0.21,0.17,0.43689,0,-0.43689
"231",0.21,0.17,0.36071,0,-0.36071
"232",0.21,0.17,0.49992,0,-0.49992
"233",0.21,0.17,0.45469,0.02952,-0.42517
"234",0.21,0.17,0,0.3091,0.3091
"235",0.21,0.17,0,0.52866,0.52866
"236",0.21,0.17,0,0.19005,0.19005
"237",0.21,0.17,0.0777,0.34243,0.26473
"238",0.21,0.17,0.30152,0,-0.30152
"239",0.21,0.17,0.10847,0.18668,0.0782
"240",0.21,0.17,0.57539,0,-0.57539
"241",0.21,0.17,0.16524,0.29055,0.12531
"242",0.21,0.17,0.44012,0.09668,-0.34344
"243",0.21,0.17,0.45045,0.04701,-0.40344
"244",0.21,0.17,0,0.2003,0.2003
"245",0.21,0.17,0.22353,0.21033,-0.01319
"246",0.21,0.17,0.1402,0.14956,0.00937
"247",0.21,0.17,0.55136,0,-0.55136
"248",0.21,0.17,0.13798,0.32002,0.18204
"249",0.21,0.17,0,0.34602,0.34602
"250",0.21,0.17,0.32921,0,-0.32921
"251",0.21,0.17,0,0.38078,0.38078
"252",0.21,0.17,0.53717,0,-0.53717
"253",0.21,0.17,0.24535,0.0715,-0.17386
"254",0.21,0.17,0.0655,0.36012,0.29462
"255",0.21,0.17,0.43743,0,-0.43743
"256",0.21,0.17,0.43596,0,-0.43596
"257",0.21,0.17,0,0.44532,0.44532
"258",0.21,0.17,0.47391,0,-0.47391
"259",0.21,0.17,0.23856,0.19312,-0.04543
"260",0.21,0.17,0.37291,0,-0.37291
"261",0.21,0.17,0.2031,0.19075,-0.01236
"262",0.21,0.17,0.34689,0,-0.34689
"263",0.21,0.17,0.48643,0,-0.48643
"264",0.21,0.17,0.50795,0,-0.50795
"265",0.21,0.17,0.39528,0.24763,-0.14765
"266",0.21,0.17,0.01325,0.4643,0.45105
"267",0.21,0.17,0.13184,0.37055,0.23871
"268",0.21,0.17,0.01258,0.39688,0.3843
"269",0.21,0.17,0.31363,0,-0.31363
"270",0.21,0.17,0.26549,0.07684,-0.18864
"271",0.21,0.17,0.32013,0.12723,-0.1929
"272",0.21,0.17,0.09742,0.19199,0.09456
"273",0.21,0.17,0.31123,0,-0.31123
"274",0.21,0.17,0.2516,0.37508,0.12348
"275",0.21,0.17,0.05894,0.27201,0.21308
"276",0.21,0.17,0.5126,0,-0.5126
"277",0.21,0.17,0.02942,0.3527,0.32329
"278",0.21,0.17,0.2276,0.27679,0.04919
"279",0.21,0.17,0.12427,0.36267,0.2384
"280",0.21,0.17,0.42329,0,-0.42329
"281",0.21,0.17,0.53258,0,-0.53258
"282",0.21,0.17,0.51317,0,-0.51317
"283",0.21,0.17,0,0.38092,0.38092
"284",0.21,0.17,0.26034,0.06962,-0.19072
"285",0.21,0.17,0.27636,0.24271,-0.03365
"286",0.21,0.17,0.15798,0.15001,-0.00796
"287",0.21,0.17,0.13894,0.318,0.17906
"288",0.21,0.17,0.20007,0.15979,-0.04029
"289",0.21,0.17,0.40776,0,-0.40776
"290",0.21,0.17,0.11298,0.24332,0.13034
"291",0.21,0.17,0,0.47668,0.47668
"292",0.21,0.17,0.33203,0,-0.33203
"293",0.21,0.17,0.23091,0.14231,-0.08859
"294",0.21,0.17,0.27328,0.05431,-0.21898
"295",0.21,0.17,0.10239,0.37967,0.27728
"296",0.21,0.17,0,0.42795,0.42795
"297",0.21,0.17,0,0.3162,0.3162
"298",0.21,0.17,0.15252,0.33681,0.18428
"299",0.21,0.17,0,0.39617,0.39617
"300",0.21,0.17,0,0.24352,0.24352
"301",0.21,0.17,0,0.3531,0.3531
"302",0.21,0.17,0,0.50849,0.50849
"303",0.21,0.17,0.42298,0,-0.42298
"304",0.21,0.17,0.00745,0.36462,0.35717
"305",0.21,0.17,0.32564,0.19011,-0.13554
"306",0.21,0.17,0.02144,0.26097,0.23953
"307",0.21,0.17,0.20983,0.08103,-0.1288
"308",0.21,0.17,0.06788,0.35244,0.28456
"309",0.21,0.17,0.27746,0.02844,-0.24902
"310",0.21,0.17,0.13467,0.29512,0.16045
"311",0.21,0.17,0.40579,0,-0.40579
"312",0.21,0.17,0.08245,0,-0.08245
"313",0.21,0.17,0.28003,0.03813,-0.24189
"314",0.21,0.17,0.3497,0.08435,-0.26535
"315",0.21,0.17,0.18556,0.10103,-0.08453
"316",0.21,0.17,0.26815,0.27872,0.01057
"317",0.21,0.17,0.43264,0.00509,-0.42754
"318",0.21,0.17,0.37961,0,-0.37961
"319",0.21,0.17,0,0.31403,0.31403
"320",0.21,0.17,0,0.30593,0.30593
"321",0.21,0.17,0.11752,0.22968,0.11216
"322",0.21,0.17,0.28613,0.0951,-0.19103
"323",0.21,0.17,0.49822,0,-0.49822
"324",0.21,0.17,0,0.47277,0.47277
"325",0.21,0.17,0.33742,0.01367,-0.32375
"326",0.21,0.17,0,0.24075,0.24075
"327",0.21,0.17,0.42963,0.04304,-0.38659
"328",0.21,0.17,0.62149,0.01878,-0.60271
"329",0.21,0.17,0.36399,0.10363,-0.26036
"330",0.21,0.17,0.2251,0,-0.2251
"331",0.21,0.17,0.25698,0,-0.25698
"332",0.21,0.17,0.61278,0.04227,-0.57051
"333",0.21,0.17,0.42,0,-0.42
"334",0.21,0.17,0,0.21753,0.21753
"335",0.21,0.17,0.05217,0.206,0.15382
