"","Simulated_a","Simulated_c","Estimated_a","Estimated_c","Difference"
"1",0.33,0,0.32714,0.03762,-0.28951
"2",0.33,0,0.32534,0.01899,-0.30635
"3",0.33,0,0.27152,0.05978,-0.21174
"4",0.33,0,0.27264,0.06862,-0.20403
"5",0.33,0,0.33598,0,-0.33598
"6",0.33,0,0.34894,0,-0.34894
"7",0.33,0,0.24121,0.06941,-0.1718
"8",0.33,0,0.26673,0.05535,-0.21138
"9",0.33,0,0.35286,0.01422,-0.33864
"10",0.33,0,0.29841,0,-0.29841
"11",0.33,0,0.28902,0.01344,-0.27557
"12",0.33,0,0.36716,0,-0.36716
"13",0.33,0,0.31834,0.00335,-0.31499
"14",0.33,0,0.3536,0,-0.3536
"15",0.33,0,0.27697,0,-0.27697
"16",0.33,0,0.29387,0,-0.29387
"17",0.33,0,0.28556,0.06198,-0.22359
"18",0.33,0,0.32594,0.02246,-0.30347
"19",0.33,0,0.28957,0.03157,-0.25799
"20",0.33,0,0.36921,0,-0.36921
"21",0.33,0,0.32954,0,-0.32954
"22",0.33,0,0.328,0.01304,-0.31497
"23",0.33,0,0.29168,0.04136,-0.25032
"24",0.33,0,0.32266,0,-0.32266
"25",0.33,0,0.32588,0,-0.32588
"26",0.33,0,0.292,0,-0.292
"27",0.33,0,0.34816,0,-0.34816
"28",0.33,0,0.32677,0,-0.32677
"29",0.33,0,0.19106,0.10505,-0.08601
"30",0.33,0,0.32914,0,-0.32914
"31",0.33,0,0.30686,0,-0.30686
"32",0.33,0,0.29759,0,-0.29759
"33",0.33,0,0.27964,0.0457,-0.23394
"34",0.33,0,0.21185,0.08681,-0.12504
"35",0.33,0,0.30846,0.01087,-0.29759
"36",0.33,0,0.33114,0,-0.33114
"37",0.33,0,0.29937,0.0517,-0.24767
"38",0.33,0,0.31862,0,-0.31862
"39",0.33,0,0.29833,0.03207,-0.26626
"40",0.33,0,0.32091,0,-0.32091
"41",0.33,0,0.35316,0,-0.35316
"42",0.33,0,0.30638,0.01625,-0.29013
"43",0.33,0,0.3151,0,-0.3151
"44",0.33,0,0.33365,0,-0.33365
"45",0.33,0,0.29146,0.04956,-0.2419
"46",0.33,0,0.23053,0.06559,-0.16495
"47",0.33,0,0.29379,0.05544,-0.23835
"48",0.33,0,0.34938,0,-0.34938
"49",0.33,0,0.32455,0,-0.32455
"50",0.33,0,0.34012,0,-0.34012
"51",0.33,0,0.39121,0,-0.39121
"52",0.33,0,0.29845,0.02904,-0.26941
"53",0.33,0,0.29703,0,-0.29703
"54",0.33,0,0.29956,0.06218,-0.23738
"55",0.33,0,0.27044,0.07205,-0.19839
"56",0.33,0,0.26903,0,-0.26903
"57",0.33,0,0.2105,0.11566,-0.09484
"58",0.33,0,0.33381,0,-0.33381
"59",0.33,0,0.28316,0.05039,-0.23277
"60",0.33,0,0.32492,0,-0.32492
