"","Simulated_a","Simulated_c","Estimated_a","Estimated_c","Difference"
"1",0,0.15,0,0.13823,0.13823
"2",0,0.15,0,0.1158,0.1158
"3",0,0.15,0.13601,0.05088,-0.08513
"4",0,0.15,0,0.14928,0.14928
"5",0,0.15,0.07437,0.08428,0.00991
"6",0,0.15,0,0.18833,0.18833
"7",0,0.15,0.20433,0.02051,-0.18383
"8",0,0.15,0.01646,0.11866,0.1022
"9",0,0.15,0.03758,0.11408,0.07649
"10",0,0.15,0,0.13398,0.13398
"11",0,0.15,0.0037,0.15841,0.15471
"12",0,0.15,0,0.15593,0.15593
"13",0,0.15,0,0.13753,0.13753
"14",0,0.15,0,0.11324,0.11324
"15",0,0.15,0,0.08995,0.08995
"16",0,0.15,0,0.13178,0.13178
"17",0,0.15,0.09734,0.05858,-0.03876
"18",0,0.15,0.05564,0.09953,0.04389
"19",0,0.15,0.1375,0.01557,-0.12194
"20",0,0.15,0.00769,0.16182,0.15413
"21",0,0.15,0,0.15362,0.15362
"22",0,0.15,0,0.16116,0.16116
"23",0,0.15,0.01845,0.10017,0.08172
"24",0,0.15,0.07045,0.13178,0.06132
"25",0,0.15,0,0.11434,0.11434
"26",0,0.15,0.0862,0.08835,0.00214
"27",0,0.15,0,0.13538,0.13538
"28",0,0.15,0,0.11999,0.11999
"29",0,0.15,0,0.13834,0.13834
"30",0,0.15,0.0101,0.10854,0.09845
"31",0,0.15,0.0854,0.09285,0.00745
"32",0,0.15,0.02248,0.13648,0.114
"33",0,0.15,0,0.13693,0.13693
"34",0,0.15,0.1024,0.05426,-0.04813
"35",0,0.15,0.06701,0.12272,0.05571
"36",0,0.15,0.11952,0.08011,-0.03941
"37",0,0.15,0,0.1399,0.1399
"38",0,0.15,0.12207,0.05332,-0.06875
"39",0,0.15,0.06368,0.11497,0.0513
"40",0,0.15,0.01581,0.15064,0.13484
"41",0,0.15,0,0.12449,0.12449
"42",0,0.15,0.07343,0.0949,0.02147
"43",0,0.15,0,0.19321,0.19321
"44",0,0.15,0.00325,0.16635,0.16309
"45",0,0.15,0,0.14796,0.14796
"46",0,0.15,0.04701,0.11067,0.06366
"47",0,0.15,0,0.16219,0.16219
"48",0,0.15,0.1564,0,-0.1564
"49",0,0.15,0.04022,0.11444,0.07422
"50",0,0.15,0,0.13196,0.13196
"51",0,0.15,0,0.1791,0.1791
"52",0,0.15,0.05209,0.12858,0.07649
"53",0,0.15,0.06663,0.08455,0.01792
"54",0,0.15,0.02282,0.15182,0.129
"55",0,0.15,0.02961,0.1065,0.07689
"56",0,0.15,0,0.15145,0.15145
"57",0,0.15,0,0.13449,0.13449
"58",0,0.15,0,0.13978,0.13978
"59",0,0.15,0.13757,0.06088,-0.07669
"60",0,0.15,0,0.14985,0.14985
"61",0,0.15,0.04918,0.10167,0.05249
"62",0,0.15,0.00865,0.16414,0.15549
"63",0,0.15,0,0.13521,0.13521
"64",0,0.15,0,0.11995,0.11995
"65",0,0.15,0.03119,0.12249,0.09129
"66",0,0.15,0,0.13489,0.13489
"67",0,0.15,0.00495,0.14705,0.1421
"68",0,0.15,0,0.1522,0.1522
"69",0,0.15,0.03064,0.08342,0.05278
"70",0,0.15,0.12856,0.03071,-0.09785
"71",0,0.15,0,0.16702,0.16702
"72",0,0.15,0.04217,0.11946,0.07729
"73",0,0.15,0.02997,0.10702,0.07705
"74",0,0.15,0,0.13693,0.13693
"75",0,0.15,0.03034,0.14498,0.11464
"76",0,0.15,0,0.15496,0.15496
"77",0,0.15,0.00053,0.13479,0.13427
"78",0,0.15,0,0.19179,0.19179
"79",0,0.15,0.03362,0.11425,0.08063
"80",0,0.15,0,0.1659,0.1659
"81",0,0.15,0.06134,0.11113,0.04978
"82",0,0.15,0.01745,0.15262,0.13517
"83",0,0.15,0.11711,0.05704,-0.06007
"84",0,0.15,0.00629,0.18632,0.18003
"85",0,0.15,0,0.16122,0.16122
"86",0,0.15,0.07209,0.10188,0.02979
"87",0,0.15,0.10522,0.09291,-0.01231
"88",0,0.15,0,0.19913,0.19913
"89",0,0.15,0,0.12745,0.12745
"90",0,0.15,0.0788,0.07739,-0.00142
"91",0,0.15,0,0.17175,0.17175
"92",0,0.15,0,0.15308,0.15308
"93",0,0.15,0.13732,0.03571,-0.10161
"94",0,0.15,0,0.14883,0.14883
"95",0,0.15,0.01414,0.14546,0.13132
"96",0,0.15,0.20164,0.00673,-0.19491
"97",0,0.15,0.00642,0.12886,0.12244
"98",0,0.15,0.10676,0.02639,-0.08038
"99",0,0.15,0.03147,0.15483,0.12336
"100",0,0.15,0.00341,0.13765,0.13424
"101",0,0.15,0,0.17841,0.17841
"102",0,0.15,0.0482,0.123,0.07481
"103",0,0.15,0,0.14397,0.14397
"104",0,0.15,0.00526,0.1202,0.11494
"105",0,0.15,0.02058,0.16538,0.14479
"106",0,0.15,0,0.14751,0.14751
"107",0,0.15,0.01976,0.16541,0.14565
"108",0,0.15,0.10835,0.07811,-0.03024
"109",0,0.15,0.15778,0.05203,-0.10574
"110",0,0.15,0,0.1351,0.1351
"111",0,0.15,0.11531,0.06487,-0.05044
"112",0,0.15,0.05226,0.12854,0.07628
"113",0,0.15,0,0.11859,0.11859
"114",0,0.15,0,0.14586,0.14586
"115",0,0.15,0.10247,0.06405,-0.03842
"116",0,0.15,0.07224,0.12457,0.05233
"117",0,0.15,0.07357,0.09782,0.02425
"118",0,0.15,0,0.1446,0.1446
"119",0,0.15,0,0.17287,0.17287
"120",0,0.15,0.02226,0.11354,0.09128
"121",0,0.15,0,0.13818,0.13818
"122",0,0.15,0.06175,0.11192,0.05017
"123",0,0.15,0.00335,0.12637,0.12302
"124",0,0.15,0,0.15676,0.15676
"125",0,0.15,0.17915,0.04983,-0.12932
"126",0,0.15,0.02656,0.16492,0.13836
"127",0,0.15,0.17334,0.01931,-0.15404
"128",0,0.15,0.02421,0.13927,0.11507
"129",0,0.15,0.00932,0.18523,0.17591
"130",0,0.15,0,0.19966,0.19966
"131",0,0.15,0.06764,0.10673,0.03908
"132",0,0.15,0,0.18114,0.18114
"133",0,0.15,0.03885,0.13815,0.0993
