"","Simulated_a","Simulated_c","Estimated_a","Estimated_c","Difference"
"1",0.36,0,0.41366,0,-0.41366
"2",0.36,0,0.16446,0.25971,0.09525
"3",0.36,0,0.43353,0,-0.43353
"4",0.36,0,0.31971,0,-0.31971
"5",0.36,0,0.50076,0,-0.50076
"6",0.36,0,0.49725,0,-0.49725
"7",0.36,0,0.3672,0,-0.3672
"8",0.36,0,0.37592,0,-0.37592
"9",0.36,0,0.13729,0.30113,0.16384
"10",0.36,0,0.30931,0,-0.30931
"11",0.36,0,0.27196,0,-0.27196
"12",0.36,0,0.43397,0,-0.43397
"13",0.36,0,0.27092,0,-0.27092
"14",0.36,0,0,0.19458,0.19458
"15",0.36,0,0.34374,0.0619,-0.28184
"16",0.36,0,0.38619,0,-0.38619
"17",0.36,0,0,0.25317,0.25317
"18",0.36,0,0,0.29185,0.29185
"19",0.36,0,0.29267,0,-0.29267
"20",0.36,0,0.33967,0,-0.33967
"21",0.36,0,0.32401,0.05077,-0.27324
"22",0.36,0,0,0.22403,0.22403
"23",0.36,0,0.52457,0,-0.52457
"24",0.36,0,0.30876,0.18991,-0.11885
"25",0.36,0,0.36442,0.03057,-0.33385
"26",0.36,0,0.28002,0,-0.28002
"27",0.36,0,0.12231,0.36088,0.23858
"28",0.36,0,0,0.36009,0.36009
"29",0.36,0,0.2621,0.15478,-0.10732
"30",0.36,0,0.44804,0,-0.44804
"31",0.36,0,0.44067,0,-0.44067
"32",0.36,0,0.38276,0,-0.38276
"33",0.36,0,0.2571,0,-0.2571
"34",0.36,0,0.22042,0.16135,-0.05907
"35",0.36,0,0,0.32148,0.32148
"36",0.36,0,0.09003,0.27403,0.184
"37",0.36,0,0.09292,0,-0.09292
"38",0.36,0,0.17742,0.24034,0.06292
"39",0.36,0,0.55003,0.06775,-0.48228
"40",0.36,0,0.52503,0,-0.52503
"41",0.36,0,0.35935,0.01815,-0.34121
"42",0.36,0,0,0.15404,0.15404
"43",0.36,0,0.28956,0,-0.28956
"44",0.36,0,0.21241,0.10469,-0.10772
"45",0.36,0,0.12599,0.05702,-0.06897
"46",0.36,0,0.28186,0.07869,-0.20317
"47",0.36,0,0.1235,0.13466,0.01115
"48",0.36,0,0.27579,0,-0.27579
"49",0.36,0,0.03206,0.2168,0.18474
"50",0.36,0,0,0.33755,0.33755
"51",0.36,0,0.50243,0,-0.50243
"52",0.36,0,0.1907,0,-0.1907
"53",0.36,0,0.34533,0,-0.34533
"54",0.36,0,0.03095,0.2896,0.25865
"55",0.36,0,0.47296,0,-0.47296
"56",0.36,0,0.29789,0.18833,-0.10956
"57",0.36,0,0.05564,0.14915,0.09351
"58",0.36,0,0,0.27537,0.27537
"59",0.36,0,0.33107,0,-0.33107
"60",0.36,0,0.0259,0.21053,0.18464
"61",0.36,0,0.27538,0.06013,-0.21526
"62",0.36,0,0.26269,0,-0.26269
"63",0.36,0,0.25066,0,-0.25066
"64",0.36,0,0.07166,0.24895,0.17729
"65",0.36,0,0.30805,0,-0.30805
"66",0.36,0,0.25434,0,-0.25434
"67",0.36,0,0.50145,0.06282,-0.43863
"68",0.36,0,0.20877,0.34647,0.1377
"69",0.36,0,0.3212,0.08407,-0.23713
"70",0.36,0,0.50746,0,-0.50746
"71",0.36,0,0.22444,0.25267,0.02822
"72",0.36,0,0.44866,0,-0.44866
