"","Simulated_a","Simulated_c","Estimated_a","Estimated_c","Difference"
"1",0.24,0,0.15475,0,-0.15475
"2",0.24,0,0.05694,0,-0.05694
"3",0.24,0,0.36274,0,-0.36274
"4",0.24,0,0,0.33797,0.33797
"5",0.24,0,0.14174,0.01419,-0.12755
"6",0.24,0,0.01786,0,-0.01786
"7",0.24,0,0,0,0
"8",0.24,0,0.10268,0,-0.10268
"9",0.24,0,0.22894,0,-0.22894
"10",0.24,0,0.09845,0.10675,0.0083
"11",0.24,0,0.47438,0,-0.47438
"12",0.24,0,0,0.19681,0.19681
"13",0.24,0,0.25172,0.13712,-0.11461
"14",0.24,0,0.32885,0,-0.32885
"15",0.24,0,0.25552,0,-0.25552
"16",0.24,0,0.4718,0,-0.4718
"17",0.24,0,0.28022,0,-0.28022
"18",0.24,0,0.13344,0,-0.13344
"19",0.24,0,0.15531,0.13381,-0.02149
"20",0.24,0,0.16304,0,-0.16304
"21",0.24,0,0.17494,0,-0.17494
"22",0.24,0,0.2764,0,-0.2764
"23",0.24,0,0.04435,0.15744,0.11308
"24",0.24,0,0.3332,0.0958,-0.23739
"25",0.24,0,0,0.20184,0.20184
"26",0.24,0,0,0.14608,0.14608
"27",0.24,0,0,0.21339,0.21339
"28",0.24,0,0,0.12022,0.12022
"29",0.24,0,0.2481,0,-0.2481
"30",0.24,0,0.3478,0.11872,-0.22908
"31",0.24,0,0,0,0
"32",0.24,0,0,0.27542,0.27542
"33",0.24,0,0,0.38422,0.38422
"34",0.24,0,0.07509,0.11601,0.04092
"35",0.24,0,0.01593,0.04757,0.03165
"36",0.24,0,0,0.19097,0.19097
"37",0.24,0,0.40346,0,-0.40346
"38",0.24,0,0.26755,0,-0.26755
"39",0.24,0,0.20026,0.17789,-0.02238
"40",0.24,0,0.26165,0,-0.26165
"41",0.24,0,0.19223,0,-0.19223
"42",0.24,0,0,0.11145,0.11145
"43",0.24,0,0.08588,0,-0.08588
"44",0.24,0,0.07013,0.07587,0.00575
"45",0.24,0,0.37442,0,-0.37442
"46",0.24,0,0.30099,0.02377,-0.27722
"47",0.24,0,0.33588,0,-0.33588
"48",0.24,0,0,0.04559,0.04559
"49",0.24,0,0.06321,0.13136,0.06815
"50",0.24,0,0.05053,0.02192,-0.02861
"51",0.24,0,0,0.13195,0.13195
"52",0.24,0,0,0.46025,0.46025
"53",0.24,0,0.16303,0,-0.16303
"54",0.24,0,0.26691,0,-0.26691
"55",0.24,0,0.07345,0,-0.07345
"56",0.24,0,0.1834,0,-0.1834
"57",0.24,0,0.17834,0,-0.17834
"58",0.24,0,0.05169,0.26627,0.21458
"59",0.24,0,0.42266,0,-0.42266
"60",0.24,0,0.28393,0.04653,-0.2374
"61",0.24,0,0.15495,0,-0.15495
"62",0.24,0,0.23952,0,-0.23952
"63",0.24,0,0.07314,0,-0.07314
"64",0.24,0,0,0.14636,0.14636
"65",0.24,0,0,0.14781,0.14781
"66",0.24,0,0.28773,0,-0.28773
"67",0.24,0,0.26148,0,-0.26148
"68",0.24,0,0.29637,0.01643,-0.27994
"69",0.24,0,0.14484,0.06198,-0.08287
"70",0.24,0,0,0.10774,0.10774
"71",0.24,0,0,0.18813,0.18813
"72",0.24,0,0.30331,0,-0.30331
"73",0.24,0,0.13844,0.02163,-0.11682
"74",0.24,0,0,0.00872,0.00872
"75",0.24,0,0,0,0
"76",0.24,0,0.03149,0,-0.03149
"77",0.24,0,0.00338,0.18426,0.18087
"78",0.24,0,0.31788,0,-0.31788
"79",0.24,0,0.16767,0,-0.16767
"80",0.24,0,0,0.34577,0.34577
"81",0.24,0,0.14704,0,-0.14704
"82",0.24,0,0,0.2966,0.2966
"83",0.24,0,0,0.22877,0.22877
"84",0.24,0,0,0.1959,0.1959
"85",0.24,0,0.50647,0,-0.50647
"86",0.24,0,0,0.16472,0.16472
"87",0.24,0,0.05778,0.09262,0.03484
"88",0.24,0,0.35969,0.02948,-0.33022
"89",0.24,0,0.23209,0,-0.23209
"90",0.24,0,0.26977,0.06321,-0.20656
"91",0.24,0,0.2038,0.04291,-0.16089
"92",0.24,0,0,0.10486,0.10486
"93",0.24,0,0.20673,0,-0.20673
"94",0.24,0,0,0.26838,0.26838
"95",0.24,0,0.24721,0,-0.24721
"96",0.24,0,0.112,0.09292,-0.01908
"97",0.24,0,0.24816,0,-0.24816
"98",0.24,0,0.17638,0.08075,-0.09564
"99",0.24,0,0.13044,0,-0.13044
"100",0.24,0,0,0.19229,0.19229
"101",0.24,0,0,0.14179,0.14179
"102",0.24,0,0.18572,0.06854,-0.11717
"103",0.24,0,0.12465,0,-0.12465
"104",0.24,0,0,0.34365,0.34365
"105",0.24,0,0,0.1911,0.1911
"106",0.24,0,0.17748,0,-0.17748
"107",0.24,0,0.31932,0.03339,-0.28593
