"","Simulated_a","Simulated_c","Estimated_a","Estimated_c","Difference"
"1",0.54,0,0.2151,0.3263,0.1112
"2",0.54,0,0.69785,0,-0.69785
"3",0.54,0,0.38479,0.20246,-0.18233
"4",0.54,0,0.49772,0,-0.49772
"5",0.54,0,0.61868,0,-0.61868
"6",0.54,0,0.6101,0,-0.6101
"7",0.54,0,0.14924,0.3118,0.16255
"8",0.54,0,0.53235,0,-0.53235
"9",0.54,0,0.54492,0,-0.54492
"10",0.54,0,0.4431,0,-0.4431
"11",0.54,0,0.52633,0,-0.52633
"12",0.54,0,0,0.4742,0.4742
"13",0.54,0,0.26315,0.22597,-0.03719
"14",0.54,0,0.45405,0,-0.45405
"15",0.54,0,0.32008,0.25475,-0.06533
"16",0.54,0,0.32615,0.31402,-0.01212
"17",0.54,0,0.51161,0.0156,-0.49601
"18",0.54,0,0.44058,0,-0.44058
"19",0.54,0,0.60469,0,-0.60469
"20",0.54,0,0.4062,0.13777,-0.26842
"21",0.54,0,0.08709,0.42906,0.34197
"22",0.54,0,0.59356,0.0614,-0.53216
"23",0.54,0,0.67448,0,-0.67448
"24",0.54,0,0.52102,0.1145,-0.40652
"25",0.54,0,0.57021,0,-0.57021
"26",0.54,0,0.58145,0,-0.58145
"27",0.54,0,0.68301,0,-0.68301
"28",0.54,0,0.00064,0.32617,0.32553
"29",0.54,0,0.56519,0.10339,-0.46181
"30",0.54,0,0.6457,0,-0.6457
"31",0.54,0,0.58566,0,-0.58566
"32",0.54,0,0.3587,0.18558,-0.17312
"33",0.54,0,0.32642,0.24573,-0.08069
"34",0.54,0,0.46825,0.07926,-0.38899
"35",0.54,0,0.42433,0.14217,-0.28215
"36",0.54,0,0.41103,0.11866,-0.29237
"37",0.54,0,0.54005,0,-0.54005
"38",0.54,0,0.5076,0,-0.5076
"39",0.54,0,0.39266,0.25257,-0.1401
"40",0.54,0,0.52619,0,-0.52619
"41",0.54,0,0.61884,0,-0.61884
"42",0.54,0,0.16616,0.30077,0.13461
"43",0.54,0,0.32749,0.25313,-0.07436
"44",0.54,0,0.46582,0,-0.46582
"45",0.54,0,0.44919,0,-0.44919
"46",0.54,0,0.47507,0,-0.47507
"47",0.54,0,0.5328,0,-0.5328
"48",0.54,0,0.51846,0,-0.51846
"49",0.54,0,0.46946,0,-0.46946
"50",0.54,0,0.15529,0.20555,0.05026
"51",0.54,0,0.51968,0,-0.51968
"52",0.54,0,0.49028,0.01627,-0.47401
"53",0.54,0,0.59299,0,-0.59299
"54",0.54,0,0.57695,0,-0.57695
"55",0.54,0,0.07712,0.21766,0.14054
"56",0.54,0,0.53493,0,-0.53493
"57",0.54,0,0.4499,0.07811,-0.37179
"58",0.54,0,0.46562,0,-0.46562
"59",0.54,0,0.50128,0,-0.50128
"60",0.54,0,0.24793,0.2512,0.00327
"61",0.54,0,0.40934,0.18186,-0.22748
"62",0.54,0,0.51232,0,-0.51232
"63",0.54,0,0.35149,0,-0.35149
"64",0.54,0,0.58621,0,-0.58621
"65",0.54,0,0.08233,0.27335,0.19102
"66",0.54,0,0.52532,0,-0.52532
"67",0.54,0,0,0.34505,0.34505
"68",0.54,0,0.30853,0.14683,-0.1617
"69",0.54,0,0.57107,0,-0.57107
"70",0.54,0,0.28778,0.07725,-0.21052
"71",0.54,0,0.66678,0,-0.66678
"72",0.54,0,0.43784,0,-0.43784
"73",0.54,0,0.65269,0.00436,-0.64833
"74",0.54,0,0.54632,0.03586,-0.51046
"75",0.54,0,0.40542,0,-0.40542
"76",0.54,0,0.42494,0,-0.42494
"77",0.54,0,0.16744,0.18018,0.01274
"78",0.54,0,0.24478,0.15484,-0.08994
"79",0.54,0,0.70367,0,-0.70367
"80",0.54,0,0.43194,0.07927,-0.35266
"81",0.54,0,0.54758,0,-0.54758
"82",0.54,0,0.12996,0.40081,0.27085
"83",0.54,0,0.57432,0,-0.57432
"84",0.54,0,0.6341,0,-0.6341
"85",0.54,0,0.38455,0.19319,-0.19135
"86",0.54,0,0.39667,0.20347,-0.1932
"87",0.54,0,0.58306,0,-0.58306
"88",0.54,0,0.62162,0,-0.62162
"89",0.54,0,0.37253,0.02289,-0.34963
"90",0.54,0,0.31769,0.18513,-0.13256
"91",0.54,0,0.28468,0.13286,-0.15182
"92",0.54,0,0.39512,0.14357,-0.25155
"93",0.54,0,0.45468,0,-0.45468
"94",0.54,0,0.58674,0,-0.58674
"95",0.54,0,0.43954,0.03686,-0.40267
"96",0.54,0,0.705,0,-0.705
"97",0.54,0,0.49775,0.04849,-0.44926
"98",0.54,0,0.58163,0,-0.58163
"99",0.54,0,0.48796,0,-0.48796
"100",0.54,0,0.44253,0.22285,-0.21968
"101",0.54,0,0,0.28559,0.28559
"102",0.54,0,0.41366,0,-0.41366
"103",0.54,0,0.37635,0,-0.37635
"104",0.54,0,0.22738,0.07601,-0.15137
"105",0.54,0,0.47448,0.00276,-0.47172
"106",0.54,0,0.48657,0,-0.48657
"107",0.54,0,0,0.48472,0.48472
"108",0.54,0,0.40017,0.05138,-0.34878
"109",0.54,0,0.41681,0,-0.41681
"110",0.54,0,0.59725,0.00201,-0.59524
"111",0.54,0,0.55158,0,-0.55158
"112",0.54,0,0.66308,0,-0.66308
"113",0.54,0,0.55983,0,-0.55983
"114",0.54,0,0.41517,0,-0.41517
"115",0.54,0,0,0.43327,0.43327
"116",0.54,0,0.34096,0.19592,-0.14504
"117",0.54,0,0.58372,0.00389,-0.57983
"118",0.54,0,0.29027,0.14802,-0.14226
"119",0.54,0,0.47851,0.10647,-0.37204
"120",0.54,0,0.30253,0.22502,-0.07751
"121",0.54,0,0.59822,0,-0.59822
"122",0.54,0,0.49291,0,-0.49291
"123",0.54,0,0.63898,0,-0.63898
"124",0.54,0,0.60924,0,-0.60924
"125",0.54,0,0.59402,0.00392,-0.5901
"126",0.54,0,0.55741,0,-0.55741
"127",0.54,0,0.3705,0.14534,-0.22517
"128",0.54,0,0.35141,0.22685,-0.12455
"129",0.54,0,0.46621,0.10932,-0.35689
"130",0.54,0,0.36636,0.12562,-0.24074
"131",0.54,0,0,0.30087,0.30087
"132",0.54,0,0.49297,0.00776,-0.48521
"133",0.54,0,0.25162,0.34205,0.09043
"134",0.54,0,0.55979,0,-0.55979
"135",0.54,0,0.59951,0,-0.59951
"136",0.54,0,0.59482,0,-0.59482
"137",0.54,0,0.34789,0.33033,-0.01756
"138",0.54,0,0.46748,0,-0.46748
"139",0.54,0,0.50305,0,-0.50305
"140",0.54,0,0.41482,0.13571,-0.27911
"141",0.54,0,0.50876,0,-0.50876
"142",0.54,0,0.58017,0,-0.58017
"143",0.54,0,0.59817,0,-0.59817
"144",0.54,0,0.232,0.11726,-0.11474
"145",0.54,0,0.42757,0.19746,-0.23011
"146",0.54,0,0,0.52035,0.52035
"147",0.54,0,0.66836,0,-0.66836
"148",0.54,0,0.31394,0.2723,-0.04163
"149",0.54,0,0.05534,0.49274,0.4374
"150",0.54,0,0.35923,0.23034,-0.1289
"151",0.54,0,0.46157,0,-0.46157
"152",0.54,0,0,0.44016,0.44016
"153",0.54,0,0.51968,0.1621,-0.35758
"154",0.54,0,0.47459,0.1752,-0.29938
"155",0.54,0,0.72003,0,-0.72003
"156",0.54,0,0.19841,0.25571,0.0573
"157",0.54,0,0.45525,0,-0.45525
"158",0.54,0,0.51537,0.18205,-0.33331
"159",0.54,0,0.41511,0,-0.41511
"160",0.54,0,0.45628,0.03411,-0.42217
"161",0.54,0,0.37719,0.13358,-0.24362
"162",0.54,0,0.55508,0,-0.55508
"163",0.54,0,0,0.48981,0.48981
"164",0.54,0,0.09649,0.36434,0.26785
"165",0.54,0,0,0.47169,0.47169
"166",0.54,0,0.26097,0,-0.26097
"167",0.54,0,0.40517,0,-0.40517
"168",0.54,0,0.17358,0.34612,0.17254
"169",0.54,0,0.53592,0,-0.53592
"170",0.54,0,0.42778,0,-0.42778
"171",0.54,0,0.63441,0.03032,-0.60409
"172",0.54,0,0.29942,0.08926,-0.21016
"173",0.54,0,0.61504,0,-0.61504
"174",0.54,0,0.65485,0,-0.65485
"175",0.54,0,0.40771,0.22246,-0.18526
"176",0.54,0,0.50683,0,-0.50683
"177",0.54,0,0.52559,0.11358,-0.41201
"178",0.54,0,0.60671,0,-0.60671
"179",0.54,0,0.55312,0,-0.55312
"180",0.54,0,0.50456,0,-0.50456
"181",0.54,0,0.40799,0.16722,-0.24078
"182",0.54,0,0.41915,0.14317,-0.27598
"183",0.54,0,0.63263,0,-0.63263
"184",0.54,0,0.49207,0,-0.49207
"185",0.54,0,0.26565,0.16276,-0.10288
"186",0.54,0,0.50357,0,-0.50357
"187",0.54,0,0.1075,0.15026,0.04276
"188",0.54,0,0.56771,0,-0.56771
"189",0.54,0,0.36837,0.13159,-0.23678
"190",0.54,0,0.36434,0.06531,-0.29902
"191",0.54,0,0.60726,0,-0.60726
"192",0.54,0,0.25504,0,-0.25504
"193",0.54,0,0.39465,0.18469,-0.20997
"194",0.54,0,0.37947,0.07501,-0.30446
"195",0.54,0,0.53451,0,-0.53451
"196",0.54,0,0.51825,0,-0.51825
