"","Simulated_a","Simulated_c","Estimated_a","Estimated_c","Difference"
"1",0.1,0.33,0.19683,0.112,-0.08483
"2",0.1,0.33,0.43273,0.12096,-0.31177
"3",0.1,0.33,0.12459,0.272,0.14741
"4",0.1,0.33,0.46654,0,-0.46654
"5",0.1,0.33,0.02142,0.33856,0.31715
"6",0.1,0.33,0.00282,0.19236,0.18954
"7",0.1,0.33,0,0.50949,0.50949
"8",0.1,0.33,0,0.43928,0.43928
"9",0.1,0.33,0.16959,0.39013,0.22054
"10",0.1,0.33,0.12554,0.31533,0.18979
"11",0.1,0.33,0,0.24079,0.24079
"12",0.1,0.33,0.28796,0.16747,-0.1205
"13",0.1,0.33,0.14624,0.37776,0.23153
"14",0.1,0.33,0,0.35946,0.35946
"15",0.1,0.33,0.5327,0,-0.5327
"16",0.1,0.33,0,0.41399,0.41399
"17",0.1,0.33,0,0.50358,0.50358
"18",0.1,0.33,0.32288,0.15506,-0.16782
"19",0.1,0.33,0,0.35404,0.35404
"20",0.1,0.33,0.16536,0.17757,0.01221
"21",0.1,0.33,0,0.35649,0.35649
"22",0.1,0.33,0.14124,0.24557,0.10432
"23",0.1,0.33,0.25323,0.16323,-0.09
"24",0.1,0.33,0.43189,0.12472,-0.30717
"25",0.1,0.33,0.15252,0.37193,0.21941
"26",0.1,0.33,0,0.3923,0.3923
"27",0.1,0.33,0.31562,0,-0.31562
"28",0.1,0.33,0,0.27482,0.27482
"29",0.1,0.33,0.6506,0,-0.6506
"30",0.1,0.33,0.41357,0.07187,-0.3417
"31",0.1,0.33,0.1765,0.30215,0.12564
"32",0.1,0.33,0.07239,0.26639,0.194
"33",0.1,0.33,0.32579,0.17114,-0.15465
"34",0.1,0.33,0,0.47564,0.47564
"35",0.1,0.33,0,0.40735,0.40735
"36",0.1,0.33,0.17315,0.30049,0.12734
"37",0.1,0.33,0.35052,0.15336,-0.19716
"38",0.1,0.33,0.45913,0.14258,-0.31655
"39",0.1,0.33,0.00916,0.20159,0.19243
"40",0.1,0.33,0,0.32202,0.32202
"41",0.1,0.33,0,0.5127,0.5127
"42",0.1,0.33,0.54519,0,-0.54519
"43",0.1,0.33,0.22541,0.02441,-0.201
"44",0.1,0.33,0.05091,0.35096,0.30005
"45",0.1,0.33,0.02365,0.441,0.41735
"46",0.1,0.33,0.3838,0.147,-0.2368
"47",0.1,0.33,0,0.48409,0.48409
"48",0.1,0.33,0,0.28729,0.28729
"49",0.1,0.33,0.06603,0.3491,0.28307
"50",0.1,0.33,0,0.31443,0.31443
"51",0.1,0.33,0.34014,0.07625,-0.26389
"52",0.1,0.33,0,0.38566,0.38566
"53",0.1,0.33,0.38456,0.10383,-0.28073
"54",0.1,0.33,0,0.35201,0.35201
"55",0.1,0.33,0.54179,0,-0.54179
"56",0.1,0.33,0.03798,0.32985,0.29187
"57",0.1,0.33,0.0636,0.35989,0.29629
"58",0.1,0.33,0,0.33738,0.33738
"59",0.1,0.33,0.19294,0.41961,0.22667
"60",0.1,0.33,0.01581,0.32632,0.31051
"61",0.1,0.33,0,0.33924,0.33924
"62",0.1,0.33,0.2497,0.20938,-0.04032
"63",0.1,0.33,0.02923,0.36692,0.33769
"64",0.1,0.33,0,0.29648,0.29648
"65",0.1,0.33,0.145,0.43344,0.28844
"66",0.1,0.33,0,0.27945,0.27945
"67",0.1,0.33,0,0.5005,0.5005
"68",0.1,0.33,0,0.29097,0.29097
"69",0.1,0.33,0.13353,0.22016,0.08662
"70",0.1,0.33,0.06106,0.42051,0.35945
"71",0.1,0.33,0.19157,0.25762,0.06605
"72",0.1,0.33,0.42777,0,-0.42777
"73",0.1,0.33,0.3862,0.24357,-0.14263
"74",0.1,0.33,0.22995,0.21916,-0.01079
