"","Simulated_a","Simulated_c","Estimated_a","Estimated_c","Difference"
"1",0.54,0,0.48104,0.0586,-0.42244
"2",0.54,0,0.52594,0,-0.52594
"3",0.54,0,0.52915,0,-0.52915
"4",0.54,0,0.46133,0.05593,-0.4054
"5",0.54,0,0.57164,0,-0.57164
"6",0.54,0,0.51809,0,-0.51809
"7",0.54,0,0.55537,0,-0.55537
"8",0.54,0,0.53243,0,-0.53243
"9",0.54,0,0.49897,0,-0.49897
"10",0.54,0,0.50802,0,-0.50802
"11",0.54,0,0.50615,0,-0.50615
"12",0.54,0,0.44455,0.09383,-0.35073
"13",0.54,0,0.55072,0,-0.55072
"14",0.54,0,0.55907,0,-0.55907
"15",0.54,0,0.52952,0.02547,-0.50405
"16",0.54,0,0.56442,0,-0.56442
"17",0.54,0,0.51934,0.01267,-0.50667
"18",0.54,0,0.52757,0,-0.52757
"19",0.54,0,0.4771,0.0652,-0.4119
"20",0.54,0,0.53972,0,-0.53972
"21",0.54,0,0.56385,0.03441,-0.52943
"22",0.54,0,0.58364,0,-0.58364
"23",0.54,0,0.53972,0.03569,-0.50403
"24",0.54,0,0.5137,0,-0.5137
"25",0.54,0,0.51317,0,-0.51317
"26",0.54,0,0.51301,0.04189,-0.47111
"27",0.54,0,0.53343,0,-0.53343
"28",0.54,0,0.50411,0.03491,-0.4692
"29",0.54,0,0.53732,0,-0.53732
"30",0.54,0,0.43919,0.09853,-0.34066
"31",0.54,0,0.55084,0,-0.55084
"32",0.54,0,0.47501,0.03762,-0.43739
"33",0.54,0,0.51652,0.03593,-0.48059
"34",0.54,0,0.54626,0,-0.54626
"35",0.54,0,0.56695,0,-0.56695
"36",0.54,0,0.54706,0,-0.54706
"37",0.54,0,0.54825,0,-0.54825
"38",0.54,0,0.50015,0.01043,-0.48972
"39",0.54,0,0.45442,0.05655,-0.39786
"40",0.54,0,0.5352,0.01401,-0.52119
"41",0.54,0,0.4988,0,-0.4988
"42",0.54,0,0.56171,0.00236,-0.55935
"43",0.54,0,0.53678,0,-0.53678
"44",0.54,0,0.42932,0.0857,-0.34362
"45",0.54,0,0.53306,0,-0.53306
"46",0.54,0,0.54312,0.0268,-0.51632
"47",0.54,0,0.51469,0,-0.51469
"48",0.54,0,0.56991,0,-0.56991
"49",0.54,0,0.52636,0,-0.52636
"50",0.54,0,0.49006,0.04061,-0.44945
"51",0.54,0,0.55951,0,-0.55951
"52",0.54,0,0.5297,0,-0.5297
"53",0.54,0,0.52658,0,-0.52658
"54",0.54,0,0.53545,0,-0.53545
"55",0.54,0,0.51904,0,-0.51904
"56",0.54,0,0.53714,0,-0.53714
"57",0.54,0,0.53789,0,-0.53789
"58",0.54,0,0.48566,0.03326,-0.45241
"59",0.54,0,0.53676,0,-0.53676
"60",0.54,0,0.53272,0,-0.53272
"61",0.54,0,0.52073,0.00162,-0.51911
"62",0.54,0,0.5121,0,-0.5121
"63",0.54,0,0.4569,0.07119,-0.38571
"64",0.54,0,0.39658,0.15314,-0.24344
"65",0.54,0,0.49302,0.03404,-0.45897
"66",0.54,0,0.5454,0,-0.5454
"67",0.54,0,0.52339,0,-0.52339
"68",0.54,0,0.52071,0,-0.52071
"69",0.54,0,0.50809,0,-0.50809
"70",0.54,0,0.50902,0.04833,-0.46069
"71",0.54,0,0.55116,0,-0.55116
"72",0.54,0,0.54589,0,-0.54589
"73",0.54,0,0.48982,0.05422,-0.4356
"74",0.54,0,0.52334,0,-0.52334
"75",0.54,0,0.49883,0,-0.49883
"76",0.54,0,0.46024,0.03856,-0.42169
"77",0.54,0,0.52475,0,-0.52475
"78",0.54,0,0.51999,0,-0.51999
"79",0.54,0,0.57013,0,-0.57013
"80",0.54,0,0.54065,0,-0.54065
"81",0.54,0,0.52477,0,-0.52477
"82",0.54,0,0.54903,0,-0.54903
"83",0.54,0,0.47148,0.05402,-0.41747
"84",0.54,0,0.54096,0.00497,-0.536
"85",0.54,0,0.55798,0,-0.55798
"86",0.54,0,0.48404,0.03854,-0.44549
"87",0.54,0,0.55982,0,-0.55982
"88",0.54,0,0.51632,0.04023,-0.47609
"89",0.54,0,0.53784,0.00236,-0.53549
"90",0.54,0,0.47901,0.06083,-0.41818
"91",0.54,0,0.53231,0,-0.53231
