"","Simulated_a","Simulated_c","Estimated_a","Estimated_c","Difference"
"1",0.09,0.11,0,0.17132,0.17132
"2",0.09,0.11,0,0.209,0.209
"3",0.09,0.11,0.23149,0,-0.23149
"4",0.09,0.11,0.13168,0.07417,-0.05751
"5",0.09,0.11,0.23575,0.00108,-0.23468
"6",0.09,0.11,0.13632,0.06073,-0.07559
"7",0.09,0.11,0.08958,0.09808,0.0085
"8",0.09,0.11,0.10051,0.08786,-0.01265
"9",0.09,0.11,0.14228,0.06384,-0.07844
"10",0.09,0.11,0.0442,0.1675,0.1233
"11",0.09,0.11,0.01459,0.15872,0.14413
"12",0.09,0.11,0.13307,0.05242,-0.08065
"13",0.09,0.11,0,0.16525,0.16525
"14",0.09,0.11,0.06524,0.08965,0.0244
"15",0.09,0.11,0.14376,0.02859,-0.11518
"16",0.09,0.11,0.00492,0.14794,0.14302
"17",0.09,0.11,0.02924,0.19119,0.16195
"18",0.09,0.11,0.07823,0.09415,0.01591
"19",0.09,0.11,0.04157,0.14227,0.1007
"20",0.09,0.11,0.0988,0.12534,0.02654
"21",0.09,0.11,0.15251,0.08049,-0.07202
"22",0.09,0.11,0.12312,0.06901,-0.0541
"23",0.09,0.11,0.18878,0,-0.18878
"24",0.09,0.11,0.23412,0,-0.23412
"25",0.09,0.11,0.05495,0.11735,0.06239
"26",0.09,0.11,0.11145,0.1224,0.01096
"27",0.09,0.11,0.09022,0.09673,0.00651
"28",0.09,0.11,0.02223,0.16774,0.14551
"29",0.09,0.11,0.24034,0.0157,-0.22464
"30",0.09,0.11,0.0348,0.14429,0.1095
"31",0.09,0.11,0.1881,0.0702,-0.1179
"32",0.09,0.11,0.15981,0.03547,-0.12434
"33",0.09,0.11,0.11199,0.0538,-0.05819
"34",0.09,0.11,0.15535,0.08627,-0.06908
"35",0.09,0.11,0.15397,0.08559,-0.06838
"36",0.09,0.11,0.13704,0.03878,-0.09826
"37",0.09,0.11,0.09507,0.14267,0.0476
"38",0.09,0.11,0.08217,0.1008,0.01863
"39",0.09,0.11,0.17609,0.05202,-0.12408
"40",0.09,0.11,0.05357,0.12427,0.0707
"41",0.09,0.11,0.07325,0.12164,0.04839
"42",0.09,0.11,0.16351,0.07045,-0.09306
"43",0.09,0.11,0.06125,0.14181,0.08056
"44",0.09,0.11,0.00957,0.19437,0.18479
"45",0.09,0.11,0.22871,0,-0.22871
"46",0.09,0.11,0.21657,0.01724,-0.19933
"47",0.09,0.11,0.1238,0.07958,-0.04422
"48",0.09,0.11,0.01237,0.15141,0.13904
"49",0.09,0.11,0.22611,0,-0.22611
"50",0.09,0.11,0.10204,0.08241,-0.01963
