"","Simulated_a","Simulated_c","Estimated_a","Estimated_c","Difference"
"1",0.36,0,0.36084,0.02045,-0.34039
"2",0.36,0,0.32217,0.02274,-0.29942
"3",0.36,0,0.36212,0,-0.36212
"4",0.36,0,0.26515,0.09838,-0.16677
"5",0.36,0,0.26815,0.05832,-0.20983
"6",0.36,0,0.36137,0,-0.36137
"7",0.36,0,0.33868,0,-0.33868
"8",0.36,0,0.30443,0.019,-0.28543
"9",0.36,0,0.34333,0.02167,-0.32166
"10",0.36,0,0.38774,0,-0.38774
"11",0.36,0,0.36663,0,-0.36663
"12",0.36,0,0.25894,0.08838,-0.17055
"13",0.36,0,0.33705,0.00598,-0.33107
"14",0.36,0,0.34582,0.00607,-0.33975
"15",0.36,0,0.33521,0.02259,-0.31262
"16",0.36,0,0.31075,0.01681,-0.29394
"17",0.36,0,0.41218,0,-0.41218
"18",0.36,0,0.33117,0,-0.33117
"19",0.36,0,0.27403,0.06234,-0.21169
"20",0.36,0,0.2513,0.06815,-0.18315
"21",0.36,0,0.33454,0,-0.33454
"22",0.36,0,0.33676,0,-0.33676
"23",0.36,0,0.33605,0,-0.33605
"24",0.36,0,0.3762,0,-0.3762
"25",0.36,0,0.34008,0,-0.34008
"26",0.36,0,0.25844,0.04224,-0.2162
"27",0.36,0,0.27213,0.05596,-0.21617
"28",0.36,0,0.37063,0.00588,-0.36475
"29",0.36,0,0.36867,0,-0.36867
"30",0.36,0,0.35797,0,-0.35797
"31",0.36,0,0.36252,0,-0.36252
"32",0.36,0,0.34084,0,-0.34084
"33",0.36,0,0.3179,0.0556,-0.2623
"34",0.36,0,0.34233,0,-0.34233
"35",0.36,0,0.36636,0.00628,-0.36008
"36",0.36,0,0.38934,0,-0.38934
"37",0.36,0,0.37488,0,-0.37488
"38",0.36,0,0.25611,0.0739,-0.18221
"39",0.36,0,0.40237,0,-0.40237
"40",0.36,0,0.26488,0.06054,-0.20434
"41",0.36,0,0.3133,0,-0.3133
"42",0.36,0,0.34971,0.00321,-0.3465
"43",0.36,0,0.34331,0.02658,-0.31673
"44",0.36,0,0.2768,0.04314,-0.23366
"45",0.36,0,0.3682,0,-0.3682
"46",0.36,0,0.30395,0.05786,-0.24609
