"","Simulated_a","Simulated_c","Estimated_a","Estimated_c","Difference"
"1",0.25,0.24,0.4229,0,-0.4229
"2",0.25,0.24,0.26216,0.28671,0.02454
"3",0.25,0.24,0.41357,0,-0.41357
"4",0.25,0.24,0.10099,0.36598,0.26499
"5",0.25,0.24,0,0.39237,0.39237
"6",0.25,0.24,0.4788,0.0675,-0.4113
"7",0.25,0.24,0.10629,0.35659,0.2503
"8",0.25,0.24,0.48581,0.06079,-0.42501
"9",0.25,0.24,0.52006,0.0813,-0.43876
"10",0.25,0.24,0,0.30338,0.30338
"11",0.25,0.24,0.17333,0.23258,0.05925
"12",0.25,0.24,0.34608,0,-0.34608
"13",0.25,0.24,0.0647,0.2793,0.2146
"14",0.25,0.24,0,0.37394,0.37394
"15",0.25,0.24,0,0.50423,0.50423
"16",0.25,0.24,0.31458,0.08324,-0.23134
"17",0.25,0.24,0.46754,0.15549,-0.31204
"18",0.25,0.24,0.298,0.16955,-0.12846
"19",0.25,0.24,0.12546,0.35615,0.23069
"20",0.25,0.24,0.23591,0.15479,-0.08112
"21",0.25,0.24,0.06717,0.52149,0.45432
"22",0.25,0.24,0,0.47645,0.47645
"23",0.25,0.24,0,0.45221,0.45221
"24",0.25,0.24,0.35622,0.08079,-0.27542
"25",0.25,0.24,0.46661,0,-0.46661
"26",0.25,0.24,0,0.55569,0.55569
"27",0.25,0.24,0.49876,0,-0.49876
"28",0.25,0.24,0,0.46948,0.46948
"29",0.25,0.24,0.02511,0.51078,0.48567
"30",0.25,0.24,0.36804,0,-0.36804
"31",0.25,0.24,0.71112,0,-0.71112
"32",0.25,0.24,0.0193,0.35965,0.34035
"33",0.25,0.24,0.44523,0.10665,-0.33858
"34",0.25,0.24,0.33838,0.13251,-0.20587
"35",0.25,0.24,0.41919,0.07059,-0.3486
"36",0.25,0.24,0,0.43495,0.43495
"37",0.25,0.24,0.07579,0.29383,0.21804
"38",0.25,0.24,0.16775,0.25867,0.09092
"39",0.25,0.24,0.05647,0.31479,0.25832
"40",0.25,0.24,0,0.36864,0.36864
"41",0.25,0.24,0.27574,0.23684,-0.0389
"42",0.25,0.24,0.62293,0,-0.62293
"43",0.25,0.24,0.62321,0,-0.62321
"44",0.25,0.24,0.00499,0.51635,0.51136
"45",0.25,0.24,0.23298,0.24973,0.01675
"46",0.25,0.24,0.54202,0,-0.54202
"47",0.25,0.24,0,0.49253,0.49253
"48",0.25,0.24,0.19868,0.31201,0.11333
"49",0.25,0.24,0.08262,0.42166,0.33904
"50",0.25,0.24,0.17236,0.2697,0.09734
"51",0.25,0.24,0.31987,0,-0.31987
"52",0.25,0.24,0.47865,0.08967,-0.38898
"53",0.25,0.24,0.49832,0,-0.49832
"54",0.25,0.24,0.59505,0,-0.59505
"55",0.25,0.24,0.0312,0.39233,0.36112
"56",0.25,0.24,0.23473,0.28643,0.0517
"57",0.25,0.24,0.32038,0.24923,-0.07115
"58",0.25,0.24,0.2161,0.31272,0.09662
"59",0.25,0.24,0.02375,0.41509,0.39134
"60",0.25,0.24,0.57601,0,-0.57601
"61",0.25,0.24,0,0.43305,0.43305
"62",0.25,0.24,0.28485,0.33626,0.05141
"63",0.25,0.24,0.57919,0,-0.57919
"64",0.25,0.24,0.28318,0.20349,-0.07969
"65",0.25,0.24,0,0.46665,0.46665
"66",0.25,0.24,0.4814,0,-0.4814
"67",0.25,0.24,0.60085,0,-0.60085
"68",0.25,0.24,0.46173,0.11938,-0.34235
"69",0.25,0.24,0,0.35454,0.35454
"70",0.25,0.24,0.09535,0.34491,0.24955
"71",0.25,0.24,0.23318,0.10746,-0.12572
"72",0.25,0.24,0.27686,0.14454,-0.13232
"73",0.25,0.24,0.04022,0.45849,0.41827
"74",0.25,0.24,0.31966,0.1186,-0.20106
"75",0.25,0.24,0.48858,0.03614,-0.45245
"76",0.25,0.24,0,0.3478,0.3478
"77",0.25,0.24,0.18391,0.3183,0.13439
"78",0.25,0.24,0.15457,0.3933,0.23873
"79",0.25,0.24,0.20949,0.16125,-0.04823
"80",0.25,0.24,0.26038,0.17872,-0.08166
"81",0.25,0.24,0.04841,0.43575,0.38734
"82",0.25,0.24,0.2992,0.29361,-0.0056
"83",0.25,0.24,0,0.34121,0.34121
"84",0.25,0.24,0.41536,0.12271,-0.29265
"85",0.25,0.24,0,0.46553,0.46553
"86",0.25,0.24,0.29615,0.11512,-0.18103
"87",0.25,0.24,0.3405,0.11,-0.2305
"88",0.25,0.24,0.16993,0.30129,0.13136
"89",0.25,0.24,0.62787,0,-0.62787
"90",0.25,0.24,0.05465,0.38822,0.33358
"91",0.25,0.24,0.27356,0.20707,-0.06649
"92",0.25,0.24,0.50423,0.14683,-0.3574
"93",0.25,0.24,0.52455,0.00945,-0.5151
"94",0.25,0.24,0.04173,0.33672,0.29499
"95",0.25,0.24,0.15176,0.46487,0.31311
"96",0.25,0.24,0.28227,0.2007,-0.08156
"97",0.25,0.24,0.37499,0,-0.37499
"98",0.25,0.24,0.50914,0.0124,-0.49674
"99",0.25,0.24,0.18377,0.33092,0.14715
"100",0.25,0.24,0.37043,0.27616,-0.09427
"101",0.25,0.24,0.52284,0,-0.52284
"102",0.25,0.24,0,0.53055,0.53055
"103",0.25,0.24,0.36958,0.08321,-0.28636
"104",0.25,0.24,0.4606,0.17981,-0.28079
"105",0.25,0.24,0.10706,0.45998,0.35293
"106",0.25,0.24,0.25417,0.36355,0.10938
"107",0.25,0.24,0.52367,0.06784,-0.45583
"108",0.25,0.24,0,0.35827,0.35827
"109",0.25,0.24,0.53552,0.00536,-0.53017
"110",0.25,0.24,0,0.45201,0.45201
"111",0.25,0.24,0,0.47214,0.47214
"112",0.25,0.24,0.17136,0.37221,0.20084
"113",0.25,0.24,0.58323,0.08766,-0.49557
"114",0.25,0.24,0.33483,0.24126,-0.09357
"115",0.25,0.24,0.03586,0.40179,0.36593
"116",0.25,0.24,0.31303,0.18944,-0.12359
"117",0.25,0.24,0.55748,0,-0.55748
"118",0.25,0.24,0.53737,0,-0.53737
"119",0.25,0.24,0,0.4873,0.4873
"120",0.25,0.24,0.36252,0.0252,-0.33732
