"","Simulated_a","Simulated_c","Estimated_a","Estimated_c","Difference"
"1",0.1,0.33,0.21111,0.23762,0.02651
"2",0.1,0.33,0.31527,0.18347,-0.1318
"3",0.1,0.33,0.17139,0.27708,0.10569
"4",0.1,0.33,0.14774,0.30872,0.16098
"5",0.1,0.33,0.08683,0.3334,0.24657
"6",0.1,0.33,0.13358,0.30361,0.17002
"7",0.1,0.33,0.24706,0.2313,-0.01576
"8",0.1,0.33,0.09809,0.27492,0.17683
"9",0.1,0.33,0.14413,0.31258,0.16846
"10",0.1,0.33,0.1882,0.27539,0.08719
"11",0.1,0.33,0.16233,0.29844,0.13611
"12",0.1,0.33,0.11243,0.36692,0.25449
"13",0.1,0.33,0.17172,0.27159,0.09988
"14",0.1,0.33,0.1502,0.30697,0.15676
"15",0.1,0.33,0.10157,0.31355,0.21198
"16",0.1,0.33,0,0.42709,0.42709
"17",0.1,0.33,0.05595,0.37428,0.31833
"18",0.1,0.33,0.14641,0.29691,0.1505
"19",0.1,0.33,0,0.38118,0.38118
"20",0.1,0.33,0.12194,0.29547,0.17353
"21",0.1,0.33,0.10282,0.32414,0.22132
"22",0.1,0.33,0.07373,0.36324,0.28951
"23",0.1,0.33,0.00448,0.43154,0.42706
"24",0.1,0.33,0.14495,0.27592,0.13097
"25",0.1,0.33,0.2271,0.21936,-0.00774
"26",0.1,0.33,0.10658,0.32994,0.22336
"27",0.1,0.33,0.17496,0.30263,0.12767
"28",0.1,0.33,0.17762,0.24193,0.06431
"29",0.1,0.33,0,0.41057,0.41057
"30",0.1,0.33,0.09292,0.3407,0.24778
"31",0.1,0.33,0.02981,0.39861,0.36879
"32",0.1,0.33,0.0118,0.37602,0.36422
"33",0.1,0.33,0.03063,0.34682,0.31619
"34",0.1,0.33,0.19007,0.25345,0.06339
"35",0.1,0.33,0.09203,0.33159,0.23956
"36",0.1,0.33,0.0078,0.43654,0.42873
"37",0.1,0.33,0.1526,0.27417,0.12157
"38",0.1,0.33,0,0.4292,0.4292
"39",0.1,0.33,0.01006,0.37889,0.36883
"40",0.1,0.33,0.01247,0.40911,0.39665
"41",0.1,0.33,0.07487,0.3637,0.28883
"42",0.1,0.33,0.13287,0.29374,0.16087
"43",0.1,0.33,0.16676,0.30252,0.13576
"44",0.1,0.33,0.02181,0.39444,0.37263
"45",0.1,0.33,0.13018,0.32017,0.19
"46",0.1,0.33,0.23185,0.23374,0.00189
"47",0.1,0.33,0.01107,0.41553,0.40446
"48",0.1,0.33,0.12072,0.3446,0.22388
"49",0.1,0.33,0.03546,0.38607,0.3506
"50",0.1,0.33,0.18032,0.27188,0.09155
"51",0.1,0.33,0.17304,0.28063,0.10759
"52",0.1,0.33,0.23952,0.21383,-0.0257
