"","Simulated_a","Simulated_c","Estimated_a","Estimated_c","Difference"
"1",0.36,0,0.42373,0,-0.42373
"2",0.36,0,0.39862,0,-0.39862
"3",0.36,0,0,0.31084,0.31084
"4",0.36,0,0.14086,0.20726,0.0664
"5",0.36,0,0,0.29271,0.29271
"6",0.36,0,0.23449,0,-0.23449
"7",0.36,0,0.38223,0.07896,-0.30327
"8",0.36,0,0.1812,0,-0.1812
"9",0.36,0,0.30244,0,-0.30244
"10",0.36,0,0.1047,0.05879,-0.04591
"11",0.36,0,0,0.19432,0.19432
"12",0.36,0,0.42502,0,-0.42502
"13",0.36,0,0.31922,0,-0.31922
"14",0.36,0,0.40699,0,-0.40699
"15",0.36,0,0.02676,0.29122,0.26446
"16",0.36,0,0.29725,0.08584,-0.21142
"17",0.36,0,0.44064,0.03876,-0.40188
"18",0.36,0,0.41832,0,-0.41832
"19",0.36,0,0.31302,0.10894,-0.20408
"20",0.36,0,0.23681,0.00661,-0.2302
"21",0.36,0,0.55398,0,-0.55398
"22",0.36,0,0.21631,0,-0.21631
"23",0.36,0,0.38468,0,-0.38468
"24",0.36,0,0.14685,0.19433,0.04748
"25",0.36,0,0.45761,0,-0.45761
"26",0.36,0,0.11287,0,-0.11287
"27",0.36,0,0.12758,0.04574,-0.08183
"28",0.36,0,0.42841,0,-0.42841
"29",0.36,0,0.35977,0.10104,-0.25873
"30",0.36,0,0.40539,0,-0.40539
"31",0.36,0,0.01248,0.30232,0.28984
"32",0.36,0,0,0.25133,0.25133
"33",0.36,0,0.24862,0,-0.24862
"34",0.36,0,0,0.38411,0.38411
"35",0.36,0,0.10877,0.29587,0.1871
"36",0.36,0,0.27149,0.06464,-0.20685
"37",0.36,0,0.11403,0.16138,0.04735
"38",0.36,0,0.35854,0.03755,-0.32098
"39",0.36,0,0.38243,0,-0.38243
"40",0.36,0,0.21888,0.0326,-0.18627
"41",0.36,0,0,0.28527,0.28527
"42",0.36,0,0.16686,0.15318,-0.01368
"43",0.36,0,0.08084,0.29846,0.21762
"44",0.36,0,0.49101,0,-0.49101
"45",0.36,0,0.16301,0.3858,0.22279
"46",0.36,0,0.27621,0,-0.27621
"47",0.36,0,0.31164,0,-0.31164
"48",0.36,0,0.53165,0,-0.53165
"49",0.36,0,0.17925,0.16482,-0.01444
"50",0.36,0,0.54981,0,-0.54981
"51",0.36,0,0,0.3631,0.36309
"52",0.36,0,0.10746,0.18696,0.0795
"53",0.36,0,0.4913,0.09585,-0.39546
"54",0.36,0,0.3007,0.23246,-0.06824
"55",0.36,0,0.13732,0.24356,0.10625
"56",0.36,0,0.22401,0.11567,-0.10834
"57",0.36,0,0.13627,0.27649,0.14023
"58",0.36,0,0,0.3973,0.3973
"59",0.36,0,0.36626,0.11312,-0.25314
"60",0.36,0,0.41691,0,-0.41691
"61",0.36,0,0.54731,0,-0.54731
"62",0.36,0,0.36055,0,-0.36055
"63",0.36,0,0.54579,0,-0.54579
"64",0.36,0,0,0.34619,0.34619
"65",0.36,0,0.261,0.15813,-0.10287
"66",0.36,0,0.15916,0,-0.15916
"67",0.36,0,0.10819,0.22798,0.1198
"68",0.36,0,0.33653,0,-0.33653
"69",0.36,0,0.19183,0.13061,-0.06122
"70",0.36,0,0.25409,0,-0.25409
"71",0.36,0,0.33318,0,-0.33318
"72",0.36,0,0.3313,0,-0.3313
"73",0.36,0,0.14212,0,-0.14212
"74",0.36,0,0.39353,0,-0.39353
"75",0.36,0,0.4302,0,-0.4302
"76",0.36,0,0,0.24143,0.24143
"77",0.36,0,0.41234,0,-0.41234
"78",0.36,0,0.46373,0,-0.46373
"79",0.36,0,0.34326,0,-0.34326
"80",0.36,0,0,0.2843,0.2843
"81",0.36,0,0.31723,0.04604,-0.27119
"82",0.36,0,0.19178,0,-0.19178
"83",0.36,0,0.35223,0,-0.35223
"84",0.36,0,0.22277,0.1719,-0.05087
"85",0.36,0,0.12354,0,-0.12354
"86",0.36,0,0.02903,0.34647,0.31743
"87",0.36,0,0.45835,0,-0.45835
"88",0.36,0,0.22529,0.25684,0.03154
"89",0.36,0,0.34175,0,-0.34175
"90",0.36,0,0,0.34502,0.34502
"91",0.36,0,0.53178,0,-0.53178
"92",0.36,0,0.45884,0,-0.45884
"93",0.36,0,0.48358,0,-0.48358
"94",0.36,0,0,0.32067,0.32067
"95",0.36,0,0.05829,0.12489,0.06659
"96",0.36,0,0.37227,0,-0.37227
"97",0.36,0,0.35545,0,-0.35545
"98",0.36,0,0.07442,0.33703,0.26262
"99",0.36,0,0,0.27761,0.27761
"100",0.36,0,0.45154,0,-0.45154
"101",0.36,0,0.30087,0,-0.30087
"102",0.36,0,0.29911,0.13755,-0.16156
"103",0.36,0,0.28428,0,-0.28428
"104",0.36,0,0.38439,0,-0.38439
"105",0.36,0,0.51789,0,-0.51789
"106",0.36,0,0,0.28038,0.28038
"107",0.36,0,0.31354,0,-0.31354
"108",0.36,0,0.34212,0.06313,-0.27899
"109",0.36,0,0.394,0,-0.394
"110",0.36,0,0.48469,0,-0.48469
"111",0.36,0,0.11523,0.29236,0.17713
"112",0.36,0,0.23618,0,-0.23618
"113",0.36,0,0,0.27686,0.27686
"114",0.36,0,0.45567,0,-0.45567
"115",0.36,0,0.3747,0.02853,-0.34617
"116",0.36,0,0,0.2979,0.2979
"117",0.36,0,0.38987,0,-0.38987
"118",0.36,0,0.43326,0,-0.43326
"119",0.36,0,0.34964,0,-0.34964
"120",0.36,0,0.2579,0.16999,-0.08791
"121",0.36,0,0.00191,0.20631,0.2044
"122",0.36,0,0.13397,0.24903,0.11506
"123",0.36,0,0.33298,0,-0.33298
"124",0.36,0,0.40609,0,-0.40609
"125",0.36,0,0.369,0,-0.369
"126",0.36,0,0.41464,0.00977,-0.40487
"127",0.36,0,0.34288,0,-0.34288
"128",0.36,0,0.4466,0,-0.4466
"129",0.36,0,0.23268,0.12086,-0.11183
"130",0.36,0,0.44126,0,-0.44126
"131",0.36,0,0.19251,0.18702,-0.00549
"132",0.36,0,0.50169,0,-0.50169
"133",0.36,0,0.43032,0,-0.43032
"134",0.36,0,0.19048,0.10212,-0.08836
"135",0.36,0,0.40367,0,-0.40367
"136",0.36,0,0.21489,0,-0.21489
"137",0.36,0,0.29824,0,-0.29824
"138",0.36,0,0.15274,0.01807,-0.13467
"139",0.36,0,0.13149,0.09143,-0.04005
"140",0.36,0,0.31626,0.18315,-0.13311
"141",0.36,0,0.46211,0,-0.46211
"142",0.36,0,0.57801,0,-0.57801
"143",0.36,0,0.45908,0,-0.45908
"144",0.36,0,0,0.31549,0.31549
"145",0.36,0,0.39634,0,-0.39634
"146",0.36,0,0,0.24957,0.24957
"147",0.36,0,0.22205,0.11088,-0.11117
"148",0.36,0,0.22087,0,-0.22087
"149",0.36,0,0.21692,0.09001,-0.12692
"150",0.36,0,0.36124,0,-0.36124
"151",0.36,0,0.1149,0.06366,-0.05123
"152",0.36,0,0.42829,0,-0.42829
"153",0.36,0,0.5171,0,-0.5171
"154",0.36,0,0.25791,0.19514,-0.06277
"155",0.36,0,0.40773,0,-0.40773
"156",0.36,0,0,0.33109,0.33109
"157",0.36,0,0.40705,0,-0.40705
"158",0.36,0,0.49541,0.05281,-0.4426
"159",0.36,0,0.10695,0.17692,0.06996
"160",0.36,0,0,0.28055,0.28055
"161",0.36,0,0.35006,0.03836,-0.3117
"162",0.36,0,0.0062,0.08575,0.07955
"163",0.36,0,0.43845,0,-0.43845
"164",0.36,0,0.33962,0,-0.33962
"165",0.36,0,0.45079,0,-0.45079
"166",0.36,0,0.33706,0,-0.33706
"167",0.36,0,0.27459,0,-0.27459
"168",0.36,0,0,0.22896,0.22896
"169",0.36,0,0,0.38063,0.38063
"170",0.36,0,0,0.33209,0.33209
"171",0.36,0,0,0.38549,0.38549
"172",0.36,0,0.39236,0,-0.39236
"173",0.36,0,0.15408,0,-0.15408
"174",0.36,0,0.45184,0,-0.45184
"175",0.36,0,0.14573,0,-0.14573
"176",0.36,0,0.21037,0,-0.21037
"177",0.36,0,0.16375,0.20741,0.04366
"178",0.36,0,0.18517,0.25475,0.06958
"179",0.36,0,0.36739,0,-0.36739
"180",0.36,0,0.13446,0.28919,0.15474
"181",0.36,0,0.36675,0,-0.36675
"182",0.36,0,0,0.25454,0.25454
"183",0.36,0,0,0.18273,0.18273
"184",0.36,0,0.18822,0.05526,-0.13295
"185",0.36,0,0.08535,0,-0.08535
"186",0.36,0,0.4405,0,-0.4405
"187",0.36,0,0.20747,0.14479,-0.06268
"188",0.36,0,0.43907,0,-0.43907
"189",0.36,0,0.2377,0,-0.2377
"190",0.36,0,0.20951,0,-0.20951
"191",0.36,0,0.29475,0,-0.29475
"192",0.36,0,0.34916,0,-0.34916
"193",0.36,0,0.23424,0.17939,-0.05486
"194",0.36,0,0.31229,0.01385,-0.29844
"195",0.36,0,0.41398,0,-0.41398
"196",0.36,0,0.43452,0,-0.43452
"197",0.36,0,0.18714,0.16237,-0.02477
"198",0.36,0,0.39198,0,-0.39198
"199",0.36,0,0.2049,0.01677,-0.18813
"200",0.36,0,0.50416,0,-0.50416
"201",0.36,0,0.18261,0,-0.18261
"202",0.36,0,0.25132,0.20901,-0.04231
"203",0.36,0,0.42281,0.10475,-0.31806
"204",0.36,0,0,0.33618,0.33618
"205",0.36,0,0.48208,0,-0.48208
"206",0.36,0,0,0.13967,0.13967
"207",0.36,0,0.28007,0,-0.28007
"208",0.36,0,0.163,0.03136,-0.13163
"209",0.36,0,0,0.25862,0.25862
"210",0.36,0,0,0.27054,0.27054
"211",0.36,0,0.30711,0,-0.30711
"212",0.36,0,0.39584,0,-0.39584
"213",0.36,0,0.32885,0.12674,-0.20211
"214",0.36,0,0.41258,0,-0.41258
"215",0.36,0,0,0.32581,0.32581
"216",0.36,0,0.31153,0,-0.31153
"217",0.36,0,0,0.24187,0.24187
