"","Simulated_a","Simulated_c","Estimated_a","Estimated_c","Difference"
"1",0.36,0,0.34253,0.02048,-0.32204
"2",0.36,0,0.28068,0.04967,-0.231
"3",0.36,0,0.35065,0,-0.35065
"4",0.36,0,0.22735,0.11387,-0.11348
"5",0.36,0,0.38095,0,-0.38095
"6",0.36,0,0.33533,0,-0.33533
"7",0.36,0,0.40188,0,-0.40188
"8",0.36,0,0.3269,0.0267,-0.3002
"9",0.36,0,0.33837,0,-0.33837
"10",0.36,0,0.36736,0,-0.36736
"11",0.36,0,0.36159,0,-0.36159
"12",0.36,0,0.39,0,-0.39
"13",0.36,0,0.32662,0.02636,-0.30026
"14",0.36,0,0.17864,0.13892,-0.03972
"15",0.36,0,0.30669,0,-0.30669
"16",0.36,0,0.36444,0,-0.36444
"17",0.36,0,0.40329,0,-0.40329
"18",0.36,0,0.29115,0.04283,-0.24832
"19",0.36,0,0.27157,0.06158,-0.20999
"20",0.36,0,0.32349,0,-0.32349
"21",0.36,0,0.24166,0.08205,-0.15961
"22",0.36,0,0.24466,0.09038,-0.15428
"23",0.36,0,0.3534,0,-0.3534
"24",0.36,0,0.33022,0,-0.33022
"25",0.36,0,0.34351,0,-0.34351
"26",0.36,0,0.37765,0,-0.37765
"27",0.36,0,0.37588,0.00898,-0.3669
"28",0.36,0,0.3402,0,-0.3402
"29",0.36,0,0.28407,0.05284,-0.23124
"30",0.36,0,0.31975,0,-0.31975
"31",0.36,0,0.36741,0,-0.36741
"32",0.36,0,0.26393,0.06838,-0.19555
"33",0.36,0,0.31075,0.03309,-0.27766
"34",0.36,0,0.2406,0.0907,-0.14991
"35",0.36,0,0.34162,0.00098,-0.34064
"36",0.36,0,0.35586,0,-0.35586
"37",0.36,0,0.35554,0.01285,-0.34269
"38",0.36,0,0.35618,0.00727,-0.34891
"39",0.36,0,0.38112,0,-0.38112
"40",0.36,0,0.34819,0,-0.34819
"41",0.36,0,0.31593,0,-0.31593
"42",0.36,0,0.37265,0.02567,-0.34698
"43",0.36,0,0.2253,0.09295,-0.13235
"44",0.36,0,0.37585,0,-0.37585
"45",0.36,0,0.33354,0,-0.33354
"46",0.36,0,0.31041,0,-0.31041
"47",0.36,0,0.35052,0,-0.35052
"48",0.36,0,0.32218,0.02893,-0.29324
"49",0.36,0,0.28121,0.05658,-0.22463
"50",0.36,0,0.32595,0.02736,-0.29859
"51",0.36,0,0.34982,0.02523,-0.32459
"52",0.36,0,0.34209,0,-0.34209
"53",0.36,0,0.25465,0.06657,-0.18808
"54",0.36,0,0.36883,0.02381,-0.34501
"55",0.36,0,0.34734,0,-0.34734
"56",0.36,0,0.36113,0,-0.36113
"57",0.36,0,0.31405,0.02526,-0.2888
"58",0.36,0,0.3919,0,-0.3919
"59",0.36,0,0.25102,0.06117,-0.18985
"60",0.36,0,0.35711,0,-0.35711
"61",0.36,0,0.2843,0.01416,-0.27015
"62",0.36,0,0.34862,0.01195,-0.33666
"63",0.36,0,0.34688,0,-0.34688
"64",0.36,0,0.33153,0,-0.33153
"65",0.36,0,0.35422,0,-0.35422
"66",0.36,0,0.23184,0.08705,-0.1448
"67",0.36,0,0.37601,0,-0.37601
"68",0.36,0,0.30583,0.03827,-0.26756
"69",0.36,0,0.37127,0.00867,-0.3626
"70",0.36,0,0.35134,0,-0.35134
"71",0.36,0,0.33634,0.02985,-0.30649
"72",0.36,0,0.32539,0.05299,-0.2724
"73",0.36,0,0.31876,0.03351,-0.28525
"74",0.36,0,0.32365,0.01683,-0.30681
"75",0.36,0,0.37297,0,-0.37297
"76",0.36,0,0.36728,0.01582,-0.35146
"77",0.36,0,0.39351,0,-0.39351
"78",0.36,0,0.38377,0.00912,-0.37465
"79",0.36,0,0.24089,0.10416,-0.13672
"80",0.36,0,0.31372,0,-0.31372
"81",0.36,0,0.3562,0.02188,-0.33432
"82",0.36,0,0.33034,0.04705,-0.28328
"83",0.36,0,0.36892,0.00381,-0.36511
"84",0.36,0,0.29048,0.03175,-0.25873
"85",0.36,0,0.38086,0,-0.38086
"86",0.36,0,0.16088,0.15641,-0.00446
"87",0.36,0,0.32698,0.02956,-0.29742
"88",0.36,0,0.35515,0.04342,-0.31173
"89",0.36,0,0.31846,0.01651,-0.30195
"90",0.36,0,0.35467,0,-0.35467
"91",0.36,0,0.34849,0.02817,-0.32032
"92",0.36,0,0.36253,0,-0.36253
"93",0.36,0,0.36987,0,-0.36987
"94",0.36,0,0.34341,0.00593,-0.33748
"95",0.36,0,0.38226,0,-0.38226
"96",0.36,0,0.32451,0.03322,-0.2913
"97",0.36,0,0.2894,0.0448,-0.24461
"98",0.36,0,0.33676,0,-0.33676
"99",0.36,0,0.36099,0,-0.36099
"100",0.36,0,0.3208,0,-0.3208
"101",0.36,0,0.33657,0.01274,-0.32383
"102",0.36,0,0.31535,0.02019,-0.29516
"103",0.36,0,0.30813,0,-0.30813
"104",0.36,0,0.38269,0.01783,-0.36486
"105",0.36,0,0.29558,0.04758,-0.248
"106",0.36,0,0.23242,0.08066,-0.15176
"107",0.36,0,0.37307,0,-0.37307
"108",0.36,0,0.36341,0,-0.36341
"109",0.36,0,0.37765,0.00298,-0.37466
"110",0.36,0,0.24828,0.07836,-0.16992
"111",0.36,0,0.37323,0,-0.37323
"112",0.36,0,0.30347,0.04192,-0.26155
"113",0.36,0,0.24954,0.09917,-0.15037
"114",0.36,0,0.33919,0.01459,-0.3246
"115",0.36,0,0.3963,0.00631,-0.38999
"116",0.36,0,0.39977,0,-0.39977
"117",0.36,0,0.34854,0,-0.34854
"118",0.36,0,0.3911,0,-0.3911
"119",0.36,0,0.37473,0,-0.37473
"120",0.36,0,0.22642,0.06703,-0.15939
"121",0.36,0,0.33155,0.0104,-0.32114
"122",0.36,0,0.24891,0.08028,-0.16863
"123",0.36,0,0.35337,0,-0.35337
"124",0.36,0,0.3239,0.0571,-0.2668
"125",0.36,0,0.37922,0.0142,-0.36502
"126",0.36,0,0.28094,0.05758,-0.22336
"127",0.36,0,0.28682,0.05545,-0.23137
"128",0.36,0,0.38149,0,-0.38149
"129",0.36,0,0.31876,0.03156,-0.2872
"130",0.36,0,0.36137,0,-0.36137
"131",0.36,0,0.21287,0.08991,-0.12296
"132",0.36,0,0.37182,0,-0.37182
"133",0.36,0,0.28966,0.07396,-0.21569
"134",0.36,0,0.37049,0,-0.37049
"135",0.36,0,0.36593,0.02051,-0.34542
"136",0.36,0,0.3522,0,-0.3522
"137",0.36,0,0.28605,0.06421,-0.22184
"138",0.36,0,0.3849,0,-0.3849
"139",0.36,0,0.35062,0,-0.35062
"140",0.36,0,0.31762,0.00395,-0.31367
"141",0.36,0,0.31521,0,-0.31521
