"","Simulated_a","Simulated_c","Estimated_a","Estimated_c","Difference"
"1",0.33,0,0.45329,0,-0.45329
"2",0.33,0,0,0.2609,0.2609
"3",0.33,0,0.41437,0,-0.41437
"4",0.33,0,0.45826,0,-0.45826
"5",0.33,0,0.29188,0,-0.29188
"6",0.33,0,0,0.25697,0.25697
"7",0.33,0,0.64711,0,-0.64711
"8",0.33,0,0,0.28783,0.28783
"9",0.33,0,0,0.31667,0.31667
"10",0.33,0,0.47049,0,-0.47049
"11",0.33,0,0.39654,0,-0.39654
"12",0.33,0,0.42231,0,-0.42231
"13",0.33,0,0.32208,0,-0.32208
"14",0.33,0,0.15194,0.06875,-0.0832
"15",0.33,0,0.24894,0,-0.24894
"16",0.33,0,0.01649,0.02303,0.00654
"17",0.33,0,0.48652,0,-0.48652
"18",0.33,0,0.22039,0,-0.22039
"19",0.33,0,0.32526,0.16261,-0.16265
"20",0.33,0,0,0.32776,0.32776
"21",0.33,0,0.18007,0,-0.18007
"22",0.33,0,0.2912,0,-0.2912
"23",0.33,0,0,0.26114,0.26114
"24",0.33,0,0.38901,0,-0.38901
"25",0.33,0,0.41491,0,-0.41491
"26",0.33,0,0.48791,0,-0.48791
"27",0.33,0,0.37548,0,-0.37548
"28",0.33,0,0.16992,0.00037,-0.16955
"29",0.33,0,0.38936,0.0172,-0.37216
"30",0.33,0,0.22747,0,-0.22747
"31",0.33,0,0.26689,0,-0.26689
"32",0.33,0,0.18345,0.08434,-0.09911
"33",0.33,0,0.30198,0.06793,-0.23405
"34",0.33,0,0.10514,0.20119,0.09606
"35",0.33,0,0.4907,0,-0.4907
"36",0.33,0,0.3102,0.11921,-0.19099
"37",0.33,0,0.2172,0,-0.2172
"38",0.33,0,0.22659,0.16285,-0.06374
"39",0.33,0,0.27708,0.14604,-0.13104
"40",0.33,0,0.3324,0,-0.3324
"41",0.33,0,0.41728,0,-0.41728
"42",0.33,0,0.30313,0,-0.30313
"43",0.33,0,0.33295,0,-0.33295
"44",0.33,0,0.32951,0.079,-0.25051
"45",0.33,0,0.3667,0,-0.3667
"46",0.33,0,0,0.37797,0.37797
"47",0.33,0,0,0.28915,0.28915
"48",0.33,0,0.22593,0,-0.22593
"49",0.33,0,0.13983,0.08567,-0.05415
"50",0.33,0,0.072,0.14714,0.07514
"51",0.33,0,0.40798,0,-0.40798
"52",0.33,0,0.43502,0,-0.43502
"53",0.33,0,0.15579,0,-0.15579
"54",0.33,0,0,0.21652,0.21652
"55",0.33,0,0.1986,0.00832,-0.19028
"56",0.33,0,0.23818,0.10493,-0.13324
"57",0.33,0,0.07776,0.13249,0.05473
"58",0.33,0,0.33751,0,-0.33751
"59",0.33,0,0.08437,0.17765,0.09329
