"","Simulated_a","Simulated_c","Estimated_a","Estimated_c","Difference"
"1",0,0.19,0.08807,0,-0.08807
"2",0,0.19,0,0.08649,0.08649
"3",0,0.19,0.11856,0,-0.11856
"4",0,0.19,0.25686,0.12733,-0.12953
"5",0,0.19,0.08548,0.0171,-0.06838
"6",0,0.19,0.42881,0,-0.42881
"7",0,0.19,0,0.05773,0.05773
"8",0,0.19,0,0.13296,0.13296
"9",0,0.19,0,0.12696,0.12696
"10",0,0.19,0,0.28146,0.28146
"11",0,0.19,0,0.03368,0.03368
"12",0,0.19,0.28883,0.1325,-0.15633
"13",0,0.19,0.21762,0.03092,-0.1867
"14",0,0.19,0,0.20834,0.20834
"15",0,0.19,0.09692,0.08068,-0.01624
"16",0,0.19,0,0.27167,0.27167
"17",0,0.19,0,0.22671,0.22671
"18",0,0.19,0,0.23876,0.23876
"19",0,0.19,0.07723,0,-0.07723
"20",0,0.19,0.29694,0,-0.29694
"21",0,0.19,0.34081,0.06217,-0.27864
"22",0,0.19,0,0.18386,0.18386
"23",0,0.19,0,0.24663,0.24663
"24",0,0.19,0.10571,0,-0.10571
"25",0,0.19,0.13638,0,-0.13638
"26",0,0.19,0.06964,0,-0.06964
"27",0,0.19,0,0.16983,0.16983
"28",0,0.19,0,0.32715,0.32715
"29",0,0.19,0.19744,0,-0.19744
"30",0,0.19,0.13401,0,-0.13401
"31",0,0.19,0,0.11999,0.11999
"32",0,0.19,0.29583,0.09618,-0.19965
"33",0,0.19,0.00161,0.15052,0.14891
"34",0,0.19,0.11953,0,-0.11953
"35",0,0.19,0,0.28245,0.28245
"36",0,0.19,0.2548,0.02997,-0.22483
"37",0,0.19,0.40549,0,-0.40549
"38",0,0.19,0.15828,0,-0.15828
"39",0,0.19,0,0.11033,0.11033
"40",0,0.19,0,0.12885,0.12885
"41",0,0.19,0.43771,0,-0.43771
"42",0,0.19,0,0.03938,0.03938
"43",0,0.19,0.02052,0.24467,0.22415
"44",0,0.19,0.19787,0,-0.19787
"45",0,0.19,0,0.23198,0.23198
"46",0,0.19,0.04703,0.12106,0.07404
"47",0,0.19,0,0.14467,0.14467
"48",0,0.19,0.47171,0.01117,-0.46054
"49",0,0.19,0,0,0
"50",0,0.19,0,0.19094,0.19094
"51",0,0.19,0.02825,0.05549,0.02724
"52",0,0.19,0.21712,0,-0.21712
"53",0,0.19,0,0.07659,0.07659
"54",0,0.19,0,0.08162,0.08162
"55",0,0.19,0.33094,0.05639,-0.27455
"56",0,0.19,0,0.13585,0.13585
"57",0,0.19,0.18006,0,-0.18006
"58",0,0.19,0,0.22319,0.22319
"59",0,0.19,0.05103,0,-0.05103
"60",0,0.19,0.08043,0,-0.08043
"61",0,0.19,0.36486,0,-0.36486
"62",0,0.19,0,0.19988,0.19988
"63",0,0.19,0.17946,0.04389,-0.13557
"64",0,0.19,0,0.0418,0.0418
"65",0,0.19,0,0.15964,0.15964
"66",0,0.19,0,0.0188,0.0188
"67",0,0.19,0.09307,0,-0.09307
"68",0,0.19,0.33514,0,-0.33514
"69",0,0.19,0.05592,0,-0.05592
"70",0,0.19,0,0.12662,0.12662
"71",0,0.19,0,0.01608,0.01608
"72",0,0.19,0.13246,0.02196,-0.1105
"73",0,0.19,0,0.1237,0.1237
"74",0,0.19,0,0.1704,0.1704
"75",0,0.19,0.25606,0,-0.25606
"76",0,0.19,0,0.10471,0.10471
"77",0,0.19,0,0.25581,0.25581
"78",0,0.19,0.30695,0.01795,-0.28901
"79",0,0.19,0,0.21833,0.21833
"80",0,0.19,0.17361,0,-0.17361
"81",0,0.19,0.36177,0,-0.36177
"82",0,0.19,0.26701,0,-0.26701
"83",0,0.19,0,0.3407,0.3407
"84",0,0.19,0,0.3877,0.3877
"85",0,0.19,0,0.27904,0.27904
"86",0,0.19,0,0.2124,0.2124
"87",0,0.19,0.37548,0,-0.37548
"88",0,0.19,0.22966,0,-0.22966
"89",0,0.19,0,0,0
"90",0,0.19,0.34134,0.00831,-0.33302
"91",0,0.19,0.06033,0.04791,-0.01243
"92",0,0.19,0.11926,0,-0.11926
"93",0,0.19,0,0.10781,0.10781
"94",0,0.19,0.15528,0,-0.15528
"95",0,0.19,0,0.39164,0.39164
"96",0,0.19,0.27778,0,-0.27778
"97",0,0.19,0,0.17428,0.17428
"98",0,0.19,0.24452,0.05251,-0.19201
"99",0,0.19,0.33016,0,-0.33016
"100",0,0.19,0,0.3131,0.3131
"101",0,0.19,0,0.32036,0.32036
"102",0,0.19,0.03605,0.29509,0.25904
"103",0,0.19,0,0.23441,0.23441
"104",0,0.19,0,0.34941,0.34941
"105",0,0.19,0,0.39184,0.39184
"106",0,0.19,0.21816,0,-0.21816
"107",0,0.19,0.27977,0,-0.27977
"108",0,0.19,0,0.13619,0.13619
"109",0,0.19,0.49794,0,-0.49794
"110",0,0.19,0,0.09858,0.09858
"111",0,0.19,0.18093,0,-0.18093
"112",0,0.19,0.09453,0.16898,0.07446
"113",0,0.19,0,0.18389,0.18389
"114",0,0.19,0.25785,0.04509,-0.21276
"115",0,0.19,0,0.19502,0.19502
"116",0,0.19,0,0.22826,0.22826
"117",0,0.19,0.13343,0,-0.13343
"118",0,0.19,0.28443,0.11098,-0.17344
"119",0,0.19,0,0.2586,0.2586
"120",0,0.19,0,0.0902,0.0902
"121",0,0.19,0.23202,0,-0.23202
"122",0,0.19,0,0.23951,0.23951
"123",0,0.19,0,0.22129,0.22129
"124",0,0.19,0.07549,0.08414,0.00865
"125",0,0.19,0,0.13332,0.13332
"126",0,0.19,0.12805,0,-0.12805
"127",0,0.19,0.16285,0,-0.16285
"128",0,0.19,0,0.34062,0.34062
"129",0,0.19,0.12532,0.06736,-0.05796
"130",0,0.19,0.14455,0,-0.14455
"131",0,0.19,0.04871,0.18183,0.13313
"132",0,0.19,0,0.04871,0.04871
"133",0,0.19,0,0.27927,0.27927
"134",0,0.19,0,0.18302,0.18302
"135",0,0.19,0,0.22344,0.22344
"136",0,0.19,0,0.29146,0.29146
"137",0,0.19,0.07892,0.16293,0.08401
"138",0,0.19,0,0.27654,0.27654
"139",0,0.19,0,0.08162,0.08162
"140",0,0.19,0.13185,0.06871,-0.06315
"141",0,0.19,0,0.10682,0.10682
"142",0,0.19,0,0.31105,0.31105
"143",0,0.19,0,0.268,0.268
"144",0,0.19,0.34494,0,-0.34494
"145",0,0.19,0.11027,0.23641,0.12614
"146",0,0.19,0,0.13841,0.13841
"147",0,0.19,0,0.15475,0.15475
"148",0,0.19,0,0.07865,0.07865
"149",0,0.19,0.14386,0,-0.14386
"150",0,0.19,0,0.11958,0.11958
"151",0,0.19,0,0.18997,0.18997
"152",0,0.19,0,0.2029,0.2029
"153",0,0.19,0.21646,0.10237,-0.11409
"154",0,0.19,0.28567,0,-0.28567
"155",0,0.19,0,0.14371,0.14371
"156",0,0.19,0.32515,0,-0.32515
"157",0,0.19,0,0.25668,0.25668
"158",0,0.19,0,0.29242,0.29242
"159",0,0.19,0.04464,0.11696,0.07232
"160",0,0.19,0.22419,0,-0.22419
"161",0,0.19,0.24424,0,-0.24424
"162",0,0.19,0,0.15322,0.15322
"163",0,0.19,0.10146,0,-0.10146
"164",0,0.19,0.27051,0,-0.27051
"165",0,0.19,0,0.30158,0.30158
"166",0,0.19,0.23259,0,-0.23259
"167",0,0.19,0,0.07654,0.07654
"168",0,0.19,0.18752,0,-0.18752
"169",0,0.19,0,0.35199,0.35199
"170",0,0.19,0.18758,0,-0.18758
"171",0,0.19,0.02552,0.00985,-0.01567
"172",0,0.19,0.21044,0,-0.21044
"173",0,0.19,0,0.13779,0.13779
"174",0,0.19,0.20946,0.03634,-0.17312
"175",0,0.19,0.00349,0.30563,0.30214
"176",0,0.19,0,0.20493,0.20493
"177",0,0.19,0,0.21242,0.21242
"178",0,0.19,0.06947,0,-0.06947
"179",0,0.19,0,0.33503,0.33503
"180",0,0.19,0.13989,0,-0.13989
"181",0,0.19,0,0.1321,0.1321
"182",0,0.19,0.27809,0.11816,-0.15992
"183",0,0.19,0,0.32147,0.32147
"184",0,0.19,0.11181,0.14065,0.02884
"185",0,0.19,0.29725,0,-0.29725
"186",0,0.19,0,0.05718,0.05718
"187",0,0.19,0,0.25514,0.25514
"188",0,0.19,0.22941,0,-0.22941
"189",0,0.19,0.01143,0.1342,0.12277
"190",0,0.19,0.19958,0,-0.19958
"191",0,0.19,0.40392,0.04629,-0.35763
"192",0,0.19,0,0.24654,0.24654
"193",0,0.19,0,0.31603,0.31603
"194",0,0.19,0.01753,0,-0.01753
"195",0,0.19,0.11422,0,-0.11422
"196",0,0.19,0.08691,0,-0.08691
"197",0,0.19,0,0.13365,0.13365
"198",0,0.19,0.22943,0.21068,-0.01875
"199",0,0.19,0,0.09832,0.09832
"200",0,0.19,0,0,0
"201",0,0.19,0,0.07929,0.07929
"202",0,0.19,0.01501,0.1856,0.17059
"203",0,0.19,0,0.20714,0.20714
"204",0,0.19,0,0.22448,0.22448
"205",0,0.19,0.26344,0,-0.26344
"206",0,0.19,0.1203,0,-0.1203
"207",0,0.19,0.12018,0.25275,0.13257
"208",0,0.19,0.28892,0.05136,-0.23755
"209",0,0.19,0,0.17602,0.17602
"210",0,0.19,0,0.10369,0.10369
"211",0,0.19,0.32436,0.07047,-0.2539
"212",0,0.19,0.11139,0,-0.11139
"213",0,0.19,0,0.20084,0.20084
"214",0,0.19,0,0.20491,0.20491
"215",0,0.19,0.21021,0,-0.21021
"216",0,0.19,0,0.2766,0.2766
"217",0,0.19,0.06611,0,-0.06611
"218",0,0.19,0.23953,0,-0.23953
"219",0,0.19,0.07552,0.17416,0.09864
"220",0,0.19,0,0.2278,0.2278
"221",0,0.19,0,0.13374,0.13374
"222",0,0.19,0.3529,0,-0.3529
"223",0,0.19,0,0.25995,0.25995
"224",0,0.19,0.0913,0.25625,0.16495
"225",0,0.19,0.14863,0.11503,-0.0336
"226",0,0.19,0.28922,0,-0.28922
"227",0,0.19,0.27406,0.01132,-0.26274
"228",0,0.19,0,0.23921,0.23921
"229",0,0.19,0,0.34427,0.34427
"230",0,0.19,0.17771,0,-0.17771
"231",0,0.19,0,0.18488,0.18488
"232",0,0.19,0.02264,0.1742,0.15156
"233",0,0.19,0,0.1891,0.1891
"234",0,0.19,0,0,0
"235",0,0.19,0.30362,0.11407,-0.18956
"236",0,0.19,0.24007,0,-0.24007
"237",0,0.19,0,0,0
"238",0,0.19,0,0,0
"239",0,0.19,0,0.15397,0.15397
"240",0,0.19,0.25294,0,-0.25294
"241",0,0.19,0.31637,0,-0.31637
"242",0,0.19,0,0.14972,0.14972
"243",0,0.19,0,0.22134,0.22134
"244",0,0.19,0.24775,0,-0.24775
"245",0,0.19,0,0.29652,0.29652
"246",0,0.19,0,0.0574,0.0574
"247",0,0.19,0.1683,0,-0.1683
"248",0,0.19,0.06829,0,-0.06829
"249",0,0.19,0.19199,0,-0.19199
"250",0,0.19,0.15603,0.14147,-0.01457
"251",0,0.19,0,0.13198,0.13198
"252",0,0.19,0,0.05962,0.05962
"253",0,0.19,0.0694,0,-0.0694
"254",0,0.19,0.25673,0,-0.25673
"255",0,0.19,0,0.18171,0.18171
"256",0,0.19,0,0.10059,0.10059
"257",0,0.19,0.0435,0,-0.0435
"258",0,0.19,0.06956,0.08748,0.01792
"259",0,0.19,0,0.06181,0.06181
"260",0,0.19,0.21545,0,-0.21545
"261",0,0.19,0,0.10587,0.10587
"262",0,0.19,0.0622,0.0471,-0.01511
"263",0,0.19,0.09347,0.04182,-0.05166
"264",0,0.19,0.2834,0,-0.2834
"265",0,0.19,0,0.2178,0.2178
"266",0,0.19,0.18673,0.00881,-0.17792
"267",0,0.19,0,0.19772,0.19772
"268",0,0.19,0,0.22985,0.22985
"269",0,0.19,0,0.24134,0.24134
"270",0,0.19,0,0.02638,0.02638
"271",0,0.19,0.0387,0.1603,0.1216
"272",0,0.19,0,0.13648,0.13648
"273",0,0.19,0,0.18802,0.18802
"274",0,0.19,0.23222,0.16736,-0.06487
"275",0,0.19,0.26025,0,-0.26025
"276",0,0.19,0.05477,0.27131,0.21654
"277",0,0.19,0,0.17525,0.17525
"278",0,0.19,0,0.19085,0.19085
"279",0,0.19,0,0.22485,0.22485
"280",0,0.19,0.25801,0.07354,-0.18447
"281",0,0.19,0,0.0814,0.0814
"282",0,0.19,0.04303,0.16643,0.1234
