"","Simulated_a","Simulated_c","Estimated_a","Estimated_c","Difference"
"1",0,0.19,0,0.15602,0.15602
"2",0,0.19,0,0.20434,0.20434
"3",0,0.19,0.0085,0.17716,0.16866
"4",0,0.19,0.07977,0.12101,0.04125
"5",0,0.19,0,0.17597,0.17597
"6",0,0.19,0.07235,0.15641,0.08406
"7",0,0.19,0,0.17774,0.17774
"8",0,0.19,0,0.20092,0.20092
"9",0,0.19,0,0.1707,0.1707
"10",0,0.19,0.06104,0.14128,0.08024
"11",0,0.19,0,0.18155,0.18155
"12",0,0.19,0.06096,0.12691,0.06595
"13",0,0.19,0,0.19719,0.19719
"14",0,0.19,0.00672,0.17167,0.16495
"15",0,0.19,0.00903,0.17336,0.16433
"16",0,0.19,0,0.19852,0.19852
"17",0,0.19,0.1602,0.06633,-0.09386
"18",0,0.19,0.03761,0.19436,0.15675
"19",0,0.19,0,0.1607,0.1607
"20",0,0.19,0,0.21099,0.21099
"21",0,0.19,0.15194,0.07672,-0.07521
"22",0,0.19,0,0.19227,0.19227
"23",0,0.19,0,0.15877,0.15877
"24",0,0.19,0.0025,0.19266,0.19016
"25",0,0.19,0.07331,0.13032,0.057
"26",0,0.19,0,0.1654,0.1654
"27",0,0.19,0.12779,0.08591,-0.04188
"28",0,0.19,0.05988,0.14005,0.08018
"29",0,0.19,0.04752,0.13332,0.08579
"30",0,0.19,0.07243,0.15557,0.08314
"31",0,0.19,0.07006,0.11041,0.04034
"32",0,0.19,0.05483,0.17413,0.1193
"33",0,0.19,0.01382,0.16648,0.15266
"34",0,0.19,0.10668,0.12168,0.015
"35",0,0.19,0,0.17501,0.17501
"36",0,0.19,0.03446,0.17601,0.14155
"37",0,0.19,0,0.17841,0.17841
"38",0,0.19,0,0.19637,0.19637
"39",0,0.19,0.08274,0.11891,0.03616
"40",0,0.19,0,0.1716,0.1716
"41",0,0.19,0.02194,0.17222,0.15027
"42",0,0.19,0,0.19429,0.19429
"43",0,0.19,0.10503,0.11333,0.0083
"44",0,0.19,0,0.16106,0.16106
"45",0,0.19,0,0.19078,0.19078
"46",0,0.19,0.03751,0.18399,0.14648
"47",0,0.19,0.02978,0.16991,0.14013
"48",0,0.19,0.01188,0.16445,0.15257
"49",0,0.19,0,0.18319,0.18319
"50",0,0.19,0.07685,0.13515,0.0583
"51",0,0.19,0,0.18996,0.18996
"52",0,0.19,0,0.17698,0.17698
"53",0,0.19,0,0.18414,0.18414
"54",0,0.19,0.07239,0.17121,0.09882
"55",0,0.19,0.04318,0.14198,0.09881
"56",0,0.19,0.08148,0.14727,0.0658
"57",0,0.19,0.00876,0.16427,0.15551
"58",0,0.19,0.04027,0.15994,0.11966
"59",0,0.19,0.06526,0.1177,0.05244
"60",0,0.19,0.0987,0.11877,0.02007
"61",0,0.19,0.0197,0.20568,0.18598
"62",0,0.19,0,0.17564,0.17564
"63",0,0.19,0,0.19796,0.19796
"64",0,0.19,0.09143,0.08374,-0.00768
"65",0,0.19,0,0.17296,0.17296
"66",0,0.19,0.01643,0.17334,0.1569
"67",0,0.19,0,0.14752,0.14752
"68",0,0.19,0.20152,0,-0.20152
"69",0,0.19,0.16379,0.09448,-0.06932
"70",0,0.19,0.05506,0.14493,0.08986
"71",0,0.19,0.03216,0.1506,0.11844
"72",0,0.19,0,0.2126,0.2126
"73",0,0.19,0,0.20842,0.20842
"74",0,0.19,0.00089,0.2026,0.20171
