"","Simulated_a","Simulated_c","Estimated_a","Estimated_c","Difference"
"1",0.21,0.13,0,0.33105,0.33105
"2",0.21,0.13,0.42732,0,-0.42732
"3",0.21,0.13,0.4552,0.09131,-0.36389
"4",0.21,0.13,0,0.07463,0.07463
"5",0.21,0.13,0.49902,0,-0.49902
"6",0.21,0.13,0,0.26988,0.26988
"7",0.21,0.13,0.31483,0,-0.31483
"8",0.21,0.13,0.41133,0,-0.41133
"9",0.21,0.13,0.09819,0.29657,0.19838
"10",0.21,0.13,0.31194,0,-0.31194
"11",0.21,0.13,0.16807,0,-0.16807
"12",0.21,0.13,0,0.27231,0.27231
"13",0.21,0.13,0.28582,0,-0.28582
"14",0.21,0.13,0,0.4053,0.4053
"15",0.21,0.13,0.27192,0.06455,-0.20738
"16",0.21,0.13,0,0.38087,0.38087
"17",0.21,0.13,0,0.44725,0.44725
"18",0.21,0.13,0.322,0,-0.322
"19",0.21,0.13,0.37485,0.07206,-0.30279
"20",0.21,0.13,0.3083,0,-0.3083
"21",0.21,0.13,0.3059,0,-0.3059
"22",0.21,0.13,0.31625,0,-0.31625
"23",0.21,0.13,0.27104,0.00525,-0.26578
"24",0.21,0.13,0.4234,0,-0.4234
"25",0.21,0.13,0.2879,0,-0.2879
"26",0.21,0.13,0,0.25615,0.25615
"27",0.21,0.13,0.27463,0,-0.27463
"28",0.21,0.13,0.0202,0.23683,0.21664
"29",0.21,0.13,0,0.44347,0.44347
"30",0.21,0.13,0.50073,0,-0.50073
"31",0.21,0.13,0.32979,0.0646,-0.26519
"32",0.21,0.13,0.14022,0.14703,0.00682
"33",0.21,0.13,0.34424,0.06705,-0.27718
"34",0.21,0.13,0,0.4034,0.4034
"35",0.21,0.13,0.34783,0.08579,-0.26205
"36",0.21,0.13,0,0.43982,0.43982
"37",0.21,0.13,0.37843,0,-0.37843
"38",0.21,0.13,0.19975,0.20524,0.00549
"39",0.21,0.13,0.29902,0,-0.29902
"40",0.21,0.13,0,0.20956,0.20956
"41",0.21,0.13,0.05689,0.35851,0.30162
"42",0.21,0.13,0.18258,0,-0.18258
"43",0.21,0.13,0.19498,0,-0.19498
"44",0.21,0.13,0.11223,0.17042,0.05819
"45",0.21,0.13,0.37577,0,-0.37577
"46",0.21,0.13,0.2066,0.06158,-0.14502
"47",0.21,0.13,0.03824,0.26958,0.23134
"48",0.21,0.13,0.38246,0,-0.38246
"49",0.21,0.13,0,0.29814,0.29814
"50",0.21,0.13,0.06714,0.2032,0.13606
"51",0.21,0.13,0.3187,0.00774,-0.31096
"52",0.21,0.13,0.46519,0,-0.46519
"53",0.21,0.13,0.48476,0,-0.48476
"54",0.21,0.13,0.27431,0,-0.27431
"55",0.21,0.13,0.01619,0.38363,0.36744
"56",0.21,0.13,0,0.38166,0.38166
"57",0.21,0.13,0,0.26984,0.26984
"58",0.21,0.13,0,0.24963,0.24963
"59",0.21,0.13,0.02537,0.2971,0.27172
"60",0.21,0.13,0.36629,0,-0.36629
"61",0.21,0.13,0,0.39316,0.39316
"62",0.21,0.13,0.4118,0,-0.4118
"63",0.21,0.13,0.25782,0,-0.25782
"64",0.21,0.13,0.43029,0,-0.43029
"65",0.21,0.13,0,0.34624,0.34624
"66",0.21,0.13,0,0.23543,0.23543
"67",0.21,0.13,0.37726,0,-0.37726
"68",0.21,0.13,0.20342,0,-0.20342
"69",0.21,0.13,0.12522,0.21397,0.08875
